1375750	2025-04-30 11:09:35	89	90.370019999999997	6.2000000000000002	6.2015570000000002	39.999920000000003	40.162039999999998	455.81240000000003	1075	0.04108796	507.5231	1.26	3.5789930000000001	1241.162	0.50267399999999995	494.69832600000001	18.641490000000001	27.86458	0	1482.8099999999999	140.3613	164.58330000000001	147.80090000000001	348.37959999999998	null	288.25900000000001	934.1404	0	0	null	1.012731	111.68980000000001	10.37326	0	80.642359999999996	-1.3368059999999999	1650	828.57979999999998	16.117419999999999	179.16900000000001	0	364.75700000000001	360.9375	349.13200000000001	537.7604	814.93060000000003	827.08339999999998	-4.7743060000000002	0.0040509259999999998	2.5491899999999998	2.6966800000000002	52.143169999999998	54.976849999999999	51.273150000000001	0.028935180000000001	100	8.5130210000000002	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	63.946759999999998	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	837.1046	59.991390000000003	505.60070000000002	0	null	null	null	1.51	null	0	1	0	0	0	433.37940900000001	1	1.310989	-0.14660300000000001	1.1643859999999999	0.00071000000000000002	2.188196	2.187487	1.1650959999999999	1.26	89	88.924999999999997	6.2000000000000002	6.1947239999999999	39.999920000000003	39.919919999999998	15.810466	1080.9354499999999	0.042042999999999997	501.35419899999999	1.1650959999999999	3.603837	535.413501	1210.0338899999999	522.74700499999994	560.41895899999997	0.55555600000000005	0.44444400000000001	0	0	150	9.9602129999999995	0	0	40	9.8433969999999995	50	99.615348999999995	10	50	0	100	0.037315000000000001	3.603837	88.924999999999997	851.93489099999999	-598640.53627399995	27.255894000000001	1080.93289	0.041447999999999999	501.34093000000001	1.1643859999999999	3.6031960000000001	535.38136799999995	1221.479319	560.41295200000002	0.55555600000000005	0.44444400000000001	0	0	150	9.9572420000000008	0	0	40	9.842924	50	99.612786	10	50	0	100	0.038058000000000002	3.6031960000000001	89	851.94200000000001	-598560.53101000004	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375751	2025-04-30 11:10:05	89	89.187989999999999	6.2000000000000002	6.2015510000000003	39.999920000000003	40.162039999999998	422.89490000000001	1075.347	0.038773149999999999	497.68520000000001	1.26	3.5486110000000002	1253.134	0.49552499999999999	494.94101000000001	18.40278	27.43056	0	1485.1410000000001	140.31559999999999	164.69909999999999	147.91669999999999	348.26389999999998	null	284.19200000000001	930.15260000000001	0	0	null	1.012731	111.3426	10.402200000000001	0	80.758099999999999	-1.2847219999999999	1650	831.26499999999999	17.288789999999999	181.7199	0	364.58330000000001	360.59030000000001	348.78469999999999	538.02080000000001	814.23609999999996	827.08339999999998	-4.5963539999999998	0.0063657410000000003	2.566551	2.699805	52.143169999999998	55.46875	51.12847	1.417824	100	8.4887149999999991	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	66.40625	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	850.59590000000003	59.064889999999998	505.37880000000001	0	null	null	null	1.51	null	0	1	0	0	0	433.34173600000003	1	1.314902	-0.14660300000000001	1.168299	0.00083699999999999996	2.42482	2.4239830000000002	1.169136	1.26	89	88.970076000000006	6.2000000000000002	6.197012	39.999920000000003	39.919919999999998	17.050910999999999	1081.3255119999999	0.040994000000000003	492.74483900000001	1.169136	3.5726589999999998	535.53941899999995	1213.7748509999999	523.88207299999999	560.291697	0.55555600000000005	0.44444400000000001	0	0	150	9.9549710000000005	0	0	40	9.8460909999999995	50	99.490635999999995	10	50	0	100	0.037883	3.5726589999999998	88.970076000000006	851.81778499999996	-608640.40957999998	29.349340999999999	1081.3247280000001	0.040271000000000001	492.75540899999999	1.168299	3.5731700000000002	535.526929	1226.0732800000001	560.28956900000003	0.55555600000000005	0.44444400000000001	0	0	150	9.9513569999999998	0	0	40	9.8455329999999996	50	99.492678999999995	10	50	0	100	0.038058000000000002	3.5731700000000002	89	851.94200000000001	-608560.40762700001	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375752	2025-04-30 11:10:35	89	89.247249999999994	6.2000000000000002	6.1993859999999996	39.999920000000003	40.162039999999998	426.03269999999998	1076.0419999999999	0.032986109999999999	500	1.26	3.5972219999999999	1214.671	0.49675200000000003	495.50104499999998	18.739149999999999	27.473960000000002	0	1482.8099999999999	140.13550000000001	164.58330000000001	147.91669999999999	348.1481	null	285.43700000000001	931.14949999999999	0	0	null	1.012731	111.11109999999999	10.37326	0	80.787030000000001	-1.319445	1650	818.78060000000005	15.778790000000001	178.90049999999999	0	364.40969999999999	360.24310000000003	348.26389999999998	537.7604	814.93060000000003	827.08339999999998	-4.7786460000000002	0.0052083329999999999	2.5954860000000002	2.694922	52.143169999999998	55.526620000000001	51.244210000000002	1.4467589999999999	100	8.4887149999999991	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	64.959490000000002	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	854.88019999999995	58.714970000000001	503.89609999999999	0	null	null	null	1.51	null	0	1	0	0	0	431.68939999999998	1	1.3176939999999999	-0.14660300000000001	1.1710910000000001	0.00077700000000000002	2.3870119999999999	2.386234	1.1718679999999999	1.26	89	88.970059000000006	6.2000000000000002	6.1970190000000001	39.999920000000003	39.919919999999998	16.768605999999998	1082.0609830000001	0.036061000000000003	496.79099300000001	1.1718679999999999	3.6215099999999998	535.15948600000002	1215.3711820000001	524.20522200000005	560.46425599999998	0.55555600000000005	0.44444400000000001	0	0	150	9.9303039999999996	0	0	40	9.8479120000000009	50	99.686041000000003	10	50	0	100	0.037881999999999999	3.6215099999999998	88.970059000000006	851.81894199999999	-608640.58213800006	28.994972000000001	1082.060195	0.035339000000000002	496.80153899999999	1.1710910000000001	3.6220210000000002	535.14698599999997	1227.597548	560.46217200000001	0.55555600000000005	0.44444400000000001	0	0	150	9.9266959999999997	0	0	40	9.8473939999999995	50	99.688083000000006	10	50	0	100	0.038058000000000002	3.6220210000000002	89	851.94200000000001	-608560.58022999996	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375753	2025-04-30 11:11:05	89	88.038420000000002	6.2000000000000002	6.1974840000000002	39.999920000000003	40.162039999999998	458.9502	1076.0419999999999	0.032407409999999998	491.8981	1.26	3.6397569999999999	1252.04	0.48942099999999999	495.66905500000001	18.077259999999999	27.560759999999998	0	1485.1410000000001	140.29390000000001	164.69909999999999	147.91669999999999	347.68520000000001	null	287.09699999999998	931.14949999999999	0	0	null	1.012731	110.5324	10.37326	0	80.758099999999999	-1.3425929999999999	1650	820.22119999999995	15.53711	179.16900000000001	0	364.0625	360.24310000000003	348.09030000000001	536.97910000000002	814.23609999999996	827.08339999999998	-4.8697920000000003	0.0040509259999999998	2.6302080000000001	2.698242	52.143169999999998	55.844909999999999	50.954859999999996	0.057870369999999997	100	8.5190970000000004	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	64.380780000000001	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	860.80709999999999	58.30359	502.77050000000003	0	null	null	null	1.51	null	0	1	0	0	0	433.05109099999999	1	1.3194520000000001	-0.14660300000000001	1.172849	0.000406	2.1778179999999998	2.1774110000000002	1.1732549999999999	1.26	89	88.970189000000005	6.2000000000000002	6.1970029999999996	39.999920000000003	39.919919999999998	19.443846000000001	1082.0912900000001	0.035413	489.18333999999999	1.1732549999999999	3.664075	534.27234799999997	1220.596331	525.41544999999996	560.632203	0.55555600000000005	0.44444400000000001	0	0	150	9.9270650000000007	0	0	40	9.8488369999999996	50	99.856301000000002	10	50	0	100	0.037886000000000003	3.664075	88.970189000000005	851.81548199999997	-608640.75008999999	31.861784	1082.0905130000001	0.034691	489.19394899999998	1.172849	3.6645889999999999	534.25991299999998	1233.014269	560.59257500000001	0.55555600000000005	0.44444400000000001	0	0	150	9.9234550000000006	0	0	40	9.8485659999999999	50	99.858356000000001	10	50	0	100	0.038058000000000002	3.6645889999999999	89	851.94200000000001	-608560.71063300001	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375754	2025-04-30 11:11:35	89	88.621510000000001	6.2000000000000002	6.1952449999999999	39.999920000000003	40.162039999999998	426.03269999999998	1076.3889999999999	0.045717590000000002	489.00459999999998	1.26	3.5546880000000001	1258.444	0.49226999999999999	496.00507399999998	18.511289999999999	27.495660000000001	0	1482.8099999999999	140.4074	164.58330000000001	147.91669999999999	347.80090000000001	null	285.935	931.14949999999999	0	0	null	1.012731	110.5324	10.402200000000001	0	80.873840000000001	-1.307871	1650	823.24159999999995	16.010110000000001	179.16900000000001	0	363.88889999999998	360.06950000000001	347.56950000000001	536.97910000000002	814.58339999999998	827.08339999999998	-4.6527779999999996	0.0040509259999999998	2.6302080000000001	2.7003910000000002	52.143169999999998	55.758099999999999	50.202550000000002	1.4756940000000001	100	8.4583329999999997	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	64.525459999999995	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	855.70460000000003	58.652560000000001	499.7251	0	null	null	null	1.51	null	0	1	0	0	0	433.87456400000002	1	1.323096	-0.14660300000000001	1.176493	0.00078100000000000001	2.3870149999999999	2.386234	1.1772739999999999	1.26	89	88.970089000000002	6.2000000000000002	6.1970080000000003	39.999920000000003	39.919919999999998	19.556349999999998	1082.4597309999999	0.047284	487.92039399999999	1.1772739999999999	3.579504	534.19786399999998	1223.0011079999999	523.33709999999996	560.35595499999999	0.55555600000000005	0.44444400000000001	0	0	150	9.9864219999999992	0	0	40	9.8515160000000002	50	99.518016000000003	10	50	0	100	0.037884000000000001	3.579504	88.970089000000002	851.81715399999996	-608640.47383799998	31.886042	1082.458948	0.046560999999999998	487.93093599999997	1.176493	3.5800149999999999	534.18538100000001	1235.3308	560.31556499999999	0.55555600000000005	0.44444400000000001	0	0	150	9.9828039999999998	0	0	40	9.8509949999999993	50	99.520060999999998	10	50	0	100	0.038058000000000002	3.5800149999999999	89	851.94200000000001	-608560.43362300005	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375755	2025-04-30 11:12:05	89	88.541709999999995	6.2000000000000002	6.1953899999999997	39.999920000000003	40.162039999999998	441.54419999999999	1076.3889999999999	0.038194440000000003	481.48149999999998	1.26	3.5182289999999998	1206.9400000000001	0.49289699999999997	495.96773899999999	18.31597	27.278649999999999	0	1482.8099999999999	140.2176	164.69909999999999	147.91669999999999	347.68520000000001	null	286.43299999999999	931.14949999999999	0	0	null	1.012731	110.6481	10.37326	0	81.047449999999998	-1.2500009999999999	1650	826.93499999999995	15.740270000000001	181.04859999999999	0	363.71530000000001	359.72219999999999	347.39580000000001	536.97910000000002	814.23609999999996	827.08339999999998	-4.7309029999999996	0.0011574070000000001	2.6504629999999998	2.694531	52.103009999999998	55.960650000000001	49.334490000000002	0	100	8.4583329999999997	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	65.248840000000001	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	855.78409999999997	58.636890000000001	492.08109999999999	0	null	null	null	1.51	null	0	1	0	0	0	433.72924499999999	1	1.325313	-0.14660300000000001	1.1787099999999999	0.00055999999999999995	2.2548499999999998	2.2542900000000001	1.179271	1.26	89	88.970011999999997	6.2000000000000002	6.1970179999999999	39.999920000000003	39.919919999999998	17.564737000000001	1082.4730790000001	0.038323000000000003	482.24388699999997	1.179271	3.5435810000000001	534.14361099999996	1223.3797970000001	517.90201200000001	560.16878399999996	0.55555600000000005	0.44444400000000001	0	0	150	9.9416139999999995	0	0	40	9.8528470000000006	50	99.374322000000006	10	50	0	100	0.037880999999999998	3.5435810000000001	88.970011999999997	851.81922699999996	-608640.28666500002	29.774311999999998	1082.472289	0.037596999999999998	482.25437299999999	1.1787099999999999	3.5440900000000002	534.13108799999998	1235.5893719999999	560.16682000000003	0.55555600000000005	0.44444400000000001	0	0	150	9.9379869999999997	0	0	40	9.8524729999999998	50	99.376358999999994	10	50	0	100	0.038058000000000002	3.5440900000000002	89	851.94200000000001	-608560.28487800003	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375756	2025-04-30 11:12:35	89	88.610919999999993	6.2000000000000002	6.1972969999999998	39.999920000000003	40.162039999999998	449.71440000000001	1076.7360000000001	0.03703704	478.00920000000002	1.26	3.5789930000000001	1267.067	0.491678	495.68771900000002	18.077259999999999	27.148440000000001	0	1482.8099999999999	139.5461	164.58330000000001	147.91669999999999	347.68520000000001	null	285.43700000000001	931.14949999999999	0	0	null	1.012731	110.9954	10.3588	0	80.902780000000007	-1.238426	1650	820.31290000000001	15.0312	179.3032	0	363.71530000000001	359.72219999999999	347.04860000000002	536.71879999999999	814.58339999999998	827.08339999999998	-4.7265629999999996	0.0034722220000000001	2.6765050000000001	2.7033200000000002	52.143169999999998	56.16319	49.247680000000003	2.0833330000000001	100	8.5190970000000004	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	64.525459999999995	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	854.97109999999998	58.71228	484.85890000000001	0	null	null	null	1.51	null	0	1	0	0	0	434.71957300000003	1	1.326533	-0.14660300000000001	1.1799299999999999	0.00048099999999999998	2.2118199999999999	2.2113390000000002	1.180412	1.26	89	88.970003000000005	6.2000000000000002	6.1970020000000003	39.999920000000003	39.919919999999998	17.938212	1082.8216560000001	0.035771999999999998	478.38467700000001	1.180412	3.6046130000000001	533.84142899999995	1226.2733940000001	513.08655599999997	560.40091900000004	0.55555600000000005	0.44444400000000001	0	0	150	9.928858	0	0	40	9.8536079999999995	50	99.618453000000002	10	50	0	100	0.037883	3.6046130000000001	88.970003000000005	851.81707400000005	-608640.51880199998	30.283708000000001	1082.82087	0.035043999999999999	478.39516099999997	1.1799299999999999	3.6051220000000002	533.82890899999995	1238.61889	560.393237	0.55555600000000005	0.44444400000000001	0	0	150	9.9252210000000005	0	0	40	9.8532869999999999	50	99.620489000000006	10	50	0	100	0.038058000000000002	3.6051220000000002	89	851.94200000000001	-608560.51129499997	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375757	2025-04-30 11:13:05	89	88.809939999999997	6.2000000000000002	6.2026130000000004	39.999920000000003	40.162039999999998	409.21879999999999	1076.7360000000001	0.032986109999999999	478.00920000000002	1.26	3.6579860000000002	1257.962	0.49346000000000001	495.482371	18.69575	27.821179999999998	0	1480.9449999999999	139.5025	164.58330000000001	147.91669999999999	347.33800000000002	null	287.01400000000001	931.14949999999999	0	0	null	1.012731	111.11109999999999	10.402200000000001	0	80.758099999999999	-1.29051	1650	824.14260000000002	15.939450000000001	179.97450000000001	0	363.54169999999999	359.72219999999999	346.70139999999998	536.45830000000001	815.97230000000002	826.73609999999996	-4.68316	0.00057870369999999999	2.7025459999999999	2.6996090000000001	52.143169999999998	55.38194	49.537039999999998	0.1157407	100	8.5190970000000004	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	66.984949999999998	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	854.12490000000003	58.814529999999998	484.2491	0	null	null	null	1.51	null	0	1	0	0	0	435.56458199999997	1	1.3293410000000001	-0.14660300000000001	1.1827380000000001	0.0011609999999999999	2.6536010000000001	2.652441	1.183899	1.26	89	88.970005	6.2000000000000002	6.1970090000000004	39.999920000000003	39.919919999999998	18.620681000000001	1082.8099340000001	0.030356000000000001	481.33472	1.183899	3.68323	533.55132200000003	1229.241438	512.34523000000002	560.69063500000004	0.55555600000000005	0.44444400000000001	0	0	150	9.9017809999999997	0	0	40	9.8559330000000003	50	99.932920999999993	10	50	0	100	0.037881999999999999	3.68323	88.970005	851.81812400000001	-608640.80851700006	30.901805	1082.8091460000001	0.029627000000000001	481.34518000000003	1.1827380000000001	3.6837390000000001	533.53880000000004	1241.522563	560.66994	0.55555600000000005	0.44444400000000001	0	0	150	9.8981349999999999	0	0	40	9.8551590000000004	50	99.934956999999997	10	50	0	100	0.038058000000000002	3.6837390000000001	89	851.94200000000001	-608560.78799800004	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375758	2025-04-30 11:13:35	89	86.895210000000006	6.2000000000000002	6.1989390000000002	39.999920000000003	40.162039999999998	447.34620000000001	1076.7360000000001	0.032986109999999999	475.69439999999997	1.26	3.6701389999999998	1212.2619999999999	0.48345100000000002	495.20235200000002	18.012149999999998	27.452259999999999	0	1482.8099999999999	138.53219999999999	164.4676	147.80090000000001	347.33800000000002	null	288.25900000000001	932.14649999999995	0	0	null	1.012731	111.11109999999999	10.402200000000001	0	80.38194	-1.296297	1650	828.09540000000004	17.23827	178.22919999999999	0	363.54169999999999	359.72219999999999	346.52780000000001	536.1979	816.66669999999999	826.73609999999996	-4.7916670000000003	0.0040509259999999998	2.7025459999999999	2.696094	52.143169999999998	56.307870000000001	49.537039999999998	0.60763889999999998	100	8.53125	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	63.946759999999998	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	860.81709999999998	58.325159999999997	486.58670000000001	0	null	null	null	1.51	null	0	1	0	0	0	434.99945500000001	1	1.3310960000000001	-0.14660300000000001	1.184493	0.000504	2.2228599999999998	2.222356	1.1849970000000001	1.26	89	88.970128000000003	6.2000000000000002	6.1970010000000002	39.999920000000003	39.919919999999998	17.720872	1082.792443	0.029132000000000002	480.54853700000001	1.1849970000000001	3.6953930000000001	533.26437699999997	1230.816024	518.305206	560.73390099999995	0.55555600000000005	0.44444400000000001	0	0	150	9.8956619999999997	0	0	40	9.8566649999999996	50	99.981573999999995	10	50	0	100	0.037886000000000003	3.6953930000000001	88.970128000000003	851.81576099999995	-608640.85178599996	30.125841000000001	1082.7916640000001	0.028400999999999999	480.55904700000002	1.184493	3.6959059999999999	533.25191400000006	1243.2209929999999	560.72940200000005	0.55555600000000005	0.44444400000000001	0	0	150	9.8920060000000003	0	0	40	9.8563290000000006	50	99.983622999999994	10	50	0	100	0.038058000000000002	3.6959059999999999	89	851.94200000000001	-608560.84745999996	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375759	2025-04-30 11:14:05	89	88.668660000000003	6.2000000000000002	6.1974619999999998	39.999920000000003	40.162039999999998	450.06959999999998	1076.7360000000001	0.035300930000000001	478.58800000000002	1.26	3.5546880000000001	1277.6289999999999	0.49303200000000003	495.109013	18.218319999999999	27.387149999999998	0	1482.8099999999999	139.0599	164.4676	147.68520000000001	347.45370000000003	null	288.17599999999999	934.1404	0	0	null	1.012731	111.2269	10.402200000000001	0	79.947909999999993	-1.296297	1650	830.33439999999996	15.44966	178.69909999999999	0	363.19450000000001	359.72219999999999	346.52780000000001	536.1979	816.66669999999999	827.08339999999998	-4.600695	0.002314815	2.7025459999999999	2.6976559999999998	52.143169999999998	55.613430000000001	49.305549999999997	0	100	8.506945	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	61.776620000000001	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	854.72720000000004	58.720970000000001	487.16570000000002	0	null	null	null	1.51	null	0	1	0	0	0	436.1943	1	1.332454	-0.14660300000000001	1.185851	0.00047600000000000002	2.2102529999999998	2.2097769999999999	1.186326	1.26	89	88.970200000000006	6.2000000000000002	6.1970159999999996	39.999920000000003	39.919919999999998	14.21011	1082.7657650000001	0.032460000000000003	482.57017500000001	1.186326	3.5800640000000001	533.25843699999996	1229.5754440000001	520.86720000000003	560.29010300000004	0.55555600000000005	0.44444400000000001	0	0	150	9.9122979999999998	0	0	40	9.8575510000000008	50	99.520253999999994	10	50	0	100	0.037885000000000002	3.5800640000000001	88.970200000000006	851.81715699999995	-608640.40798799996	26.528751	1082.7649859999999	0.031730000000000001	482.58073000000002	1.185851	3.580578	533.24599999999998	1241.894084	560.28819199999998	0.55555600000000005	0.44444400000000001	0	0	150	9.9086479999999995	0	0	40	9.8572340000000001	50	99.522310000000004	10	50	0	100	0.038058000000000002	3.580578	89	851.94200000000001	-608560.40625	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375760	2025-04-30 11:14:35	89	89.125720000000001	6.2000000000000002	6.1975619999999996	39.999920000000003	40.162039999999998	414.72469999999998	1077.0830000000001	0.032986109999999999	469.32870000000003	1.26	3.4939239999999998	1232.934	0.495286	494.82899700000002	18.52214	27.365449999999999	0	1482.8099999999999	140.43860000000001	164.3519	147.68520000000001	347.22219999999999	null	288.50799999999998	933.14340000000004	0	0	null	1.012731	111.11109999999999	10.402200000000001	0	80.092590000000001	-1.238426	1650	826.15020000000004	14.89906	181.9213	0	363.19450000000001	359.72219999999999	346.52780000000001	536.97910000000002	818.05560000000003	827.08339999999998	-4.6310770000000003	0.0011574070000000001	2.6938659999999999	2.6992189999999998	52.143169999999998	55.90278	48.755789999999998	0.69444439999999996	100	8.4765630000000005	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	61.487270000000002	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	850.35630000000003	59.02366	484.7319	0	null	null	null	1.51	null	0	1	0	0	0	436.576436	1	1.335161	-0.14660300000000001	1.188558	0.001013	2.5472269999999999	2.546214	1.1895709999999999	1.26	89	88.970236999999997	6.2000000000000002	6.1970169999999998	39.999920000000003	39.919919999999998	13.701703	1083.081052	0.030512999999999998	475.25698899999998	1.1895709999999999	3.519339	534.05897100000004	1230.9551879999999	517.676062	560.03963199999998	0.55555600000000005	0.44444400000000001	0	0	150	9.9025639999999999	0	0	40	9.8597140000000003	50	99.277354000000003	10	50	0	100	0.037885000000000002	3.519339	88.970236999999997	851.81694200000004	-608640.15751799999	26.030868000000002	1083.080275	0.029783	475.26754699999998	1.188558	3.519854	534.04655200000002	1243.284353	560.03736800000001	0.55555600000000005	0.44444400000000001	0	0	150	9.8989150000000006	0	0	40	9.8590389999999992	50	99.279415	10	50	0	100	0.038058000000000002	3.519854	89	851.94200000000001	-608560.15542600001	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375761	2025-04-30 11:15:05	89	90.891540000000006	6.2000000000000002	6.2001030000000004	39.999920000000003	40.162039999999998	458.00290000000001	1077.0830000000001	0.034722219999999998	462.96300000000002	1.26	3.4392360000000002	1233.146	0.50561100000000003	494.41830599999997	17.88194	27.278649999999999	0	1482.8099999999999	140.90280000000001	164.4676	147.68520000000001	347.80090000000001	null	287.18000000000001	933.14340000000004	0	0	null	1.012731	111.2269	10.402200000000001	0	80.352999999999994	-1.2268520000000001	1650	826.05229999999995	16.42268	178.36340000000001	0	363.19450000000001	360.06950000000001	346.52780000000001	538.02080000000001	818.40279999999996	827.08339999999998	-4.7135420000000003	0.0011574070000000001	2.6793979999999999	2.6964839999999999	52.143169999999998	54.542819999999999	48.148150000000001	1.5625	100	8.506945	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	62.355319999999999	5.0899999999999999	1.4199999999999999	11.369999999999999	7.4199999999999999	68.329999999999998	10.92	67.439999999999998	3.5899999999999999	0.29999999999999999	1.96	8099	834.3673	60.193069999999999	479.77980000000002	0	null	null	null	1.51	null	0	1	0	0	0	436.77557300000001	1	1.335629	-0.14660300000000001	1.1890259999999999	0.00040999999999999999	2.1807219999999998	2.1803119999999998	1.1894370000000001	1.26	89	88.970173000000003	6.2000000000000002	6.1970210000000003	39.999920000000003	39.919919999999998	6.5423920000000004	1083.046838	0.031026000000000001	469.10251699999998	1.1894370000000001	3.4648780000000001	535.14526799999999	1225.8650279999999	515.13255400000003	559.82426799999996	0.55555600000000005	0.44444400000000001	0	0	150	9.905132	0	0	40	9.8596240000000002	50	99.059511999999998	10	50	0	100	0.037884000000000001	3.4648780000000001	88.970173000000003	851.81819199999995	-608639.94215200003	18.816694999999999	1083.0460559999999	0.030294999999999999	469.11303800000002	1.1890259999999999	3.4653909999999999	535.13281700000005	1238.1393310000001	559.82239200000004	0.55555600000000005	0.44444400000000001	0	0	150	9.9014749999999996	0	0	40	9.8593510000000002	50	99.061565999999999	10	50	0	100	0.038058000000000002	3.4653909999999999	89	851.94200000000001	-608559.94044999999	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
