979813	2025-04-30 20:17:20	53.347059999999999	59.93515	6.8921739999999998	178.14070000000001	1483.692	9.2052610000000001	37.036029999999997	5.9460189999999997	59.293080000000003	29.798500000000001	2932	17	53.040239999999997	99.422319999999999	0	0.30682870000000001	0	0	0	0	0	0	108.98139999999999	106.3353	37.942419999999998	0	63.156840000000003	2	3000	15	1	1	0	0	0	0	1	0	0	1570.8425999999999	29.445720000000001	55.299610000000001	55.299610000000001	59	59	8.0048910000000006	8.0048910000000006	180.0008	180.0008	1475.8355979999999	9.7837180000000004	37.032395000000001	4.2525380000000004	57.858939999999997	28.969798000000001	2947.6826980000001	16.715430000000001	595.21141599999999	799000	20	20	100	10	5	4.9516200000000001	0	0	100	100	100	5	1	49.976827	58.282969000000001	1	1562.7312280000001	28.259353999999998	-801595.76441199996	1475.8355979999999	9.7837180000000004	37.032395000000001	4.2525380000000004	57.858939999999997	28.969798000000001	2947.6826980000001	16.715430000000001	799000	20	20	100	10	5	4.9516200000000001	0	0	100	100	100	5	1	49.976827	58.282969000000001	1	1562.7312280000001	28.259353999999998	-801595.76441199996	58	45	0	58	55	0	10	8	1	185	180	1	595.21141599999999	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	0	1	1	1	1	1
979814	2025-04-30 20:17:50	53.368690000000001	59.977359999999997	7.0079120000000001	177.80170000000001	1484.616	10.32221	37.064970000000002	6.1630269999999996	59.53172	29.184000000000001	2932	17	53.077660000000002	99.442660000000004	0	0.29103849999999998	0	0	0	0	0	0	109.155	106.3768	37.952719999999999	0	63.262889999999999	2	3000	15	1	1	0	0	0	0	1	0	0	1572.3066710000001	29.461219	55.299610000000001	55.299610000000001	59	59	8.0048910000000006	8.0048910000000006	180.0008	180.0008	1476.87878	9.7822230000000001	37.061335	4.5677960000000004	58.181883999999997	28.721630999999999	2947.2960280000002	16.716401000000001	595.196821	799000	20	20	100	10	5	4.9530669999999999	0	0	100	100	100	5	1	49.97296	58.280639000000001	1	1563.562371	28.274383	-801595.749817	1476.87878	9.7822230000000001	37.061335	4.5677960000000004	58.181883999999997	28.721630999999999	2947.2960280000002	16.716401000000001	799000	20	20	100	10	5	4.9530669999999999	0	0	100	100	100	5	1	49.97296	58.280639000000001	1	1563.562371	28.274383	-801595.749817	58	45	0	58	55	0	10	8	1	185	180	1	595.196821	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	1	1	1	1	0	1
979815	2025-04-30 20:18:20	53.217590000000001	59.949460000000002	7.0947149999999999	177.2647	1483.683	9.6256249999999994	37.296439999999997	5.9026170000000002	59.120199999999997	28.963989999999999	2932	17	52.91516	99.421800000000005	0	0.3024231	0	0	0	0	0	0	109.372	106.48779999999999	38.022779999999997	0	63.428800000000003	2	3000	15	1	1	0	0	0	0	1	0	0	1570.757987	29.515767	55.299610000000001	55.299610000000001	59	59	8.0048910000000006	8.0048910000000006	180.0008	180.0008	1477.890416	9.7976690000000008	37.292805000000001	4.5587020000000003	57.985945999999998	28.634722	2946.9144609999998	16.717362000000001	595.20111399999996	799000	20	20	100	10	5	4.9646400000000002	0	0	100	100	100	5	1	49.969144999999997	58.278331999999999	1	1564.803455	28.296825999999999	-801595.75410999998	1477.890416	9.7976690000000008	37.292805000000001	4.5587020000000003	57.985945999999998	28.634722	2946.9144609999998	16.717362000000001	799000	20	20	100	10	5	4.9646400000000002	0	0	100	100	100	5	1	49.969144999999997	58.278331999999999	1	1564.803455	28.296825999999999	-801595.75410999998	58	45	0	58	55	0	10	8	1	185	180	1	595.20111399999996	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	0	1	1	1	1	1
979816	2025-04-30 20:18:50	53.309440000000002	59.922890000000002	6.9442560000000002	176.95660000000001	1481.9480000000001	9.8790080000000007	37.093899999999998	6.2498300000000002	59.559269999999998	28.050889999999999	2932	17	53.00217	99.421229999999994	0	0.30727310000000002	0	0	0	0	0	0	109.589	106.65009999999999	37.886450000000004	0	63.540140000000001	2	3000	15	1	1	0	0	0	0	1	0	0	1568.099968	29.415051999999999	55.299610000000001	55.299610000000001	59	59	8.0048910000000006	8.0048910000000006	180.0008	180.0008	1478.8237799999999	9.8078380000000003	37.090265000000002	5.4664299999999999	58.905569	28.520160000000001	2946.5353409999998	16.718306999999999	595.14602600000001	799000	20	20	100	10	5	4.9545130000000004	0	0	100	100	100	5	1	49.965353	58.276063999999998	1	1565.3691229999999	28.307054999999998	-799595.69902199996	1478.8237799999999	9.8078380000000003	37.090265000000002	5.4664299999999999	58.905569	28.520160000000001	2946.5353409999998	16.718306999999999	799000	20	20	100	10	5	4.9545130000000004	0	0	100	100	100	5	1	49.965353	58.276063999999998	1	1565.3691229999999	28.307054999999998	-799595.69902199996	58	45	0	58	55	0	10	8	1	185	180	1	595.14602600000001	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	1	1	1	1	0	1
979817	2025-04-30 20:19:20	53.399830000000001	59.929769999999998	7.1294360000000001	177.26949999999999	1481.373	10.16503	37.151769999999999	6.3800350000000003	59.779859999999999	29.51606	2932	17	53.094119999999997	99.430599999999998	0	0.30570039999999998	0	0	0	0	0	0	109.6324	106.91670000000001	37.866970000000002	0	63.483310000000003	2	3000	15	1	1	0	0	0	0	1	0	0	1569.3513909999999	29.388695999999999	55.299610000000001	55.299610000000001	59	59	8.0048910000000006	8.0000959999999992	180.0008	180.0008	1479.784418	9.9387849999999993	37.148135000000003	6.2585009999999999	59.693074000000003	28.698734999999999	2946.1616359999998	16.719252999999998	595.19080899999994	799000	20	20	100	10	5	4.9574069999999999	0	0	100	100	100	5	1	49.961615999999999	58.273794000000002	1	1566.714514	28.331385000000001	-799595.74380499998	1479.7971439999999	9.9387849999999993	37.148135000000003	6.2585009999999999	59.693074000000003	28.698734999999999	2946.1616359999998	16.719252999999998	799000	20	20	100	10	5	4.9574069999999999	0	0	100	100	100	5	1	49.961615999999999	58.273794000000002	1	1566.7272399999999	28.331614999999999	-799595.74374199996	58	45	0	58	55	0	10	8	1	185	180	1	595.19074599999999	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	0	1	1	1	1	1
979818	2025-04-30 20:19:50	53.298749999999998	59.931269999999998	7.0542069999999999	177.47569999999999	1482.797	9.8002099999999999	37.470050000000001	6.4668380000000001	59.765590000000003	30.198129999999999	2932	17	53.013350000000003	99.460329999999999	0	0.28540339999999997	0	0	0	0	0	0	109.89279999999999	107.2163	37.953429999999997	0	63.453749999999999	2	3000	15	1	1	0	0	0	0	1	0	0	1571.5064050000001	29.484864000000002	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1480.8136890000001	9.9884579999999996	37.466414999999998	7.0503539999999996	60.282021999999998	28.739781000000001	2945.786325	16.720203000000001	595.19535699999994	799000	20	20	100	10	5	4.9733210000000003	0	0	100	100	100	5	1	49.957863000000003	58.271512000000001	1	1568.2482680000001	28.359120000000001	-801595.74835300003	1480.8136890000001	9.9884579999999996	37.466414999999998	7.0503539999999996	60.282021999999998	28.739781000000001	2945.786325	16.720203000000001	799000	20	20	100	10	5	4.9733210000000003	0	0	100	100	100	5	1	49.957863000000003	58.271512000000001	1	1568.2482680000001	28.359120000000001	-801595.74835300003	58	45	0	58	55	0	10	8	1	185	180	1	595.19535699999994	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	1	1	1	1	0	1
979819	2025-04-30 20:20:20	53.362200000000001	59.987609999999997	7.1525840000000001	177.38900000000001	1481.404	10.219099999999999	36.862430000000003	6.3366340000000001	59.698830000000001	29.95269	2932	17	53.066699999999997	99.441649999999996	0	0.29549969999999998	0	0	0	0	0	0	110.0665	107.55889999999999	37.925199999999997	0	63.501280000000001	2	3000	15	1	1	0	0	0	0	1	0	0	1569.4969490000001	29.412147999999998	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1481.577235	10.052816999999999	36.858795000000001	7.4029889999999998	60.627979000000003	28.983537999999999	2945.4113000000002	16.721152	595.15616199999999	799000	20	20	100	10	5	4.9429400000000001	0	0	100	100	100	5	1	49.954113	58.269235000000002	1	1568.530023	28.364215000000002	-801595.70915799995	1481.577235	10.052816999999999	36.858795000000001	7.4029889999999998	60.627979000000003	28.983537999999999	2945.4113000000002	16.721152	799000	20	20	100	10	5	4.9429400000000001	0	0	100	100	100	5	1	49.954113	58.269235000000002	1	1568.530023	28.364215000000002	-801595.70915799995	58	45	0	58	55	0	10	8	1	185	180	1	595.15616199999999	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	0	1	1	1	1	1
979820	2025-04-30 20:20:50	53.36853	59.944220000000001	7.2393869999999998	177.37029999999999	1479.069	9.8104370000000003	37.325380000000003	6.0762239999999998	59.444749999999999	30.10033	2932	17	53.057589999999998	99.420680000000004	0	0.31093280000000001	0	0	0	0	0	0	110.41370000000001	107.8664	37.866070000000001	0	63.534950000000002	2	3000	15	1	1	0	0	0	0	1	0	0	1567.502761	29.371293999999999	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1481.8382349999999	10.089411999999999	37.321745	7.3705319999999999	60.568618000000001	29.193975999999999	2945.036149	16.722100000000001	595.17155700000001	799000	20	20	100	10	5	4.9660869999999999	0	0	100	100	100	5	1	49.950361000000001	58.266959999999997	1	1569.639891	28.384284999999998	-801595.72455299995	1481.8382349999999	10.089411999999999	37.321745	7.3705319999999999	60.568618000000001	29.193975999999999	2945.036149	16.722100000000001	799000	20	20	100	10	5	4.9660869999999999	0	0	100	100	100	5	1	49.950361000000001	58.266959999999997	1	1569.639891	28.384284999999998	-801595.72455299995	58	45	0	58	55	0	10	8	1	185	180	1	595.17155700000001	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	1	1	1	1	0	1
979821	2025-04-30 20:21:20	53.354930000000003	59.942549999999997	7.2451730000000003	177.1559	1477.6849999999999	10.246969999999999	37.498980000000003	6.3800350000000003	59.734969999999997	31.38242	2932	17	53.06353	99.456299999999999	0	0.29141020000000001	0	0	0	0	0	0	110.76090000000001	108.09910000000001	37.92163	0	63.618639999999999	2	3000	15	1	1	0	0	0	0	1	0	0	1568.0630639999999	29.389282000000001	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1481.872507	10.054155	37.495345	7.8257779999999997	60.988157000000001	29.557327000000001	2944.6622699999998	16.723050000000001	595.17492100000004	799000	20	20	100	10	5	4.9747669999999999	0	0	100	100	100	5	1	49.946623000000002	58.264679999999998	1	1570.227938	28.394919000000002	-801595.72791699995	1481.872507	10.054155	37.495345	7.8257779999999997	60.988157000000001	29.557327000000001	2944.6622699999998	16.723050000000001	799000	20	20	100	10	5	4.9747669999999999	0	0	100	100	100	5	1	49.946623000000002	58.264679999999998	1	1570.227938	28.394919000000002	-801595.72791699995	58	45	0	58	55	0	10	8	1	185	180	1	595.17492100000004	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	0	1	1	1	1	1
979822	2025-04-30 20:21:50	53.359920000000002	59.884430000000002	7.3782719999999999	177.58199999999999	1477.2950000000001	10.018470000000001	37.614719999999998	6.0762239999999998	59.436140000000002	30.2286	2932	17	53.055030000000002	99.433350000000004	0	0.30488559999999998	0	0	0	0	0	0	111.0647	108.33759999999999	37.840949999999999	0	63.528889999999997	2	3000	15	1	1	0	0	0	0	1	0	0	1566.441206	29.356138999999999	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1481.5581440000001	10.130326999999999	37.611085000000003	7.6158210000000004	60.769446000000002	29.805195000000001	2944.2883139999999	16.723997000000001	595.17790000000002	799000	20	20	100	10	5	4.9805539999999997	0	0	100	100	100	5	1	49.942883000000002	58.262407000000003	1	1570.3880770000001	28.397815000000001	-801595.73089600005	1481.5581440000001	10.130326999999999	37.611085000000003	7.6158210000000004	60.769446000000002	29.805195000000001	2944.2883139999999	16.723997000000001	799000	20	20	100	10	5	4.9805539999999997	0	0	100	100	100	5	1	49.942883000000002	58.262407000000003	1	1570.3880770000001	28.397815000000001	-801595.73089600005	58	45	0	58	55	0	10	8	1	185	180	1	595.17790000000002	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	1	1	1	1	0	1
979823	2025-04-30 20:22:20	53.33108	59.926670000000001	7.4361410000000001	177.39699999999999	1475.97	9.9109689999999997	37.498980000000003	6.2932319999999997	59.624310000000001	30.239909999999998	2932	17	53.028230000000001	99.436940000000007	0	0.30284729999999999	0	0	0	0	0	0	111.1949	108.5817	37.84986	0	63.603749999999998	2	3000	15	1	1	0	0	0	0	1	0	0	1564.869553	29.342544	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1480.9799619999999	10.103729	37.495345	7.9115549999999999	61.024836000000001	29.815339000000002	2943.9090249999999	16.724965999999998	595.17264699999998	799000	20	20	100	10	5	4.9747669999999999	0	0	100	100	100	5	1	49.93909	58.260081	1	1569.642979	28.384340999999999	-801595.72564299998	1480.9799619999999	10.103729	37.495345	7.9115549999999999	61.024836000000001	29.815339000000002	2943.9090249999999	16.724965999999998	799000	20	20	100	10	5	4.9747669999999999	0	0	100	100	100	5	1	49.93909	58.260081	1	1569.642979	28.384340999999999	-801595.72564299998	58	45	0	58	55	0	10	8	1	185	180	1	595.17264699999998	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	0	1	1	1	1	1
979824	2025-04-30 20:22:50	53.235950000000003	59.939590000000003	7.4708620000000003	177.2527	1474.4760000000001	10.58663	37.643650000000001	6.2498300000000002	59.485779999999998	33.123890000000003	2932	17	52.942349999999998	99.437160000000006	0	0.2935934	0	0	0	0	0	0	111.4987	108.7744	37.962820000000001	0	63.667850000000001	2	3000	15	1	1	0	0	0	0	1	0	0	1567.1232649999999	29.437311999999999	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1480.1421439999999	10.237432999999999	37.640014999999998	7.9452670000000003	60.952131999999999	30.117647999999999	2943.5309139999999	16.725933999999999	595.17506900000001	799000	20	20	100	10	5	4.9820010000000003	0	0	100	100	100	5	1	49.935308999999997	58.257759	1	1569.4292439999999	28.380476000000002	-801595.72806500003	1480.1421439999999	10.237432999999999	37.640014999999998	7.9452670000000003	60.952131999999999	30.117647999999999	2943.5309139999999	16.725933999999999	799000	20	20	100	10	5	4.9820010000000003	0	0	100	100	100	5	1	49.935308999999997	58.257759	1	1569.4292439999999	28.380476000000002	-801595.72806500003	58	45	0	58	55	0	10	8	1	185	180	1	595.17506900000001	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	1	1	1	1	0	1
979825	2025-04-30 20:23:20	53.389789999999998	59.93882	7.3724850000000002	177.7079	1473.6320000000001	9.7615630000000007	37.441110000000002	6.3366340000000001	59.726419999999997	33.353560000000002	2932	17	53.081249999999997	99.428830000000005	0	0.30853589999999997	0	0	0	0	0	0	111.7157	108.9609	37.842120000000001	0	63.573779999999999	2	3000	15	1	1	0	0	0	0	1	0	0	1565.420566	29.320598	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1479.1435980000001	10.194701999999999	37.437474999999999	8.1106259999999999	61.259802000000001	30.496697999999999	2943.1690199999998	16.726861	595.15463699999998	799000	20	20	100	10	5	4.9718739999999997	0	0	100	100	100	5	1	49.931690000000003	58.255533	1	1568.5037170000001	28.363738999999999	-801595.70763299998	1479.1435980000001	10.194701999999999	37.437474999999999	8.1106259999999999	61.259802000000001	30.496697999999999	2943.1690199999998	16.726861	799000	20	20	100	10	5	4.9718739999999997	0	0	100	100	100	5	1	49.931690000000003	58.255533	1	1568.5037170000001	28.363738999999999	-801595.70763299998	58	45	0	58	55	0	10	8	1	185	180	1	595.15463699999998	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	0	1	1	1	1	1
979826	2025-04-30 20:23:50	53.469729999999998	59.985100000000003	7.4940090000000001	177.43289999999999	1471.1389999999999	11.01768	37.643650000000001	6.5536409999999998	60.023380000000003	32.859650000000002	2932	17	53.162610000000001	99.42877	0	0.30712650000000002	0	0	0	0	0	0	111.8459	109.1516	37.760710000000003	0	63.672510000000003	2	3000	15	1	1	0	0	0	0	1	0	0	1563.9530749999999	29.249317000000001	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1478.0032349999999	10.329625999999999	37.640014999999998	8.4069190000000003	61.624437	30.850849	2942.7935069999999	16.727806999999999	595.16111699999999	799000	20	20	100	10	5	4.9820010000000003	0	0	100	100	100	5	1	49.927934999999998	58.253262999999997	1	1568.11573	28.356722999999999	-801595.71411299997	1478.0032349999999	10.329625999999999	37.640014999999998	8.4069190000000003	61.624437	30.850849	2942.7935069999999	16.727806999999999	799000	20	20	100	10	5	4.9820010000000003	0	0	100	100	100	5	1	49.927934999999998	58.253262999999997	1	1568.11573	28.356722999999999	-801595.71411299997	58	45	0	58	55	0	10	8	1	185	180	1	595.16111699999999	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	1	1	1	1	0	1
979827	2025-04-30 20:24:20	27.934640000000002	59.949280000000002	7.4129930000000002	177.03309999999999	1472.181	9.7600269999999991	37.527920000000002	6.3800350000000003	34.31467	33.558500000000002	2932	17	25.555070000000001	91.627260000000007	0	2.3795660000000001	8.3727440000000009	0	0	0	0	0	112.01949999999999	109.36799999999999	78.538589999999999	0	63.808140000000002	2	3000	15	1	1	0	0	0	0	1	0	0	1564.2858229999999	55.998066000000001	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1477.1153260000001	10.307528	37.524284999999999	8.1261810000000008	35.824297999999999	31.351541000000001	2942.72516	16.728066999999999	592.49410999999998	799000	20	20	100	10	5	4.9762139999999997	0	0	100	98.039460000000005	100	5	1	49.927252000000003	58.25264	1	1567.5559659999999	28.346601	-799593.04710600001	1477.1153260000001	10.307528	37.524284999999999	8.1261810000000008	35.824297999999999	31.351541000000001	2942.72516	16.728066999999999	799000	20	20	100	10	5	4.9762139999999997	0	0	100	98.039460000000005	100	5	1	49.927252000000003	58.25264	1	1567.5559659999999	28.346601	-799593.04710600001	58	45	0	58	55	0	10	8	1	185	180	1	592.49410999999998	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	0	1	1	1	1	1
979828	2025-04-30 20:24:50	52.822110000000002	59.962879999999998	7.5287309999999996	177.28039999999999	1468.376	10.600680000000001	37.933	6.3800350000000003	59.202150000000003	31.410150000000002	2932	17	47.456069999999997	89.820869999999999	0	5.3660449999999997	10.179130000000001	0	0	0	0	0	112.1931	109.6129	38.170870000000001	0	63.771740000000001	2	3000	15	1	1	0	0	0	0	1	0	0	1559.69973	29.527403	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0000959999999992	180.0008	180.0008	1475.9337800000001	10.349899000000001	37.929364999999997	8.1521480000000004	60.733953999999997	31.523731000000002	2942.733084	16.72814	595.17626299999995	799000	20	20	100	10	5	4.9964680000000001	0	0	100	100	100	5	1	49.927331000000002	58.252464000000003	1	1567.115585	28.338636999999999	-799595.72925900004	1475.9337800000001	10.349899000000001	37.929364999999997	8.1521480000000004	60.733953999999997	31.523731000000002	2942.733084	16.72814	799000	20	20	100	10	5	4.9964680000000001	0	0	100	100	100	5	1	49.927331000000002	58.252464000000003	1	1567.115585	28.338636999999999	-799595.72925900004	58	45	0	58	55	0	10	8	1	185	180	1	595.17626299999995	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	1	1	1	1	0	1
979829	2025-04-30 20:25:20	53.430459999999997	60.01737	7.4708620000000003	177.26130000000001	1467.136	9.9205500000000004	37.036029999999997	6.2932319999999997	59.723689999999998	31.86806	2932	17	47.975389999999997	89.770219999999995	0	5.4550700000000001	10.22978	0	0	0	0	0	112.2799	109.7856	37.636519999999997	0	63.804160000000003	2	3000	15	1	1	0	0	0	0	1	0	0	1557.071449	29.142018	55.299610000000001	55.299610000000001	59	59	8.0000959999999992	8.0500959999999999	180.0008	180.0008	1474.6427430000001	10.363042	37.032395000000001	8.0861999999999998	61.273296999999999	31.675543000000001	2942.7410580000001	16.728221000000001	595.12217199999998	799000	20	20	100	10	5	4.9516200000000001	0	0	100	100	100	5	1	49.927410999999999	58.252270000000003	1	1564.823443	28.297187999999998	-801595.67516800005	1474.510053	10.363042	37.032395000000001	8.0861999999999998	61.273296999999999	31.675543000000001	2942.7410580000001	16.728221000000001	799000	20	20	100	10	5	4.9516200000000001	0	0	100	100	100	5	1	49.927410999999999	58.252270000000003	1	1564.690752	28.294788	-801595.67450299999	58	45	0	58	55	0	10	8	1	185	180	1	595.12150699999995	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	0	1	1	1	1	1
979830	2025-04-30 20:25:51	53.46837	59.897489999999998	7.5634519999999998	177.0172	1466.5989999999999	10.40307	37.441110000000002	6.2932319999999997	59.761600000000001	32.66187	2932	17	48.001559999999998	89.75179	0	5.4668070000000002	10.24821	0	0	0	0	0	112.58369999999999	109.84699999999999	37.592059999999996	0	63.901260000000001	2	0	0	0	0	0	0	0	0	0	0	0	1558.337383	29.145033000000002	55.299610000000001	55.299610000000001	59	59	8.0500959999999999	8.0500959999999999	180.0008	180.0008	1473.1641440000001	10.379136000000001	37.437474999999999	8.0804159999999996	61.306260000000002	31.921831999999998	2942.7430300000001	16.728318000000002	380.26196099999999	573449.58999999997	5.2683590000000002	20	65.402879999999996	10	3.128126	5	0	0	80.537694999999999	100	64.531298000000007	5	0.41145100000000001	0	0	1	1564.13383	28.284717000000001	-573830.40495700005	1473.1641440000001	10.379136000000001	37.437474999999999	8.0804159999999996	61.306260000000002	31.921831999999998	2942.7430300000001	16.728318000000002	573449.58999999997	5.2683590000000002	20	65.402879999999996	10	3.128126	5	0	0	80.537694999999999	100	64.531298000000007	5	0.41145100000000001	0	0	1	1564.13383	28.284717000000001	-573830.40495700005	0	0	0	0	0	0	0	0	0	0	0	0	380.26196099999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
979831	2025-04-30 20:26:20	53.511389999999999	59.916969999999999	7.5750260000000003	176.95519999999999	1465.9100000000001	9.882206	36.94923	6.2932319999999997	59.804630000000003	32.984299999999998	2932	17	48.089419999999997	89.835949999999997	0	5.4219689999999998	10.16405	0	0	0	0	0	112.6705	109.8494	37.553359999999998	0	63.946350000000002	2	3000	15	1	1	0	0	0	0	1	0	0	1556.8105049999999	29.093067999999999	55.299610000000001	55.299610000000001	59	59	8.0500959999999999	8.1000960000000006	180.0008	180.0008	1472.1005620000001	10.382379	36.945594999999997	8.0491460000000004	61.322608000000002	32.184010999999998	2942.739161	16.728425000000001	595.10310000000004	799000	20	20	100	10	5	4.9472800000000001	0	0	100	100	100	5	1	49.927391999999998	58.251779999999997	1	1562.696226	28.258721000000001	-801595.65609599999	1471.9678710000001	10.382379	36.945594999999997	8.0491460000000004	61.322608000000002	32.184010999999998	2942.739161	16.728425000000001	799000	20	20	100	10	5	4.9472800000000001	0	0	100	100	100	5	1	49.927391999999998	58.251779999999997	1	1562.5635360000001	28.256321	-801595.65543100005	58	45	0	58	55	0	10	8	1	185	180	1	595.10243500000001	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	0	1	1	1	1	1
979832	2025-04-30 20:26:50	53.419049999999999	59.919699999999999	7.5518780000000003	176.9162	1462.365	10.344659999999999	37.296439999999997	6.3800350000000003	59.79909	31.047879999999999	2932	17	48.051119999999997	89.932720000000003	0	5.3679329999999998	10.06729	0	0	0	0	0	113.01779999999999	109.9601	37.501939999999998	0	63.990490000000001	2	3000	15	1	1	0	0	0	0	1	0	0	1552.2429119999999	29.057853000000001	55.299610000000001	55.299610000000001	59	59	8.1000960000000006	8.1500959999999996	180.0008	180.0008	1470.707834	10.382732000000001	37.292805000000001	8.0551139999999997	61.248066000000001	32.153598000000002	2942.731374	16.728545	595.114689	799000	20	20	100	10	5	4.9646400000000002	0	0	100	100	100	5	1	49.927314000000003	58.251491000000001	1	1561.724811	28.241154000000002	-801595.66768499999	1470.5751439999999	10.382732000000001	37.292805000000001	8.0551139999999997	61.248066000000001	32.153598000000002	2942.731374	16.728545	799000	20	20	100	10	5	4.9646400000000002	0	0	100	100	100	5	1	49.927314000000003	58.251491000000001	1	1561.5921209999999	28.238755000000001	-801595.66702000005	58	45	0	58	55	0	10	8	1	185	180	1	595.11402399999997	1760	1460.8	11.4	9	41	38	25	10	75	42	60	20	50	50	1	1	1	1	1	1	0	1
