980567	2025-05-01 02:34:31	28.317170000000001	75.697239999999994	4.7163069999999996	180.94560000000001	1415.5239999999999	9.2600269999999991	40.276679999999999	7.2480669999999998	35.565240000000003	24.38749	3385	5.800001	18.05986	63.85812	0	2.162909	7.646598	0	8.094398	28.495290000000001	0	0	96.308149999999998	94.827799999999996	68.857249999999993	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1501.531201	53.025467999999996	30	30	75	75	4.7163069999999996	4.7663070000000003	180.94560000000001	180.84559999999999	1413.5112469999999	9.7202500000000001	40.286009999999997	7.2743599999999997	35.605212999999999	24.578792	3419.4119150000001	5.3833399999999996	596.91533400000003	796493.29500000004	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91533399999999998	1500.182102	50.006070000000001	-799090.51033399999	1413.5005980000001	9.7131349999999994	40.273045000000003	7.2701250000000002	35.601588	24.582470000000001	3420.6239310000001	5.3743249999999998	796203.29500000004	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91497300000000004	1500.1511620000001	50.005038999999996	-798800.50997300004	30	25	0	73	65	0	8	5	1	180	175	1	596.91497300000003	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980568	2025-05-01 02:35:01	28.324860000000001	75.673090000000002	4.7973229999999996	181.36850000000001	1413.9480000000001	9.8894079999999995	40.710700000000003	7.5518780000000003	35.876739999999998	24.49784	3385	5.800001	18.005089999999999	63.741050000000001	0	2.1168710000000002	7.4951809999999996	0	8.2029029999999992	28.763780000000001	0	0	96.308149999999998	94.907880000000006	68.904669999999996	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1501.2591580000001	53.001468000000003	30	30	75	75	4.7973229999999996	4.8473230000000003	181.36850000000001	181.26849999999999	1413.37852	9.7571159999999999	40.720030000000001	7.5785770000000001	35.917054	24.543144999999999	3420.9960380000002	5.3714079999999997	596.91485599999999	796729.21499999997	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.914856	1500.6148209999999	50.020493999999999	-799326.429856	1413.3678709999999	9.7500009999999993	40.707065	7.5743419999999997	35.913429000000001	24.546824000000001	3419.0012179999999	5.3862519999999998	796439.21499999997	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91544999999999999	1500.583881	50.019463000000002	-799036.43044999999	30	25	0	73	65	0	8	5	1	180	175	1	596.91544999999996	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980569	2025-05-01 02:35:31	28.395890000000001	75.736949999999993	4.8031100000000002	181.58099999999999	1414.2809999999999	9.5700859999999999	40.479230000000001	7.7688860000000002	36.164769999999997	24.698340000000002	3385	5.800001	18.037320000000001	63.773899999999998	0	2.148428	7.570837	0	8.2101360000000003	28.655259999999998	0	0	96.351550000000003	94.991420000000005	68.994169999999997	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1501.172425	52.865834999999997	30	30	75	75	4.8031100000000002	4.85311	181.58099999999999	181.48099999999999	1413.6687930000001	9.6853599999999993	40.48856	7.7954439999999998	36.204977999999997	24.556170999999999	3419.3880399999998	5.3832060000000004	596.91532800000004	796673.15000000002	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91532800000000003	1500.545451	50.018182000000003	-799270.36532800004	1413.658144	9.6782439999999994	40.475594999999998	7.7912090000000003	36.201352999999997	24.559849	3418.1950969999998	5.3920630000000003	796383.15000000002	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91568300000000002	1500.5145110000001	50.017150000000001	-798980.36568299995	30	25	0	73	65	0	8	5	1	180	175	1	596.91568299999994	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980570	2025-05-01 02:36:01	28.388210000000001	75.753230000000002	4.7394550000000004	180.7808	1413.4760000000001	10.072520000000001	40.710700000000003	7.3782719999999999	35.766480000000001	24.260929999999998	3385	5.800001	18.110109999999999	63.677379999999999	0	2.2053970000000001	7.7689779999999997	0	8.0726980000000008	28.553640000000001	0	0	96.43835	95.04298	68.544569999999993	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1500.7333599999999	52.864669999999997	30	30	75	75	4.7394550000000004	4.7894550000000002	180.7808	180.6808	1413.600702	9.7555639999999997	40.720030000000001	7.4050799999999999	35.806916000000001	24.542449000000001	3418.6144199999999	5.3888699999999998	486.91555499999998	796674.95499999996	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91555500000000001	1500.834754	50.027825	-799162.17055499996	1413.5900529999999	9.7484479999999998	40.707065	7.4008459999999996	35.803291000000002	24.546128	3421.2862500000001	5.3689970000000002	796384.95499999996	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91476000000000002	1500.8038140000001	50.026794000000002	-798872.16975999996	30	25	0	73	65	0	8	5	1	180	175	1	486.91476	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980571	2025-05-01 02:36:31	28.82582	75.721249999999998	4.8031100000000002	180.90029999999999	1413.8230000000001	9.5530360000000005	40.94218	7.2480669999999998	36.073889999999999	24.398440000000001	3385	5.800001	18.16367	63.143219999999999	0	2.1554350000000002	7.4812479999999999	0	8.5067140000000006	29.375530000000001	0	0	96.43835	95.091740000000001	67.617199999999997	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1500.9993099999999	52.071348	30	30	75	75	4.8031100000000002	4.85311	180.90029999999999	180.80029999999999	1413.7899749999999	9.6972919999999991	40.951509999999999	7.2769550000000001	36.116114000000003	24.533334	3421.661865	5.365926	596.91463699999997	796945.43000000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91463700000000003	1501.2575629999999	50.041919	-799542.64463700005	1413.7793260000001	9.6901759999999992	40.938544999999998	7.2727199999999996	36.112490000000001	24.537012000000001	3420.8248349999999	5.3721699999999997	796655.43000000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91488700000000001	1501.226623	50.040886999999998	-799252.64488699997	30	25	0	73	65	0	8	5	1	180	175	1	596.91488700000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980572	2025-05-01 02:37:01	28.131969999999999	75.651790000000005	4.7857500000000002	181.96420000000001	1412.0899999999999	9.5118329999999993	40.68177	7.3348699999999996	35.569560000000003	24.269839999999999	3385	5.800001	18.045950000000001	64.139380000000003	0	2.1305109999999998	7.5505040000000001	0	8.05823	28.310120000000001	0	0	96.525149999999996	95.135900000000007	69.175160000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1498.7579740000001	53.275969000000003	30	30	75	75	4.7857500000000002	4.83575	181.96420000000001	181.86420000000001	1413.6428840000001	9.7192310000000006	40.691099999999999	7.3597539999999997	35.608358000000003	24.53866	3421.1997240000001	5.3691459999999998	596.91476599999999	796433.06999999995	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91476599999999997	1500.799205	50.02664	-799030.284766	1413.632235	9.712116	40.678134999999997	7.3555190000000001	35.604734000000001	24.542338000000001	3416.7557510000001	5.4021509999999999	796143.06999999995	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91608599999999996	1500.7682649999999	50.025609000000003	-798740.28608600004	30	25	0	73	65	0	8	5	1	180	175	1	596.91608599999995	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980573	2025-05-01 02:37:31	28.23724	75.667789999999997	4.8378310000000004	181.79859999999999	1412.5070000000001	9.8026649999999993	40.623899999999999	7.5952799999999998	35.832520000000002	24.63203	3385	5.800001	18.026230000000002	63.73706	0	2.1527759999999998	7.6044229999999997	0	8.05823	28.65851	0	0	96.43835	95.222589999999997	68.729879999999994	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1499.752765	53.112583000000001	30	30	75	75	4.8378310000000004	4.8878310000000003	181.79859999999999	181.6986	1413.54252	9.7229189999999992	40.633229999999998	7.6149199999999997	35.866849000000002	24.533062000000001	3417.1560589999999	5.399051	596.91596200000004	796759.71499999997	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91596200000000005	1500.6216999999999	50.020722999999997	-799356.93096200004	1413.5318709999999	9.7158040000000003	40.620265000000003	7.6106860000000003	35.863225	24.536740000000002	3417.4068219999999	5.3971970000000002	796469.71499999997	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91588800000000004	1500.59076	50.019691999999999	-799066.93088799994	30	25	0	73	65	0	8	5	1	180	175	1	596.915888	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980574	2025-05-01 02:38:01	28.214179999999999	75.697640000000007	4.8320449999999999	181.63900000000001	1415.1679999999999	9.6674690000000005	40.94218	7.5952799999999998	35.809460000000001	24.425329999999999	3385	5.800001	18.01126	63.63541	0	2.1085259999999999	7.4534859999999998	0	8.094398	28.911110000000001	0	0	96.525149999999996	95.223089999999999	68.877660000000006	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1502.485633	53.252854999999997	30	30	75	75	4.8320449999999999	4.8820449999999997	181.63900000000001	181.53899999999999	1413.899975	9.7635489999999994	40.951509999999999	7.6157690000000002	35.844538	24.515274999999999	3417.7781190000001	5.3941800000000004	596.91576699999996	796794.625	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.915767	1501.4157620000001	50.047192000000003	-799391.84076699999	1413.889326	9.7564340000000005	40.938544999999998	7.6115349999999999	35.840913	24.518954000000001	3418.0058789999998	5.3924940000000001	796504.625	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91569999999999996	1501.384822	50.046160999999998	-799101.84069999994	30	25	0	73	65	0	8	5	1	180	175	1	596.91570000000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980575	2025-05-01 02:38:31	28.392430000000001	75.695959999999999	4.768389	182.0583	1414.1669999999999	9.7394029999999994	41.086849999999998	7.3782719999999999	35.770699999999998	24.326630000000002	3385	5.800001	18.016850000000002	63.331530000000001	0	2.1148009999999999	7.4024900000000002	0	8.2607719999999993	29.265979999999999	0	0	96.43835	95.265540000000001	68.509129999999999	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1501.6459379999999	52.888953999999998	30	30	75	75	4.768389	4.8183889999999998	182.0583	181.95830000000001	1413.9030660000001	9.7364630000000005	41.096179999999997	7.4001460000000003	35.806995000000001	24.487518999999999	3418.3794640000001	5.3894880000000001	596.91557999999998	796308.625	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91557999999999995	1501.5520819999999	50.051735999999998	-798905.84057999996	1413.8924159999999	9.7293479999999999	41.083215000000003	7.395912	35.803370999999999	24.491198000000001	3416.3945490000001	5.4041870000000003	796018.625	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91616699999999995	1501.5211420000001	50.050705000000001	-798615.84116700001	30	25	0	73	65	0	8	5	1	180	175	1	596.91616699999997	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980576	2025-05-01 02:39:01	28.41921	75.650729999999996	4.7857500000000002	181.7347	1414.5150000000001	9.5012910000000002	40.797499999999999	7.5952799999999998	36.014490000000002	24.143820000000002	3385	5.800001	18.0063	63.313070000000003	0	2.159373	7.5695829999999997	0	8.2535380000000007	29.117349999999998	0	0	96.43835	95.270439999999994	68.382180000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1501.1968609999999	52.823314000000003	30	30	75	75	4.7857500000000002	4.83575	181.7347	181.63470000000001	1413.989975	9.7316850000000006	40.806829999999998	7.6140340000000002	36.048136	24.430405	3416.793267	5.4009900000000002	596.91603999999995	796524.87	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91603999999999997	1501.2009430000001	50.040030999999999	-799122.08603999997	1413.9793259999999	9.7245690000000007	40.793864999999997	7.6097999999999999	36.044511999999997	24.434083000000001	3417.648142	5.3946639999999997	796234.87	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91578700000000002	1501.170003	50.039000000000001	-798832.08578700002	30	25	0	73	65	0	8	5	1	180	175	1	596.91578700000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980577	2025-05-01 02:39:31	28.283609999999999	75.658990000000003	4.7741759999999998	182.1139	1416.6949999999999	9.6013020000000004	40.566029999999998	7.6386810000000001	35.922289999999997	24.23415	3385	5.800001	17.984500000000001	63.613239999999998	0	2.117909	7.4886189999999999	0	8.1812020000000008	28.898140000000001	0	0	96.43835	95.267650000000003	69.029039999999995	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1503.2662909999999	53.149732	30	30	75	75	4.7741759999999998	4.8241759999999996	182.1139	182.01390000000001	1414.3235199999999	9.6661009999999994	40.575360000000003	7.6556889999999997	35.954447000000002	24.417054	3418.026965	5.391743	596.91566999999998	796315.31999999995	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91566999999999998	1501.1546430000001	50.038488000000001	-798912.53567000001	1414.3128710000001	9.6589860000000005	40.562395000000002	7.6514550000000003	35.950823999999997	24.420732000000001	3416.1946699999999	5.4053060000000004	796025.31999999995	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91621200000000003	1501.123703	50.037457000000003	-798622.53621199995	30	25	0	73	65	0	8	5	1	180	175	1	596.91621199999997	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980578	2025-05-01 02:40:01	28.261500000000002	75.695369999999997	4.7568149999999996	181.755	1411.0650000000001	9.6295640000000002	40.189880000000002	7.2046650000000003	35.466160000000002	24.195350000000001	3385	5.800001	18.018689999999999	63.804900000000004	0	2.1050080000000002	7.4626349999999997	0	8.1378000000000004	28.73245	0	0	96.43835	95.266530000000003	68.952669999999998	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1497.1367580000001	52.974426999999999	30	30	75	75	4.7568149999999996	4.8068150000000003	181.755	181.655	1413.918156	9.6996059999999993	40.199210000000001	7.2205110000000001	35.497337999999999	24.399585999999999	3416.558309	5.4023700000000003	596.91609500000004	796372.07499999995	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91609499999999999	1500.2763219999999	50.009211000000001	-798969.29109499999	1413.9075069999999	9.6924910000000004	40.186245	7.2162769999999998	35.493713999999997	24.403265000000001	3417.548389	5.3950459999999998	796082.07499999995	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.915802	1500.2453820000001	50.008178999999998	-798679.29080199997	30	25	0	73	65	0	8	5	1	180	175	1	596.91580199999999	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980579	2025-05-01 02:40:31	28.44905	75.682720000000003	4.7973229999999996	181.79910000000001	1414.576	10.10252	40.768569999999997	7.5518780000000003	36.000929999999997	24.281770000000002	3385	5.800001	17.971080000000001	63.09742	0	2.1665730000000001	7.6090600000000004	0	8.3114059999999998	29.293520000000001	0	0	96.611959999999996	95.223519999999994	68.382459999999995	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1501.959431	52.794713000000002	30	30	75	75	4.7973229999999996	4.8473230000000003	181.79910000000001	181.69909999999999	1413.9752470000001	9.7189619999999994	40.777900000000002	7.567374	36.031816999999997	24.379943999999998	3417.950742	5.3918619999999997	486.91567400000002	796556.97499999998	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91567399999999999	1501.0854220000001	50.036180999999999	-799044.19067399995	1413.964598	9.7118459999999995	40.764935000000001	7.5631399999999998	36.028193000000002	24.383621999999999	3417.3998470000001	5.3959460000000004	796266.97499999998	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91583800000000004	1501.0544829999999	50.035148999999997	-798754.19083800004	30	25	0	73	65	0	8	5	1	180	175	1	486.91583800000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980580	2025-05-01 02:41:01	28.398409999999998	75.699389999999994	4.8320449999999999	181.47200000000001	1412.0719999999999	9.1125179999999997	40.074150000000003	7.5518780000000003	35.950290000000003	24.793620000000001	3385	5.800001	18.015460000000001	63.267119999999998	0	2.1294140000000001	7.4912169999999998	0	8.2535380000000007	29.24166	0	0	96.655360000000002	95.223119999999994	68.459990000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1498.074533	52.752057000000001	30	30	75	75	4.8320449999999999	4.8820449999999997	181.47200000000001	181.37200000000001	1413.7744290000001	9.6773930000000004	40.083480000000002	7.5675600000000003	35.981340000000003	24.388604999999998	3417.7714259999998	5.3929239999999998	596.91571699999997	796861.42500000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.915717	1499.948952	49.998297999999998	-799458.640717	1413.76378	9.6702779999999997	40.070515	7.563326	35.977716000000001	24.392284	3418.6395680000001	5.3864879999999999	796571.42500000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91546000000000005	1499.9180120000001	49.997267000000001	-799168.64046000002	30	25	0	73	65	0	8	5	1	180	175	1	596.91546000000005	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980581	2025-05-01 02:41:31	28.193860000000001	75.680070000000001	4.7741759999999998	181.54660000000001	1414.2570000000001	10.43586	40.623899999999999	7.4650749999999997	35.658940000000001	24.412769999999998	3385	5.800001	17.981030000000001	63.848979999999997	0	2.103971	7.4626450000000002	0	8.1088660000000008	28.688369999999999	0	0	96.828959999999995	95.266270000000006	69.119590000000002	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1501.9167	53.271056000000002	30	30	75	75	4.7741759999999998	4.8241759999999996	181.54660000000001	181.44659999999999	1413.845429	9.710172	40.633229999999998	7.4784259999999998	35.687992999999999	24.402408999999999	3419.0191970000001	5.3835119999999996	486.91534000000001	796542.23999999999	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91534000000000004	1500.781209	50.026040000000002	-799029.45533999999	1413.8347799999999	9.7030560000000001	40.620265000000003	7.4741920000000004	35.684368999999997	24.406088	3418.351905	5.3884670000000003	796252.23999999999	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91553899999999999	1500.7502689999999	50.025008999999997	-798739.45553899999	30	25	0	73	65	0	8	5	1	180	175	1	486.91553900000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980582	2025-05-01 02:42:01	28.34948	75.649559999999994	4.7741759999999998	181.2336	1412.808	9.1312719999999992	40.68177	7.5952799999999998	35.944760000000002	24.170629999999999	3385	5.800001	18.047370000000001	63.470739999999999	0	2.1643129999999999	7.6494949999999999	0	8.1378000000000004	28.879770000000001	0	0	96.872370000000004	95.27807	68.489779999999996	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1498.9962029999999	52.875615000000003	30	30	75	75	4.7741759999999998	4.8241759999999996	181.2336	181.1336	1413.753156	9.6715680000000006	40.691099999999999	7.606916	35.972309000000003	24.381699000000001	3418.7612559999998	5.3853179999999998	596.91541299999994	796667.43999999994	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91541300000000003	1500.704853	50.023494999999997	-799264.65541300003	1413.7425069999999	9.6644520000000007	40.678134999999997	7.6026829999999999	35.968685000000001	24.385377999999999	3419.575284	5.3792730000000004	796377.43999999994	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91517099999999996	1500.6739130000001	50.022463999999999	-798974.65517100005	30	25	0	73	65	0	8	5	1	180	175	1	596.91517099999999	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
