1010205	2025-04-30 01:13:16	91.900270000000006	100	22.69904	221.52180000000001	2882.7910000000002	20.954000000000001	29.825579999999999	32.758479999999999	124.6588	0.55554049999999999	2866	20	205.7236	75.416679999999999	75.439999999999998	82.063519999999997	82	13.80137	13.800000000000001	15.017749999999999	15	2.918615	2.6822180000000002	3	2.7599999999999998	80	22.771370000000001	-1.149735	43.44135	51.792580000000001	73.590590000000006	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8053889999999999	3102.261344	33.756824999999999	92	92	47	47.009988	22.69904	22.649039999999999	221.869	221.66900000000001	2880.67778	21.513044000000001	30.017914999999999	36.230581999999998	127.455107	0.50378100000000003	2871.5772069999998	21.044753	188.01795999999999	19.996611000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	49.715772000000001	58.173147999999998	1	70.495509999999996	0	-0.92000000000000004	1	0	null	null	0	-802537.30104100006	2881.4460239999999	20.986746	30.011467	32.901935000000002	124.96907299999999	0.63464500000000001	2845.7087660000002	21.483067999999999	188.27017699999999	19.99277	20	100	0	10	5	0	0	0	100	100	0	0	1	49.457087999999999	57.910159	1	70.432456000000002	0	-0.92000000000000004	1	0	null	null	0	-802536.71247300005	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.38104099999998	535.79247299999997	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1010206	2025-04-30 01:13:46	91.99888	100	22.583300000000001	221.34819999999999	2883.875	19.948530000000002	30.172789999999999	32.21116	124.20999999999999	0.55554049999999999	2866	20	180.63749999999999	75.557119999999998	75.439999999999998	82.138210000000001	82	13.75953	13.800000000000001	14.945819999999999	15	2.9158590000000002	2.6822180000000002	3	2.7599999999999998	80	22.293949999999999	-1.1433709999999999	43.449390000000001	51.792580000000001	73.368380000000002	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8561179999999999	3085.1711559999999	33.534877000000002	92	92	47	47.009988	22.583300000000001	22.533300000000001	221.34819999999999	221.1482	2880.6988710000001	21.441870000000002	30.014758	36.095477000000002	127.46886000000001	0.50378100000000003	2854.313224	21.339825000000001	185.06665100000001	19.996506	20	100	0	10	5	0	0	0	100	100	0	0	1	49.543132	57.996105	1	71.233337000000006	0	-0.92000000000000004	1	0	null	null	0	-802537.68908000004	2881.4671149999999	20.915372999999999	30.008310000000002	32.765605000000001	124.982088	0.63464500000000001	2866.3967670000002	21.127279999999999	185.31886700000001	19.992664000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	49.663967999999997	58.123632000000001	1	71.170282999999998	0	-0.92000000000000004	1	0	null	null	0	-802537.87054699997	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.76908000000003	536.95054700000003	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1010207	2025-04-30 01:14:16	91.739819999999995	100	22.308420000000002	220.21969999999999	2879.6680000000001	19.667000000000002	30.346399999999999	32.400370000000002	124.14019999999999	0.55878930000000004	2866	20	182.2867	75.310209999999998	75.439999999999998	82.090990000000005	82	13.747389999999999	13.800000000000001	14.98518	15	2.9237190000000002	2.6822180000000002	3	2.7599999999999998	80	22.366289999999999	-1.2643169999999999	43.442929999999997	51.792580000000001	73.701710000000006	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8314439999999998	3082.4127760000001	33.599508	92	92	47	47.009988	22.308420000000002	22.258420000000001	220.21969999999999	220.0197	2880.7948710000001	21.342590000000001	30.046323999999998	35.992088000000003	127.25796200000001	0.50407599999999997	2874.929588	20.981594999999999	184.679979	19.996026000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	49.749296000000001	58.211042999999997	1	71.330005	0	-0.92000000000000004	1	0	null	null	0	-802538.20637000003	2881.5631149999999	20.816027999999999	30.039876	32.661813000000002	124.770948	0.63494099999999998	2911.0237299999999	20.346595000000001	184.93219500000001	19.992184000000002	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.592042999999997	1	71.266951000000006	0	-0.92000000000000004	1	0	null	null	0	-802538.77117900003	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.28637000000003	537.851179	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1010208	2025-04-30 01:14:46	92.059610000000006	100	22.930510000000002	222.65020000000001	2885.3510000000001	20.10941	29.756129999999999	32.938020000000002	124.99760000000001	0.55554060000000005	2866	20	162.4956	75.492869999999996	75.439999999999998	82.003219999999999	82	13.884510000000001	13.800000000000001	15.08381	15	2.912868	2.6822180000000002	3	2.7599999999999998	80	23.07518	-1.277047	43.43188	51.792580000000001	73.553560000000004	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7949350000000002	3072.5235440000001	33.375369999999997	92	92	47	47.009988	22.930510000000002	22.880510000000001	222.65020000000001	222.4502	2880.744416	21.299771	29.998975999999999	36.077126	127.14123600000001	0.50407599999999997	2919.7288570000001	20.206032	181.64186900000001	19.996278	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.676380999999999	1	72.089533000000003	0	-0.92000000000000004	1	0	null	null	0	-802539.68219099997	2881.5126599999999	20.773330999999999	29.992528	32.747608999999997	124.654678	0.63494099999999998	2814.6210900000001	22.011039	181.89408599999999	19.992436999999999	20	100	0	10	5	0	0	0	100	100	0	0	1	49.146211000000001	57.593376999999997	1	72.026478999999995	0	-0.92000000000000004	1	0	null	null	0	-802537.67850299994	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	538.76219100000003	536.75850300000002	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1010209	2025-04-30 01:15:16	91.24906	100	22.35182	220.5669	2883.518	21.074660000000002	30.207509999999999	33.13946	124.38849999999999	0.55554049999999999	2866	20	202.85910000000001	75.023520000000005	75.439999999999998	82.218320000000006	82	13.54332	13.800000000000001	14.842129999999999	15	2.9394439999999999	2.6822180000000002	3	2.7599999999999998	80	22.6267	-1.277047	43.446460000000002	51.792580000000001	73.701710000000006	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7534869999999998	3101.6918479999999	33.991494000000003	92	92	47	47.009988	22.35182	22.301819999999999	220.5669	220.36689999999999	2880.8291429999999	21.308658999999999	30.011602	36.141398000000002	127.182157	0.50407599999999997	2823.1660230000002	21.866178999999999	182.78609700000001	19.995854000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	49.231659999999998	57.680292999999999	1	71.803476000000003	0	-0.92000000000000004	1	0	null	null	0	-802537.631283	2881.5973880000001	20.781976	30.005154000000001	32.810384999999997	124.694698	0.63493999999999995	2897.3412450000001	20.588051	183.03831299999999	19.992013	20	100	0	10	5	0	0	0	100	100	0	0	1	49.973412000000003	58.447169000000002	1	71.740421999999995	0	-0.92000000000000004	1	0	null	null	0	-802539.07301699999	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.71128299999998	538.15301699999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1010210	2025-04-30 01:15:46	91.894649999999999	100	22.510960000000001	221.69540000000001	2880.3820000000001	21.31597	29.895019999999999	32.068109999999997	123.9628	0.55554049999999999	2866	20	196.78290000000001	75.440029999999993	75.439999999999998	82.03519	82	13.772399999999999	13.800000000000001	15.047929999999999	15	2.9167709999999998	2.6822180000000002	3	2.7599999999999998	80	22.510960000000001	-1.3916269999999999	43.449269999999999	51.792580000000001	73.405410000000003	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8656090000000001	3093.5545699999998	33.664141999999998	92	92	47	47.009988	22.510960000000001	22.46096	221.69540000000001	221.49539999999999	2880.9823249999999	21.339347	29.995819000000001	36.101944000000003	127.011471	0.50407599999999997	2906.0223259999998	20.445136999999999	184.61686	19.995087999999999	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.532918000000002	1	71.345785000000006	0	-0.92000000000000004	1	0	null	null	0	-802538.79379100003	2881.7505700000002	20.812404000000001	29.989370999999998	32.769336000000003	124.52305200000001	0.63493999999999995	2852.6780359999998	21.364270999999999	184.869077	19.991247000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	49.526780000000002	57.981437	1	71.282730999999998	0	-0.92000000000000004	1	0	null	null	0	-802537.70219600003	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.87379099999998	536.782196	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1010211	2025-04-30 01:16:16	92.052239999999998	100	22.69904	220.82730000000001	2877.8110000000001	21.718160000000001	29.825579999999999	32.768000000000001	124.8202	0.55554049999999999	2866	20	214.31710000000001	75.522689999999997	75.439999999999998	82.023169999999993	82	13.847329999999999	13.800000000000001	15.06415	15	2.9125800000000002	2.6822180000000002	3	2.7599999999999998	80	22.69904	-1.4552830000000001	43.443359999999998	51.792580000000001	73.664670000000001	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8092109999999999	3103.9128689999998	33.719037	92	92	47	47.009988	22.69904	22.649039999999999	220.82730000000001	220.62729999999999	2880.8609620000002	21.36131	29.986350000000002	36.173234000000001	127.038495	0.50407599999999997	2861.317865	21.219349999999999	187.142042	19.995695000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	49.613179000000002	58.068390000000001	1	70.714489	0	-0.92000000000000004	1	0	null	null	0	-802537.31175300002	2881.6292060000001	20.834371000000001	29.979901999999999	32.840645000000002	124.550087	0.63493999999999995	2887.1632869999999	20.767524000000002	187.39425800000001	19.991854	20	100	0	10	5	0	0	0	100	100	0	0	1	49.871633000000003	58.339486000000001	1	70.651435000000006	0	-0.92000000000000004	1	0	null	null	0	-802537.77440800006	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.39175299999999	536.85440800000003	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1010212	2025-04-30 01:16:46	92.067880000000002	100	22.366289999999999	222.21619999999999	2876.085	20.47138	30.242229999999999	32.314959999999999	124.3828	0.55554049999999999	2866	20	177.25210000000001	75.437749999999994	75.439999999999998	81.957599999999999	82	13.94791	13.800000000000001	15.12954	15	2.9127540000000001	2.6822180000000002	3	2.7599999999999998	80	22.366289999999999	-1.277047	43.454079999999998	51.792580000000001	73.664670000000001	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8490790000000001	3075.23711	33.401845999999999	92	92	47	47.009988	22.366289999999999	22.316289999999999	222.21619999999999	222.0162	2880.3175980000001	21.367346000000001	30.005288	36.089637000000003	127.061193	0.50407599999999997	2895.8428279999998	20.625997999999999	186.565979	19.998411999999998	20	100	0	10	5	0	0	0	100	100	0	0	1	49.958427999999998	58.424401000000003	1	70.858504999999994	0	-0.92000000000000004	1	0	null	null	0	-802538.15974699997	2881.085842	20.840257000000001	29.998840000000001	32.756129999999999	124.572233	0.63493999999999995	2832.0584709999998	21.717381	186.818195	19.994571000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	49.320585000000001	57.769570999999999	1	70.795451	0	-0.92000000000000004	1	0	null	null	0	-802536.800178	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.23974699999997	535.880178	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010213	2025-04-30 01:17:16	91.796109999999999	100	22.52543	221.08770000000001	2872.7269999999999	20.47138	30.103349999999999	31.506820000000001	123.30289999999999	0.55554049999999999	2866	20	172.6516	75.35351	75.439999999999998	82.115570000000005	82	13.760389999999999	13.800000000000001	14.96087	15	2.9234529999999999	2.6822180000000002	3	2.7599999999999998	80	22.52543	-1.2324889999999999	43.445869999999999	51.792580000000001	73.516530000000003	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.9135309999999999	3068.2148229999998	33.424236000000001	92	92	47	47.009988	22.52543	22.525158000000001	221.08770000000001	220.8877	2879.395771	21.322106000000002	30.046323000000001	35.870432000000001	126.91512	0.50407599999999997	2840.6200159999999	21.573767	183.38582400000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.406199999999998	57.855739999999997	1	71.653543999999997	0	-0.92000000000000004	1	0	null	null	0	-802537.83548400004	2880.0212969999998	20.794858000000001	30.039874999999999	32.535944999999998	124.425569	0.63493999999999995	2876.8612469999998	20.947161000000001	183.63803999999999	19.999894000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	49.768611999999997	58.231704000000001	1	71.590490000000003	0	-0.92000000000000004	1	0	null	null	0	-802538.51069999998	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.91548399999999	537.59069999999997	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010214	2025-04-30 01:17:46	91.878839999999997	100	22.380759999999999	222.21619999999999	2878.3159999999998	20.149629999999998	30.103349999999999	32.167180000000002	124.04600000000001	0.56045500000000004	2866	20	206.07079999999999	75.510829999999999	75.439999999999998	82.2042	82	13.685779999999999	13.800000000000001	14.87571	15	2.9199790000000001	2.6822180000000002	3	2.7599999999999998	80	22.380759999999999	-1.277047	43.441740000000003	51.792580000000001	73.331339999999997	28.326779999999999	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8562910000000001	3098.2757179999999	33.721319000000001	92	92	47	47.009988	22.380759999999999	22.380759999999999	222.21619999999999	222.0162	2878.596188	21.216411000000001	30.046323000000001	35.861955999999999	126.758126	0.50452300000000005	2885.474307	20.80613	186.97632400000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.854742999999999	58.316322	1	70.755919000000006	0	-0.92000000000000004	1	0	null	null	0	-802537.84698399995	2879.2209330000001	20.689202000000002	30.039874999999999	32.527709000000002	124.268721	0.63538700000000004	2832.0017809999999	21.717798999999999	187.22854000000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.320017999999997	57.769320999999998	1	70.692864999999998	0	-0.92000000000000004	1	0	null	null	0	-802536.70220399997	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.92698399999995	535.78220399999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010215	2025-04-30 01:18:16	91.939030000000002	100	22.120349999999998	221.869	2883.1109999999999	20.310500000000001	30.068629999999999	31.75414	123.6932	0.55554060000000005	2866	20	180.11660000000001	75.468140000000005	75.439999999999998	82.055009999999996	82	13.78867	13.800000000000001	15.02805	15	2.9168319999999999	2.6822180000000002	3	2.7599999999999998	80	22.120349999999998	-1.2133910000000001	43.431139999999999	51.792580000000001	73.701710000000006	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.89534	3083.9601790000002	33.543536000000003	92	92	47	47.009988	22.120349999999998	22.120349999999998	221.869	221.66900000000001	2879.1203700000001	21.117626000000001	30.068418000000001	35.743979000000003	126.64192799999999	0.50452300000000005	2840.6415109999998	21.575655999999999	187.07890599999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.406415000000003	57.854605999999997	1	70.730273999999994	0	-0.92000000000000004	1	0	null	null	0	-802536.911295	2879.7451150000002	20.590409999999999	30.061969999999999	32.409686000000001	124.152494	0.63538700000000004	2845.8346729999998	21.482106000000002	187.33112199999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.458347000000003	57.910736	1	70.66722	0	-0.92000000000000004	1	0	null	null	0	-802536.95630199998	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	535.99129500000004	536.03630199999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010216	2025-04-30 01:18:46	91.929580000000001	100	22.236090000000001	220.0461	2881.9560000000001	20.551819999999999	30.276949999999999	32.11703	124.0466	0.55554049999999999	2866	20	200.42859999999999	75.496799999999993	75.439999999999998	82.104230000000001	82	13.75056	13.800000000000001	14.97898	15	2.9166799999999999	2.6822180000000002	3	2.7599999999999998	80	22.236090000000001	-1.1242730000000001	43.438450000000003	51.792580000000001	73.479479999999995	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8623310000000002	3098.2704480000002	33.702649999999998	92	92	47	47.009920000000001	22.236090000000001	22.236090000000001	220.0461	220.00004799999999	2879.4810889999999	21.073955000000002	30.107847	35.640630000000002	126.621927	0.58094999999999997	2848.285946	21.444067	186.750486	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.482858999999998	57.93356	1	70.812379000000007	0	-0.92000000000000004	1	0	null	null	0	-802537.14879799995	2879.669206	20.553737000000002	30.103003999999999	32.350673	124.165944	0.63538700000000004	2917.986586	20.224312999999999	186.84975800000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.665412000000003	1	70.787559999999999	0	-0.92000000000000004	1	0	null	null	0	-802538.37297200004	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.22879799999998	537.45297200000005	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010217	2025-04-30 01:19:16	92.003469999999993	100	22.554369999999999	221.869	2877.1799999999998	20.511600000000001	29.721409999999999	31.719370000000001	123.72280000000001	0.55554049999999999	2866	20	174.9084	75.426029999999997	75.439999999999998	82.015469999999993	82	13.89522	13.800000000000001	15.069050000000001	15	2.915365	2.6822180000000002	3	2.7599999999999998	80	22.554369999999999	-1.2133910000000001	43.438899999999997	51.792580000000001	72.923940000000002	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.9005450000000002	3073.58131	33.407232	92	92	47	47.009988	22.554369999999999	22.554369999999999	221.869	221.66900000000001	2878.435825	21.132209	30.068417	35.640681999999998	126.472787	0.50452300000000005	2926.6542209999998	20.081956000000002	186.07671500000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.750826000000004	1	70.980821000000006	0	-0.92000000000000004	1	0	null	null	0	-802538.651648	2879.0605700000001	20.604987000000001	30.061969000000001	32.306356999999998	123.983334	0.63538700000000004	2845.8492590000001	21.481995000000001	186.32893100000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.458492999999997	57.910803000000001	1	70.917766999999998	0	-0.92000000000000004	1	0	null	null	0	-802537.20706299995	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.73164799999995	536.28706299999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010218	2025-04-30 01:19:46	91.647589999999994	100	22.727969999999999	219.26490000000001	2871.1419999999998	21.155100000000001	29.825579999999999	32.790750000000003	124.4383	0.55554049999999999	2866	20	179.4222	75.267399999999995	75.439999999999998	82.223240000000004	82	13.69797	13.800000000000001	14.84787	15	2.928766	2.6822180000000002	3	2.7599999999999998	80	22.727969999999999	-1.296144	43.447380000000003	51.792580000000001	72.998019999999997	28.326779999999999	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7949220000000001	3071.331756	33.512411999999998	92	92	47	47.009867999999997	22.727969999999999	22.727969999999999	219.26490000000001	219.4649	2878.7947650000001	21.251207999999998	30.016925000000001	35.573030000000003	126.404258	0.702708	2838.6464219999998	21.617346000000001	186.213391	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.386463999999997	57.829591999999998	1	70.946652	0	-0.92000000000000004	1	0	null	null	0	-802358.71604199999	2878.2854790000001	20.739370000000001	30.014621999999999	32.336168000000001	123.988389	0.63509199999999999	2948.7309489999998	19.674271000000001	186.068522	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.995438	1	70.982870000000005	0	-0.92000000000000004	1	0	null	null	0	-802293.86497400003	799821.63333300001	799754.96666699997	96	92	1	55	47	1	32	22	1	225	220	1	536.16270899999995	537.97830699999997	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010219	2025-04-30 01:20:16	91.813370000000006	100	22.207149999999999	219.78569999999999	2874.2429999999999	21.074660000000002	30.068629999999999	31.933119999999999	123.7465	0.55554049999999999	2866	20	193.5711	75.466350000000006	75.439999999999998	82.168790000000001	82	13.6648	13.800000000000001	14.91109	15	2.9200029999999999	2.6822180000000002	3	2.7599999999999998	80	22.207149999999999	-1.4043589999999999	43.451880000000003	51.792580000000001	72.923940000000002	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8751769999999999	3085.3019909999998	33.604059999999997	92	92	47	47.009967000000003	22.207149999999999	22.207149999999999	219.78569999999999	219.98570000000001	2877.784373	21.343247999999999	30.045377999999999	35.508848999999998	126.498678	0.70239300000000005	2941.5652329999998	19.808153999999998	189.037902	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.915107999999996	1	70.240523999999994	0	-0.92000000000000004	1	0	null	null	0	-802533.30896499997	2877.2756599999998	20.826430999999999	30.043030999999999	32.240462999999998	124.05910799999999	0.63509199999999999	2928.3113079999998	20.041166	188.89356699999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.775300999999999	1	70.276607999999996	0	-0.92000000000000004	1	0	null	null	0	-802466.53857500001	799995.23333299998	799928.56666699995	96	92	1	55	47	1	32	22	1	225	220	1	537.15563199999997	537.05190900000002	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010220	2025-04-30 01:20:46	92.019270000000006	100	22.35182	221.0009	2871.7339999999999	19.948530000000002	30.276949999999999	32.571640000000002	124.5909	0.55561700000000003	2866	20	175.42930000000001	75.562119999999993	75.439999999999998	82.093770000000006	82	13.774929999999999	13.800000000000001	14.994249999999999	15	2.9118659999999998	2.6822180000000002	3	2.7599999999999998	80	22.35182	-1.4234549999999999	43.458019999999998	51.792580000000001	73.109120000000004	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.825135	3069.4046079999998	33.356107000000002	92	92	47	47.009988	22.35182	22.401820000000001	221.0009	220.80090000000001	2875.7231320000001	21.251536000000002	30.055792	35.524771000000001	126.640432	0.50423399999999996	2936.9125880000001	19.897009000000001	186.14773299999999	20	20	100	0	9.9984660000000005	5	0	0	0	100	100	0	0	1	50	58.861795000000001	1	70.963066999999995	0	-0.92000000000000004	1	0	null	null	0	-802538.74332699995	2876.2043880000001	20.724157999999999	30.049344000000001	32.189489999999999	124.150403	0.63509899999999997	2880.3449430000001	20.886980000000001	186.39994899999999	20	20	100	0	9.9996709999999993	5	0	0	0	100	100	0	0	1	49.803449000000001	58.267811999999999	1	70.900013000000001	0	-0.92000000000000004	1	0	null	null	0	-802537.89094499999	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.82332699999995	536.97094500000003	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010221	2025-04-30 01:21:16	91.96651	100	22.510960000000001	220.5669	2869.5030000000002	21.155100000000001	30.207509999999999	32.284439999999996	124.2509	0.55554049999999999	2866	20	176.7313	75.459180000000003	75.439999999999998	82.060569999999998	82	13.825100000000001	13.800000000000001	15.02378	15	2.9155389999999999	2.6822180000000002	3	2.7599999999999998	80	22.510960000000001	-1.340703	43.451779999999999	51.792580000000001	73.294300000000007	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.848633	3068.475786	33.365143000000003	92	92	47	47.009988	22.510960000000001	22.560960000000001	220.5669	220.36689999999999	2874.734132	21.236498999999998	30.084199999999999	35.541829	126.731414	0.50423399999999996	2888.9454430000001	20.741669000000002	184.32486	20	20	100	0	9.9962929999999997	5	0	0	0	100	100	0	0	1	49.889454000000001	58.354998999999999	1	71.418785	0	-0.92000000000000004	1	0	null	null	0	-802538.579532	2875.2153880000001	20.709073	30.077752	32.206252999999997	124.241208	0.63509899999999997	2897.5463129999998	20.586410999999998	184.577077	20	20	100	0	9.9974980000000002	5	0	0	0	100	100	0	0	1	49.975462999999998	58.448154000000002	1	71.355731000000006	0	-0.92000000000000004	1	0	null	null	0	-802538.69684600004	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.65953200000001	537.77684599999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010222	2025-04-30 01:21:46	92.126000000000005	100	22.236090000000001	221.26140000000001	2874.8429999999998	21.557289999999998	30.242229999999999	33.433799999999998	125.5598	0.55554049999999999	2866	20	174.56120000000001	75.552040000000005	75.439999999999998	82.045379999999994	82	13.89174	13.800000000000001	15.041700000000001	15	2.9128039999999999	2.6822180000000002	3	2.7599999999999998	80	22.236090000000001	-1.187929	43.43956	51.792580000000001	73.183199999999999	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7554750000000001	3072.4486449999999	33.350504999999998	92	92	47	47.009988	22.236090000000001	22.286090000000002	221.26140000000001	221.06139999999999	2874.4643139999998	21.221551000000002	30.122077000000001	35.600302999999997	126.98206500000001	0.50423399999999996	2906.1307270000002	20.443078	180.710688	20	20	100	0	9.9969780000000004	5	0	0	0	100	100	0	0	1	50	58.534153000000003	1	72.322327999999999	0	-0.92000000000000004	1	0	null	null	0	-802539.77345900005	2874.9455699999999	20.694087	30.115628999999998	32.264493000000002	124.491719	0.63509899999999997	2870.0344909999999	21.066179999999999	180.96290400000001	20	20	100	0	9.9981829999999992	5	0	0	0	100	100	0	0	1	49.700344999999999	58.160291999999998	1	72.259274000000005	0	-0.92000000000000004	1	0	null	null	0	-802539.03809399996	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	538.85345900000004	538.11809400000004	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010223	2025-04-30 01:22:16	92.007549999999995	100	22.134820000000001	219.95930000000001	2879.6869999999999	21.195319999999999	30.172789999999999	32.436480000000003	124.47790000000001	0.55554049999999999	2866	20	201.12299999999999	75.578749999999999	75.439999999999998	82.113720000000001	82	13.7805	13.800000000000001	14.97204	15	2.9141370000000002	2.6822180000000002	3	2.7599999999999998	80	22.134820000000001	-1.1051770000000001	43.444580000000002	51.792580000000001	73.294300000000007	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8365450000000001	3096.5616909999999	33.655517000000003	92	92	47	47.009970000000003	22.134820000000001	22.134820000000001	219.95930000000001	220.000032	2875.330504	21.281813	30.113294	35.576194000000001	127.0814	0.62348199999999998	2869.0946119999999	21.088674000000001	183.11945399999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.690945999999997	58.146796000000002	1	71.720136999999994	0	-0.92000000000000004	1	0	null	null	0	-802538.47787800001	2875.2730240000001	20.761081999999998	30.109317000000001	32.283009999999997	124.623087	0.63509899999999997	2921.4994069999998	20.162775	183.13298599999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.702334999999998	1	71.716753999999995	0	-0.92000000000000004	1	0	null	null	0	-802525.77242199995	800000	799986.43333300005	96	92	1	55	47	1	32	22	1	225	220	1	537.55787799999996	538.41908799999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
