1009083	2025-04-29 15:51:59	89.973420000000004	100	23.031780000000001	221.435	2895.2849999999999	18.58109	30.068629999999999	26.927379999999999	116.9194	0.55612059999999996	2866	23	178.2938	74.803730000000002	74.700000000000003	83.109350000000006	83	15.16624	15.300000000000001	16.887339999999998	17	0	0.0034384609999999999	0	0	80	22.858180000000001	-0.98423190000000005	43.416310000000003	51.792580000000001	74.627600000000001	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3413360000000001	3094.1006120000002	34.389052	90	90.099999999999994	48	48.033593000000003	23.031780000000001	22.981780000000001	222.9974	222.79740000000001	2897.899641	21.62857	30.04616	43.400649999999999	129.98270099999999	0.45202100000000001	2958.779235	18.995705000000001	174.511347	19.910502000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.402577000000001	1	73.872163	0	-0.90100000000000002	0	0	null	null	0	-799908.73014600005	2899.039115	19.487162999999999	30.027248	29.756062	119.29056	0.64461400000000002	2903.330379	20.006450999999998	174.886695	19.904803999999999	20	100	0	10	5	0	0	0	100	99.822640000000007	0	0	1	50	58.796129000000001	1	73.778326000000007	0	-0.90000000000000002	0	0	null	null	0	-799874.53523299994	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	541.16247899999996	540.30190000000005	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009084	2025-04-29 15:52:29	90.018439999999998	100	23.32113	223.51820000000001	2899.6529999999998	18.701750000000001	29.825579999999999	25.99023	116.009	0.56397759999999997	2866	23	195.30719999999999	74.729990000000001	74.700000000000003	83.015940000000001	83	15.28561	15.300000000000001	16.980460000000001	17	0	0.003139808	0	0	80	23.292190000000002	-1.0287900000000001	43.423839999999998	51.792580000000001	74.627600000000001	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.463549	3110.5547069999998	34.554639000000002	90	90.099999999999994	48	48.036293999999998	23.32113	23.271129999999999	222.73699999999999	222.53700000000001	2897.9262180000001	21.670165999999998	30.012629	43.794696000000002	129.98139499999999	0.44398199999999999	2911.4938109999998	19.872274000000001	175.443693	19.910368999999999	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.876635999999998	1	73.639077	0	-0.90100000000000002	0	0	null	null	0	-799907.97068000003	2899.0813880000001	19.454810999999999	29.992528	29.674669999999999	118.903744	0.64517500000000005	2913.4588560000002	19.820135000000001	175.83364	19.904592999999998	20	100	0	10	5	0	0	0	100	99.725936000000004	0	0	1	50	58.907919	1	73.541589999999999	0	-0.90000000000000002	0	0	null	null	0	-799874.313371	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	540.40301399999998	540.08003799999994	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009085	2025-04-29 15:52:59	90.025890000000004	100	22.670100000000001	223.2578	2899.5259999999998	18.78219	29.756129999999999	26.644770000000001	116.6707	0.56147480000000005	2866	23	173.5196	74.780010000000004	74.700000000000003	83.044169999999994	83	15.243539999999999	15.300000000000001	16.952839999999998	17	0	0.002344872	0	0	80	22.944980000000001	-1.009693	43.430129999999998	51.821510000000004	74.442419999999998	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3787449999999999	3094.2826599999999	34.371031000000002	90	90.099999999999994	48	48.036678999999999	22.670100000000001	22.620100000000001	221.435	221.23500000000001	2898.723254	21.633012999999998	29.937042000000002	43.795788999999999	129.999301	0.44280799999999998	2921.6313279999999	19.682252999999999	174.79453100000001	19.906383999999999	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.990648	1	73.801366999999999	0	-0.90100000000000002	0	0	null	null	0	-799908.24232700001	2899.8806599999998	19.407225	29.916771000000001	29.608681000000001	118.867234	0.64522800000000002	2964.1261559999998	18.874738000000001	175.18655799999999	19.900597000000001	20	100	0	10	5	0	0	0	100	99.716808999999998	0	0	1	50	59.475157000000003	1	73.703360000000004	0	-0.90000000000000002	0	0	null	null	0	-799875.02925599995	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	540.67466100000001	540.79592300000002	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009086	2025-04-29 15:53:29	89.989170000000001	100	23.24879	224.8203	2891.7959999999998	19.144159999999999	29.825579999999999	26.201889999999999	116.2051	0.56053249999999999	2866	23	179.68260000000001	74.698499999999996	74.700000000000003	82.995249999999999	83	15.30428	15.300000000000001	17.00412	17	0	0.00046998660000000002	0	0	80	23.219860000000001	-1.0860810000000001	43.429769999999998	51.792580000000001	74.664640000000006	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.434453	3091.3730660000001	34.352722999999997	90	90.099999999999994	48	48.038738000000002	23.24879	23.198789999999999	223.08420000000001	222.88419999999999	2897.7955579999998	21.709292000000001	29.912697999999999	44.015186999999997	130.00079600000001	0.43426700000000001	2972.5570130000001	18.739014000000001	176.66149899999999	19.911021999999999	20	100	0	10	5	0	0	0	99.999801000000005	100	0	0	1	50	59.556592000000002	1	73.334625000000003	0	-0.90100000000000002	0	0	null	null	0	-799908.34541199997	2898.9649330000002	19.427921999999999	29.891518999999999	29.470668	118.57889	0.64324400000000004	2899.89633	20.068860999999998	177.06465800000001	19.905175	20	100	0	10	5	0	0	0	100	99.644722000000002	0	0	1	49.998963000000003	58.758682999999998	1	73.233834999999999	0	-0.90000000000000002	0	0	null	null	0	-799873.77471300005	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	540.77774599999998	539.54138	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009087	2025-04-29 15:53:59	90.087559999999996	100	23.68281	222.65020000000001	2904.087	19.98875	29.999179999999999	27.253029999999999	117.34059999999999	0.5590813	2866	23	163.624	74.714680000000001	74.700000000000003	82.943849999999998	83	15.37213	15.300000000000001	17.055119999999999	17	0	0.0007549236	0	0	80	23.68281	-1.137005	43.429859999999998	51.792580000000001	74.442419999999998	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3055979999999998	3092.5280200000002	34.328024999999997	90	90.099999999999994	48	48.038193	23.68281	23.632809999999999	222.65020000000001	222.4502	2898.63609	21.844894	29.912457	43.913831999999999	129.99230800000001	0.43491999999999997	2908.2670520000001	19.932479000000001	177.10635400000001	19.90682	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.840513000000001	1	73.223410999999999	0	-0.90100000000000002	0	0	null	null	0	-799907.51358999999	2899.8022970000002	19.578092000000002	29.891518999999999	29.463011000000002	118.646456	0.64216099999999998	2916.903632	19.757218999999999	177.50656699999999	19.900988999999999	20	100	0	10	5	0	0	0	100	99.661614	0	0	1	50	58.945667999999998	1	73.123357999999996	0	-0.90000000000000002	0	0	null	null	0	-799873.86496300006	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	539.94592299999999	539.63162899999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009088	2025-04-29 15:54:29	90.021159999999995	100	23.364529999999998	221.78219999999999	2898.7869999999998	19.948530000000002	30.207509999999999	26.91179	116.93300000000001	0.55790410000000001	2866	23	169.35300000000001	74.738699999999994	74.700000000000003	83.060910000000007	83	15.281510000000001	15.300000000000001	16.938320000000001	17	0	0.00094239539999999998	0	0	80	23.364529999999998	-1.2324889999999999	43.423659999999998	51.792580000000001	74.442419999999998	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3450449999999998	3091.845832	34.345768	90	90.099999999999994	48	48.038473000000003	23.364529999999998	23.314530000000001	221.34819999999999	221.1482	2898.3842810000001	21.903486999999998	29.947302000000001	44.000745000000002	129.99109799999999	0.43210799999999999	2925.1821169999998	19.617979999999999	175.71598700000001	19.908079000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.029212000000001	1	73.571003000000005	0	-0.90100000000000002	0	0	null	null	0	-799908.05148699996	2899.552115	19.629244	29.92624	29.502058000000002	118.606358	0.64024099999999995	2967.5319180000001	18.810635000000001	176.11771300000001	19.902239000000002	20	100	0	10	5	0	0	0	100	99.651589000000001	0	0	1	50	59.513618999999998	1	73.470572000000004	0	-0.90000000000000002	0	0	null	null	0	-799874.77135299996	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	540.48382000000004	540.53801999999996	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009089	2025-04-29 15:54:59	90.093609999999998	100	22.988379999999999	219.69890000000001	2904.8400000000001	20.390940000000001	29.825579999999999	26.677990000000001	116.77160000000001	0.57377069999999997	2866	23	212.6678	74.709760000000003	74.700000000000003	82.952659999999995	83	15.38199	15.300000000000001	17.04496	17	0	0.001853391	0	0	80	22.988379999999999	-1.4998419999999999	43.411810000000003	51.792580000000001	74.294280000000001	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3770760000000002	3129.1968959999999	34.732728999999999	90	90.099999999999994	48	48.038882999999998	22.988379999999999	22.938379999999999	219.69890000000001	219.8989	2899.6814140000001	22.062923000000001	29.933921999999999	43.886507999999999	129.997184	0.62730799999999998	2960.4773989999999	18.967839999999999	175.952358	19.901592999999998	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.419296000000003	1	73.511910999999998	0	-0.90100000000000002	0	0	null	null	0	-799874.67601299996	2899.7181150000001	19.782225	29.916771000000001	29.346344999999999	118.578959	0.63876100000000002	3030.9379319999998	17.585574999999999	175.95988600000001	19.901409000000001	20	100	0	10	5	0	0	0	100	99.644739999999999	0	0	1	50	60	1	73.510029000000003	0	-0.90000000000000002	0	0	null	null	0	-799774.92284500005	799332.96666699997	799232.96666699997	96	92	1	55	47	1	32	22	1	225	220	1	540.80834700000003	541.05617800000005	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009090	2025-04-29 15:55:29	90.461879999999994	100	22.944980000000001	221.34819999999999	2898.0999999999999	21.31597	30.068629999999999	27.33344	117.7953	0.56129879999999999	2866	23	204.94239999999999	74.828059999999994	74.700000000000003	82.729759999999999	83	15.63331	15.300000000000001	17.270029999999998	17	0	0.00050539270000000004	0	0	80	22.944980000000001	-1.5316700000000001	43.414749999999998	51.792580000000001	74.146129999999999	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3095680000000001	3117.626174	34.463425000000001	90	90.099999999999994	48	48.036451999999997	22.944980000000001	22.89498	221.34819999999999	221.1482	2897.866027	22.130984999999999	29.955881000000002	43.545529999999999	129.98191800000001	0.43752099999999999	3039.1803620000001	17.446798000000001	178.75712999999999	19.91067	20	100	0	10	5	0	0	0	100	100	0	0	1	50	60	1	72.810717999999994	0	-0.90100000000000002	0	0	null	null	0	-799908.26486400003	2899.0221150000002	19.910900000000002	29.93571	29.395181999999998	118.880028	0.63921799999999995	2967.63922	18.809628	179.147931	19.904889000000001	20	100	0	10	5	0	0	0	100	99.720006999999995	0	0	1	50	59.514223000000001	1	72.713016999999994	0	-0.90000000000000002	0	0	null	null	0	-799874.08547000005	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	540.69719699999996	539.85213699999997	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009091	2025-04-29 15:55:59	89.938320000000004	100	23.07518	222.303	2890.2489999999998	19.586559999999999	29.860299999999999	26.74699	116.6853	0.57015340000000003	2866	23	214.14349999999999	74.739279999999994	74.700000000000003	83.119780000000006	83	15.19797	15.300000000000001	16.878799999999998	17	0	0.001065945	0	0	80	22.988379999999999	-1.7417339999999999	43.42801	51.792580000000001	73.960949999999997	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3625590000000001	3115.4398780000001	34.639738000000001	90	90.099999999999994	48	48.036470999999999	23.07518	23.025179999999999	222.303	222.10300000000001	2897.273639	22.116275999999999	29.959046000000001	43.446826000000001	129.983913	0.43878400000000001	2975.8151790000002	18.674128	182.86834099999999	19.913632	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.595523	1	71.782915000000003	0	-0.90100000000000002	0	0	null	null	0	-799906.83545699995	2898.429842	19.895081999999999	29.938866999999998	29.289474999999999	118.876803	0.64054500000000003	2930.5218329999998	19.505963999999999	183.25924900000001	19.907851000000001	20	100	0	10	5	0	0	0	100	99.719200999999998	0	0	1	50	59.096420999999999	1	71.685187999999997	0	-0.90000000000000002	0	0	null	null	0	-799872.64199399995	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	539.26778999999999	538.40866100000005	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009092	2025-04-29 15:56:29	89.881550000000004	100	23.06072	221.78219999999999	2896.7750000000001	20.310500000000001	29.895019999999999	26.598279999999999	116.5179	0.58698839999999997	2866	23	161.88800000000001	74.627430000000004	74.700000000000003	83.005110000000002	83	15.28848	15.300000000000001	16.991219999999998	17	0	0.0037224129999999999	0	0	80	23.06072	-1.97726	43.425240000000002	51.792580000000001	74.035030000000006	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3792239999999998	3083.8584919999998	34.310250000000003	90	90.099999999999994	48	48.036208000000002	23.06072	23.010719999999999	221.78219999999999	221.5822	2896.7188980000001	22.233226999999999	29.971557000000001	43.340049999999998	129.99763999999999	0.44247399999999998	2938.6628129999999	19.369363	181.315202	19.916405999999998	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.178381999999999	1	72.171199999999999	0	-0.90100000000000002	0	0	null	null	0	-799906.80923599994	2897.8735700000002	20.018972999999999	29.951492999999999	29.227360000000001	118.92693	0.64339400000000002	2950.7616229999999	19.127725999999999	181.70468600000001	19.910632	20	100	0	10	5	0	0	0	100	99.731731999999994	0	0	1	50	59.323365000000003	1	72.073829000000003	0	-0.90000000000000002	0	0	null	null	0	-799873.27289100003	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	539.24157000000002	539.03955800000006	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009093	2025-04-29 15:56:59	90.089680000000001	100	22.568829999999998	217.44200000000001	2902.4059999999999	20.069189999999999	30.033909999999999	26.725359999999998	116.815	0.56429079999999998	2866	23	198.5189	74.761330000000001	74.700000000000003	82.988299999999995	83	15.32587	15.300000000000001	17.009060000000002	17	0	0.0024800009999999999	0	0	80	22.568829999999998	-2.2191510000000001	43.427779999999998	51.792580000000001	74.072059999999993	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3709440000000002	3116.6355450000001	34.594811999999997	90	90.099999999999994	48	48.036946999999998	22.568829999999998	22.518830000000001	217.44200000000001	217.642	2897.7077509999999	22.351213999999999	29.970948	43.405172999999998	129.99150499999999	0.63887700000000003	2943.6903189999998	19.290939999999999	184.674713	19.911460999999999	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.225436000000002	1	71.331322	0	-0.90100000000000002	0	0	null	null	0	-799120.01162799995	2897.7332059999999	20.122147999999999	29.954650000000001	29.197151999999999	118.843126	0.64415800000000001	3116.1272899999999	15.865677	184.67177699999999	19.911334	20	100	0	10	5	0	0	0	100	99.710780999999997	0	0	0.99677499999999997	50	60	1	71.332055999999994	0	-0.90000000000000002	0	0	null	null	0	-799020.517613	798580.66666700004	798480.66666700004	96	92	1	55	47	1	32	22	1	225	220	1	538.44396200000006	538.95094600000004	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1009094	2025-04-29 15:57:29	89.922730000000001	100	22.52543	221.26140000000001	2899.6799999999998	19.546340000000001	30.207509999999999	27.070270000000001	117.05759999999999	0.56000729999999999	2866	23	186.8005	74.680909999999997	74.700000000000003	83.004409999999993	83	15.302440000000001	15.300000000000001	16.99062	17	0	0.0039579810000000002	0	0	80	22.52543	-2.301904	43.423389999999998	51.792580000000001	73.960949999999997	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3218260000000002	3105.4214379999999	34.534331999999999	90	90.099999999999994	48	48.036541	22.52543	22.475429999999999	221.26140000000001	221.06139999999999	2896.9761440000002	22.432867999999999	29.987486000000001	43.378962999999999	129.980457	0.44252999999999998	3124.2895939999999	15.727408	185.05382800000001	19.915119000000001	20	100	0	10	5	0	0	0	100	100	0	0	0.99514199999999997	50	60	1	71.236542999999998	0	-0.90100000000000002	0	0	null	null	0	-799906.68926100002	2898.1327510000001	20.210045999999998	29.967275999999998	29.211082000000001	118.864598	0.64451199999999997	2970.9182030000002	18.746607000000001	185.44511299999999	19.909336	20	100	0	10	5	0	0	0	100	99.716149999999999	0	0	1	50	59.552036000000001	1	71.138722000000001	0	-0.90000000000000002	0	0	null	null	0	-799872.54957699997	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	539.12159399999996	538.31624299999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009095	2025-04-29 15:57:59	90.13879	100	23.07518	221.34819999999999	2899.556	19.34525	29.999179999999999	26.75433	116.9148	0.56923710000000005	2866	23	169.61340000000001	74.883529999999993	74.700000000000003	83.084320000000005	83	15.275550000000001	15.300000000000001	16.914390000000001	17	0	0.001372942	0	0	80	23.07518	-2.5565259999999999	43.420479999999998	51.792580000000001	74.072059999999993	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.369129	3092.1485459999999	34.304304999999999	90	90.099999999999994	48	48.036386	23.07518	23.025179999999999	221.34819999999999	221.1482	2896.9682240000002	22.488339	30.0032	43.428946000000003	129.988516	0.44350000000000001	2979.060794	18.608777	182.718864	19.915158999999999	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.634734000000002	1	71.820284000000001	0	-0.90100000000000002	0	0	null	null	0	-799906.91252100002	2898.1239329999999	20.270759999999999	29.983058	29.294559	118.898978	0.64498999999999995	2967.5573829999998	18.810393000000001	183.10931299999999	19.909379999999999	20	100	0	10	5	0	0	0	100	99.724744000000001	0	0	1	50	59.513764000000002	1	71.722672000000003	0	-0.90000000000000002	0	0	null	null	0	-799873.10389400006	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	539.34485500000005	538.87056099999995	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1009096	2025-04-29 15:58:29	89.982590000000002	100	22.583300000000001	223.08420000000001	2898.453	18.661529999999999	30.033909999999999	27.303879999999999	117.2372	0.55712669999999997	2866	23	171.60990000000001	74.736760000000004	74.700000000000003	83.124319999999997	83	15.195360000000001	15.300000000000001	16.87416	17	0	0.001150435	0	0	80	22.583300000000001	-2.6520100000000002	43.417470000000002	51.792580000000001	73.738740000000007	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.2955969999999999	3092.311185	34.365661000000003	90	90.099999999999994	48	48.039169999999999	22.583300000000001	22.533300000000001	223.08420000000001	222.88419999999999	2896.8545020000001	22.493880999999998	30.029679000000002	43.595047000000001	129.98168000000001	0.43424099999999999	2975.9578929999998	18.674906	182.53020900000001	19.915727	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.595056999999997	1	71.867447999999996	0	-0.90100000000000002	0	0	null	null	0	-799906.91988199996	2898.0263880000002	20.145617000000001	30.008310000000002	28.632124000000001	118.26524499999999	0.644594	2899.9091100000001	20.068747999999999	182.93570399999999	19.909867999999999	20	100	0	10	5	0	0	0	100	99.566310999999999	0	0	1	49.999091	58.758750999999997	1	71.766074000000003	0	-0.90000000000000002	0	0	null	null	0	-799872.23342900001	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	539.352216	538.00009599999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009097	2025-04-29 15:58:59	90.037570000000002	100	22.7135	221.52180000000001	2901.3600000000001	19.90831	29.999179999999999	27.260069999999999	117.29730000000001	0.58212200000000003	2866	23	171.9571	74.741349999999997	74.700000000000003	83.038719999999998	83	15.29505	15.300000000000001	16.960599999999999	17	0	0.00083189229999999998	0	0	80	22.7135	-2.448312	43.42754	51.792580000000001	73.590590000000006	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3029099999999998	3095.903018	34.384568999999999	90	90.099999999999994	48	48.039999999999999	22.7135	22.663499999999999	221.52180000000001	221.3218	2897.7191339999999	22.469957000000001	30.045826000000002	43.090815999999997	129.596936	0.433562	2908.2779810000002	19.929062999999999	181.82340600000001	19.911404000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.842562000000001	1	72.044149000000004	0	-0.90100000000000002	0	0	null	null	0	-799906.34090199997	2898.8958419999999	19.984133	30.024092	27.268656	117.28204599999999	0.64655700000000005	2960.7748929999998	18.938227999999999	182.233386	19.905521	20	100	0	10	5	0	0	0	100	99.320511999999994	0	0	1	50	59.437063000000002	1	71.941654	0	-0.90000000000000002	0	0	null	null	0	-799872.83808200003	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	538.773235	538.60474899999997	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1009098	2025-04-29 15:59:29	89.546520000000001	100	22.583300000000001	223.2578	2905.0239999999999	20.18985	30.103349999999999	27.588010000000001	117.1345	0.55775660000000005	2866	23	183.2415	74.650919999999999	74.700000000000003	83.338459999999998	83	14.8942	15.300000000000001	16.65972	17	0	0.0013931219999999999	0	0	80	22.583300000000001	-2.3846560000000001	43.422649999999997	51.792580000000001	73.923919999999995	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.2458490000000002	3108.194665	34.710389999999997	90	90.099999999999994	48	48.039999999999999	22.583300000000001	22.533300000000001	223.2578	223.05779999999999	2897.8043160000002	22.469753000000001	30.055295999999998	43.002476000000001	129.60357200000001	0.43344100000000002	2969.1868439999998	18.803083000000001	183.60681500000001	19.910978	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.518149999999999	1	71.598296000000005	0	-0.90100000000000002	0	0	null	null	0	-799906.57009399997	2898.9810240000002	19.965468999999999	30.033562	27.06579	117.212277	0.64643700000000004	2892.988578	20.193719999999999	184.016795	19.905094999999999	20	100	0	10	5	0	0	0	100	99.303068999999994	0	0	1	49.929886000000003	58.683768000000001	1	71.495801	0	-0.90000000000000002	0	0	null	null	0	-799871.55095299997	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	539.00242800000001	537.31761900000004	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009099	2025-04-29 15:59:59	89.773769999999999	100	22.916049999999998	223.51820000000001	2902.9740000000002	19.747440000000001	29.721409999999999	27.084389999999999	116.91030000000001	0.55889979999999995	2866	23	198.77930000000001	74.68862	74.700000000000003	83.11891	83	15.13575	15.300000000000001	16.87913	17	0	0.001499104	0	0	80	22.916049999999998	-2.2318820000000001	43.42257	51.792580000000001	73.960949999999997	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.314594	3116.6415310000002	34.716616000000002	90	90.099999999999994	48	48.039999999999999	22.916049999999998	22.866050000000001	223.51820000000001	223.31819999999999	2898.1849520000001	22.450949000000001	30.011105000000001	43.014800000000001	129.61673099999999	0.43353199999999997	2901.51091	20.058354000000001	186.28193300000001	19.909075000000001	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.764988000000002	1	70.929517000000004	0	-0.90100000000000002	0	0	null	null	0	-799905.14615399996	2899.36166	19.946141000000001	29.989370999999998	27.074867000000001	117.223274	0.64652699999999996	2882.7731279999998	20.378978	186.691913	19.903192000000001	20	100	0	10	5	0	0	0	100	99.305819	0	0	1	49.827731	58.572612999999997	1	70.827021999999999	0	-0.90000000000000002	0	0	null	null	0	-799870.66971000005	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	537.578487	536.43637699999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1009100	2025-04-29 16:00:29	90.012360000000001	100	22.568829999999998	220.48009999999999	2901.4760000000001	19.787659999999999	29.860299999999999	27.892659999999999	117.905	0.56967330000000005	2866	23	155.03049999999999	74.776790000000005	74.700000000000003	83.053219999999996	83	15.2334	15.300000000000001	16.944009999999999	17	0	0.0021696739999999999	0	0	80	22.568829999999998	-2.028184	43.4223	51.792580000000001	74.035030000000006	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.2270979999999998	3083.2329629999999	34.253439999999998	90	90.099999999999994	48	48.039999999999999	22.568829999999998	22.518830000000001	220.48009999999999	220.2801	2897.8791339999998	22.396111999999999	30.014261999999999	43.125270999999998	129.758002	0.43315900000000002	2891.095323	20.236740000000001	181.04217800000001	19.910603999999999	20	100	0	10	5	0	0	0	100	100	0	0	1	49.910952999999999	58.657955999999999	1	72.239455000000007	0	-0.90100000000000002	0	0	null	null	0	-799906.26193699997	2899.0558420000002	19.891311000000002	29.992528	27.185382000000001	117.364574	0.64615500000000003	3000.8948409999998	18.170517	181.452158	19.904720999999999	20	100	0	10	5	0	0	0	100	99.341143000000002	0	0	1	50	59.897689999999997	1	72.136960000000002	0	-0.90000000000000002	0	0	null	null	0	-799873.51384799997	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	538.69426999999996	539.28051400000004	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009101	2025-04-29 16:00:59	90.086330000000004	100	22.366289999999999	222.82380000000001	2906.8710000000001	19.34525	30.103349999999999	27.15652	117.24290000000001	0.55556119999999998	2866	23	179.5958	74.706220000000002	74.700000000000003	82.918419999999998	83	15.37682	15.300000000000001	17.077449999999999	17	0	0.0032812459999999998	0	0	80	22.366289999999999	-1.8499479999999999	43.413699999999999	51.792580000000001	74.109099999999998	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.3172999999999999	3107.0201459999998	34.489362999999997	90	90.099999999999994	48	48.039999999999999	22.366289999999999	22.316289999999999	222.82380000000001	222.62379999999999	2898.6764979999998	22.217269999999999	30.017417999999999	43.111204000000001	129.81431699999999	0.43263800000000002	3009.4310959999998	18.033048000000001	178.737942	19.906618000000002	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.980170999999999	1	72.815515000000005	0	-0.90100000000000002	0	0	null	null	0	-799908.24513599998	2899.8532059999998	19.712782000000001	29.995684000000001	27.173259999999999	117.422185	0.64563300000000001	2910.0579149999999	19.882555	179.14792199999999	19.900734	20	100	0	10	5	0	0	0	100	99.355546000000004	0	0	1	50	58.870466999999998	1	72.71302	0	-0.90000000000000002	0	0	null	null	0	-799873.07310000004	799366.66666700004	799333.33333299996	96	92	1	55	47	1	32	22	1	225	220	1	540.67746899999997	538.83976600000005	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
