10586364	2025-05-11 08:30:28	0	0.750718	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.8245096206665038	null	null	8.6990461349487305	null	null	15.112142562866213	null	null	17.939149856567383	null	null	null	null	null	4.836402416229248	null	null	127.09678649902344	null	null	0.032088976353406906	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	1.8132171630859375	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586365	2025-05-11 08:30:58	0	0.756054	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.80650222301483154	null	null	8.7231893539428711	null	null	15.145511627197266	null	null	16.862993240356445	null	null	null	null	null	5.008601188659668	null	null	127.00784301757812	null	null	0.033295858651399612	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	1.8356090784072876	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586366	2025-05-11 08:31:28	0	0.74315500000000001	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.80333024263381947	null	null	8.7078790664672852	null	null	15.092512130737305	null	null	17.317405700683594	null	null	null	null	null	5.0602083206176758	null	null	127.05812072753906	null	null	0.032518371939659119	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	1.9802414178848269	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586367	2025-05-11 08:31:58	0	0.74449299999999996	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.8003191351890564	null	null	8.7359495162963867	null	null	15.127845764160156	null	null	16.997493743896484	null	null	null	null	null	5.1846475601196289	null	null	126.7726593017578	null	null	0.032030943781137466	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	2.0575931072235107	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586368	2025-05-11 08:32:28	0	0.74648999999999999	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.80204492807388306	null	null	8.6929607391357422	null	null	15.137659072875977	null	null	16.783638000488281	null	null	null	null	null	4.9686474800109863	null	null	126.80854034423828	null	null	0.032168690115213394	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	2.0034723281860352	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586369	2025-05-11 08:32:58	0	0.748421	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.81722360849380493	null	null	8.6931571960449219	null	null	15.139621734619141	null	null	16.885519027709961	null	null	null	null	null	4.9862508773803711	null	null	126.844970703125	null	null	0.032226812094449997	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	2.0445384979248047	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586370	2025-05-11 08:33:28	0	0.75504000000000004	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.80129271745681763	null	null	8.6870718002319336	null	null	15.135696411132812	null	null	16.608880996704102	null	null	null	null	null	5.1410412788391113	null	null	126.68518829345705	null	null	0.032915409654378891	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	1.8308430910110471	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586371	2025-05-11 08:33:58	0	0.74619800000000003	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.82596349716186523	null	null	8.6957082748413086	null	null	15.133733749389648	null	null	16.137384414672852	null	null	null	null	null	4.9704465866088867	null	null	126.35938262939452	null	null	0.032535728067159653	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	1.9663147926330569	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586372	2025-05-11 08:34:28	0	0.73670899999999995	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.82256627082824707	null	null	8.7129831314086914	null	null	15.121955871582031	null	null	16.029426574707031	null	null	null	null	null	5.0501327514648438	null	null	126.30107879638672	null	null	0.033017240464687347	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	2.0117733478546143	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586373	2025-05-11 08:34:58	0	0.74665599999999999	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.81464660167694092	null	null	8.7385005950927734	null	null	15.084661483764648	null	null	15.809219360351562	null	null	null	null	null	4.9203438758850098	null	null	126.09719085693359	null	null	0.032807860523462296	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	2.0102996826171875	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586374	2025-05-11 08:35:28	0	0.739259	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.79980063438415516	null	null	8.7406597137451172	null	null	15.131771087646484	null	null	16.018922805786133	null	null	null	null	null	5.2006902694702148	null	null	126.00244903564452	null	null	0.032292574644088745	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	1.804493188858032	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586375	2025-05-11 08:35:58	0	0.75365099999999996	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.81101542711257935	null	null	8.6837348937988281	null	null	15.141586303710938	null	null	15.957100868225098	null	null	null	null	null	5.1115894317626953	null	null	125.88752746582033	null	null	0.032745078206062317	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	2.0718235969543457	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586376	2025-05-11 08:36:28	0	0.74956299999999998	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.8216063380241394	null	null	8.6699943542480469	null	null	15.112142562866213	null	null	16.451414108276367	null	null	null	null	null	5.0913619995117188	null	null	125.94595336914062	null	null	0.031884010881185532	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	1.829481840133667	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586377	2025-05-11 08:36:58	0	0.75587599999999999	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.79579907655715931	null	null	8.686091423034668	null	null	15.10821533203125	null	null	16.568723678588867	null	null	null	null	null	5.0611639022827148	null	null	125.77848815917967	null	null	0.032338354736566544	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	1.9966281652450559	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586378	2025-05-11 08:37:28	0	0.75315900000000002	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.82008844614028931	null	null	8.6582174301147461	null	null	15.110177993774414	null	null	17.451480865478516	null	null	null	null	null	5.3017640113830566	null	null	125.66877746582033	null	null	0.0330207459628582	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	1.8491737842559817	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586379	2025-05-11 08:37:58	0	0.73986700000000005	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.81255698204040527	null	null	8.7104310989379883	null	null	15.10821533203125	null	null	17.26420783996582	null	null	null	null	null	4.7369251251220703	null	null	125.53067016601562	null	null	0.032530531287193298	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	2.1314387321472168	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586380	2025-05-11 08:38:28	0	0.73789899999999997	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.80697369575500477	null	null	8.6803979873657227	null	null	15.118030548095703	null	null	17.651391983032227	null	null	null	null	null	5.0501179695129395	null	null	125.35757446289062	null	null	0.033406909555196762	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	1.8815070390701296	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586381	2025-05-11 08:38:58	0	0.746116	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.81591337919235229	null	null	8.6745100021362305	null	null	15.143548965454102	null	null	17.218305587768555	null	null	null	null	null	5.2476191520690918	null	null	125.32128143310548	null	null	0.033262055367231369	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	2.0344481468200684	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586382	2025-05-11 08:39:28	0	0.744367	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.79817420244216908	null	null	8.6802024841308594	null	null	15.125881195068359	null	null	17.759004592895508	null	null	null	null	null	5.0387067794799805	null	null	125.25319671630859	null	null	0.032216660678386688	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	2.0532975196838379	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586383	2025-05-11 08:39:58	0	0.74093600000000004	null	1610.0070800000001	null	5	null	79	null	515.00885000000005	null	550	null	null	null	null	0.8392506241798402	null	null	8.677454948425293	null	null	15.137659072875977	null	null	18.061614990234375	null	null	null	null	null	5.084043025970459	null	null	125.0168914794922	null	null	0.032023213803768158	null	null	11.699999809265137	11.699999999999999	null	null	5.3054740524005333e-38	null	null	2.0291473865509033	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	490	75	7	1605	480	1	515	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
