10587767	2025-05-11 20:12:57	0	7.1446779999999999	7.169899	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975900000003	541.71490500000004	541.61490500000002	null	-0.17707700000000001	-0.15420800000000001	35.039176940917969	34.862099999999998	34.884968999999998	3.8223822116851807	3.8050480000000002	3.8149350000000002	93.346038818359375	93.445886999999999	93.346039000000005	175.08424377441406	172.782242	172.90118799999999	null	0.31745600000000002	0.274926	7.0015149116516113	7.3189710000000003	7.2764410000000002	204.7984313964844	205.77592799999999	205.73659000000001	0.37252438068389898	0.38287900000000002	0.38176900000000002	11.609999656677246	11.609999999999999	15.578692	15.253371	3906.216064453125	3902.9146620000001	3894.9647920000002	2688.576904296875	2681.2594629999999	2682.2878730000002	-11998581.097588001	-11998481.179138999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7615529999999999	1.7618149999999999	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.057732999999999	24.139071000000001	10	10	10	10	10	10	10	10	10	10	10	10	7.9990500000000004	8	180.81833499999999	180.90088600000001	1	1	1	1	1	0	null	null	-14.507301	-8.9384879999999995	1.5008619999999999	-1.8722270000000001	-12.482341999999999	-7.4098680000000003	0.044500999999999999	-1.0844069999999999	-0.093699000000000005	0.039260999999999997	-0.54513299999999998	-0.27539000000000002	0.51620900000000003	-4.6236379999999997	14.413166	11.609999999999999	-0.043983000000000001	-0.036311000000000003	0.0096410000000000003	0.0030119999999999999	0.013323	0.0030119999999999999	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587768	2025-05-11 20:12:30	0	7.19034	7.1753479999999996	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975800000003	541.71490500000004	541.61490500000002	null	-0.13750499999999999	-0.15670799999999999	35.126270294189453	34.988765000000001	34.969563000000001	3.1304550170898442	3.1288260000000001	3.123008	93.334259033203125	93.274883000000003	93.334259000000003	183.06336975097656	181.064145	180.86118500000001	null	0.24202000000000001	0.266679	6.9425592422485352	7.1845790000000003	7.209238	205.70651245117188	206.601102	206.64255299999999	0.3656231164932251	0.36919099999999999	0.369867	11.609999656677246	11.609999999999999	15.160746	15.520707	3904.720703125	3889.0761659999998	3893.2237260000002	2915.213134765625	2909.6732350000002	2908.8118239999999	-11998581.197534001	-11998481.106257999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.756051	1.7557750000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.162230000000001	24.072230000000001	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.91828100000001	180.82800499999999	1	1	1	1	1	1	null	null	-11.773115000000001	8.6231749999999998	1.8069409999999999	-1.1407389999999999	-11.665265	-6.2851340000000002	0.039845999999999999	-1.06969	0.057242000000000001	0.051033000000000002	-0.55855500000000002	-0.21052299999999999	0.55144599999999999	-4.4125589999999999	14.401695999999999	11.609999999999999	-0.040746999999999998	-0.056204999999999998	0.003052	0.0013829999999999999	0.021888999999999999	0.0013829999999999999	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587769	2025-05-11 20:13:00	0	7.1914300000000004	7.1705589999999999	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975700000004	541.71490500000004	541.61490500000002	null	-0.13350899999999999	-0.15853100000000001	35.015888214111328	34.882379	34.857357	2.6905660629272461	2.6912310000000002	2.683119	93.336227416992188	93.253564999999995	93.336226999999994	184.18630981445312	182.21766099999999	181.97017099999999	null	0.22569700000000001	0.26018599999999997	6.8915472030639648	7.1172440000000003	7.1517340000000003	205.86378479003903	206.74688800000001	206.800209	0.34737709164619446	0.35466300000000001	0.35560599999999998	11.609999656677246	11.609999999999999	15.393632999999999	15.527105000000001	3905.631591796875	3888.0192240000001	3893.9553700000001	2729.94580078125	2724.5848729999998	2723.4625639999999	-11998581.138334	-11998481.103607001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7550790000000001	1.754724	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.104002000000001	24.070630999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.859081	180.825355	1	1	1	1	1	0	null	null	-8.8270359999999997	13.371257	1.9762189999999999	-0.89945799999999998	-3.8327119999999999	-4.5411489999999999	0.039465	-1.0376099999999999	0.18504399999999999	-0.0098110000000000003	-0.56180600000000003	-0.14994299999999999	0.59859200000000001	-4.2178789999999999	14.382410999999999	11.609999999999999	-0.037925	-0.062411000000000001	-0.0060740000000000004	-0.00034000000000000002	0.030547000000000001	-0.00034000000000000002	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587770	2025-05-11 20:14:27	0	7.1716030000000002	7.1641700000000004	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975600000004	541.71490500000004	541.61490500000002	null	-0.14657400000000001	-0.15803	35.120410919189453	34.973837000000003	34.962381000000001	3.8007900714874272	3.7962099999999999	3.7933430000000001	93.300888061523438	93.271452999999994	93.300888	180.02029418945312	177.95167599999999	177.80799099999999	null	0.24801999999999999	0.260042	6.7658185958862305	7.0138379999999998	7.0258599999999998	205.97639465332031	206.87970100000001	206.905967	0.33488297462463379	0.34760600000000003	0.34795599999999999	11.609999656677246	11.609999999999999	15.478921	15.410817	3908.28564453125	3894.7902340000001	3896.6586969999998	2552.74609375	2546.7996539999999	2546.2853799999998	-11998581.10884	-11998481.123754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.754194	1.754019	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.082678000000001	24.099706000000001	10	10	10	10	10	10	10	10	10	10	10	10	7.9927149999999996	7.9917769999999999	180.829587	180.84550200000001	1	1	1	1	1	1	null	null	-6.0976100000000004	40.870139999999999	2.0942539999999998	-0.72693300000000005	-4.9747389999999996	-3.4760080000000002	0.046198999999999997	-1.0137929999999999	-0.074210999999999999	-0.033370999999999998	-0.57731900000000003	-0.11444500000000001	0.64546800000000004	-4.0915160000000004	14.417757	11.609999999999999	-0.035411999999999999	-0.027015999999999998	-0.0086820000000000005	-0.020552000000000001	0.031009999999999999	-0.020552000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587771	2025-05-11 20:14:57	0	7.2393520000000002	7.2143519999999999	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975500000004	541.71490500000004	541.61490500000002	null	-0.131019	-0.15998799999999999	34.883598327636719	34.752578999999997	34.723610999999998	3.0107173919677734	3.0129929999999998	3.0032700000000001	93.271446228027344	93.172426000000002	93.271445999999997	178.44927978515625	176.499686	176.22199900000001	null	0.21265200000000001	0.25405100000000003	6.9872016906738281	7.1998540000000002	7.2412530000000004	206.3770446777344	207.23563100000001	207.29776899999999	0.28352364897727966	0.294346	0.29547800000000002	11.609999656677246	11.609999999999999	15.258673999999999	15.809316000000001	3908.328125	3889.304224	3896.5087739999999	2590.854248046875	2585.6048030000002	2584.3055829999998	-11998581.166618001	-11998481.024499999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7518210000000001	1.7514069999999999	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.137744999999999	24.000070999999998	10	10	10	10	10	10	10	10	10	10	10	10	7.9977989999999997	7.9947699999999999	180.88736499999999	180.74624800000001	1	1	1	1	1	0	null	null	-4.5084070000000001	53.728538999999998	2.2882530000000001	-0.46119399999999999	-2.7299349999999998	0.016268999999999999	0.044388999999999998	-0.95495099999999999	0.18967500000000001	-0.064781000000000005	-0.61918899999999999	-0.084455000000000002	0.69573499999999999	-3.9866239999999999	14.408177999999999	11.609999999999999	-0.033373	-0.0046820000000000004	-0.020634	-0.037677000000000002	0.044296000000000002	-0.037677000000000002	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587772	2025-05-11 20:14:30	0	7.1567780000000001	7.1596580000000003	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975500000004	541.71490500000004	541.61490500000002	null	-0.15810199999999999	-0.159026	34.909408569335938	34.751306999999997	34.750382999999999	3.4272475242614746	3.418641	3.4198	93.198822021484375	93.210227000000003	93.198822000000007	183.82733154296875	181.67050699999999	181.60740799999999	null	0.26281900000000002	0.257604	7.1949930191040039	7.4578119999999997	7.4525969999999999	206.30741882324219	207.22127499999999	207.226688	0.32575607299804688	0.33939599999999998	0.339285	11.609999656677246	11.609999999999999	15.821501	15.324058000000001	3904.649658203125	3894.177306	3892.9248210000001	2537.983154296875	2531.519221	2531.477695	-11998581.018455001	-11998481.142089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7519169999999999	1.7518800000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	23.997025000000001	24.121397999999999	10	10	10	10	10	10	10	10	10	10	10	10	7.9902610000000003	7.9905569999999999	180.73920200000001	180.86383599999999	1	1	1	1	1	1	null	null	-3.1717590000000002	13.800328	2.1882419999999998	0.36121900000000001	-0.771227	2.73746	0.051019000000000002	-0.91690499999999997	-0.058713000000000001	-0.102066	-0.65326099999999998	-0.037046000000000003	0.75719499999999995	-3.8602750000000001	14.462337	11.609999999999999	-0.032236000000000001	0.011483999999999999	-0.0061450000000000003	-0.038210000000000001	0.026426999999999999	-0.038210000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587773	2025-05-11 20:15:00	0	7.1423230000000002	7.1533360000000004	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975400000004	541.71490500000004	541.61490500000002	null	-0.16553300000000001	-0.15800500000000001	34.983448028564453	34.817914999999999	34.825443	2.958111047744751	2.9463279999999998	2.9506640000000002	93.265563964843764	93.309169999999995	93.265563999999998	182.34162902832031	180.12794600000001	180.12951799999999	null	0.27962300000000001	0.26081900000000002	6.6657547950744629	6.9453779999999998	6.9265739999999996	205.1800537109375	206.11345800000001	206.10240899999999	0.37381705641746521	0.38128499999999999	0.38081300000000001	11.609999656677246	11.609999999999999	15.383722000000001	15.239623	3912.720458984375	3904.8018729999999	3901.0959830000002	2782.021728515625	2775.2237810000001	2775.562144	-11998581.145035001	-11998481.180136999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7593019999999999	1.7593760000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.106480000000001	24.142509	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.865782	180.901884	1	1	1	1	1	0	null	null	-1.0702119999999999	-0.74454799999999999	2.2217359999999999	0.643845	-2.4075479999999998	3.9549889999999999	0.059276000000000002	-0.89939199999999997	-0.38458500000000001	-0.0058820000000000001	-0.67659000000000002	0.017757999999999999	0.82680600000000004	-3.7099630000000001	14.484659000000001	11.609999999999999	-0.031985	0.0057819999999999998	0.0040990000000000002	-0.039704000000000003	0.014564000000000001	-0.039704000000000003	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587774	2025-05-11 20:15:30	0	7.16967	7.1525550000000004	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975400000004	541.71490500000004	541.61490500000002	null	-0.13753499999999999	-0.15874199999999999	34.909534454345703	34.771999999999998	34.750793000000002	2.6623001098632812	2.6614990000000001	2.6548530000000001	93.212554931640625	93.144768999999997	93.212554999999995	186.62005615234375	184.62060600000001	184.402308	null	0.23030999999999999	0.258521	6.5968165397644043	6.8271269999999999	6.8553379999999997	204.71083068847656	205.587996	205.634006	0.31014639139175415	0.32308300000000001	0.32386599999999999	11.609999656677246	11.609999999999999	15.134849000000001	15.399497	3914.157958984375	3897.6577459999999	3902.4610699999998	2531.743896484375	2526.2026780000001	2525.251213	-11998581.202907	-11998481.133334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.762805	1.762499	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.168704999999999	24.102536000000001	10	10	10	10	10	10	10	10	10	10	10	10	7.9921439999999997	7.9900469999999997	180.923654	180.85508100000001	1	1	1	1	1	1	null	null	1.3412189999999999	-12.447196	1.6499349999999999	1.1027610000000001	-2.0339990000000001	8.2280270000000009	0.062727000000000005	-0.85687999999999998	0.051045	0.013733	-0.698322	0.087073999999999999	0.89661299999999999	-3.5559219999999998	14.473946	11.609999999999999	-0.032077000000000001	-0.012574999999999999	0.016098999999999999	-0.040342999999999997	0.000116	-0.040342999999999997	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587775	2025-05-11 20:16:57	0	7.1281679999999996	7.1363529999999997	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975400000004	541.71490500000004	541.61490500000002	null	-0.16408600000000001	-0.15956200000000001	34.951053619384766	34.786968000000002	34.791491999999998	3.769972562789917	3.7592949999999998	3.7625250000000001	93.251815795898438	93.284223999999995	93.251816000000005	182.058349609375	179.855738	179.834329	null	0.26807999999999998	0.25400099999999998	6.8081212043762207	7.0762010000000002	7.0621219999999996	203.96247863769531	204.88666000000001	204.88131100000001	0.35109075903892517	0.37249399999999999	0.372143	11.609999656677246	11.609999999999999	15.442564000000001	15.157105	3906.683349609375	3897.7641100000001	3894.9058770000001	2319.16796875	2312.4350890000001	2312.6384480000002	-11998581.107991001	-11998481.179338999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7674810000000001	1.767517	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.091767999999998	24.163139999999999	10	10	10	10	10	10	10	10	10	10	10	10	7.9694880000000001	7.9704290000000002	180.82873799999999	180.90108599999999	1	1	1	1	1	0	null	null	4.362965	-31.392054999999999	1.2707809999999999	1.9405269999999999	-2.6499920000000001	8.1010080000000002	0.067410999999999999	-0.78405999999999998	-0.056057000000000003	-0.013748	-0.70504199999999995	0.164879	0.96523999999999999	-3.3666320000000001	14.484344999999999	11.609999999999999	-0.031592000000000002	0.01192	0.034314999999999998	-0.030535	-0.018438	-0.030535	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587776	2025-05-11 20:17:27	0	7.1422470000000002	7.1353850000000003	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975400000004	541.71490500000004	541.61490500000002	null	-0.148506	-0.159409	35.017745971679688	34.869239999999998	34.858336999999999	3.7256107330322266	3.7208079999999999	3.7181630000000001	93.267517089843764	93.240341999999998	93.267516999999998	183.22512817382812	181.14172400000001	181.00227699999999	null	0.24547099999999999	0.25653999999999999	7.3832955360412589	7.6287669999999999	7.6398359999999998	203.82522583007812	204.717558	204.742784	0.34753948450088501	0.35867199999999999	0.35899599999999998	11.609999656677246	11.609999999999999	15.112451	15.239183000000001	3914.628173828125	3901.1726170000002	3902.8657330000001	2608.09375	2602.060618	2601.571101	-11998581.219137	-11998481.185415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7686090000000001	1.76844	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.174305	24.142617999999999	10	10	10	10	10	10	10	10	10	10	10	10	7.9969710000000003	7.9961029999999997	180.93988400000001	180.907162	1	1	1	1	1	1	null	null	7.7160200000000003	-8.5325290000000003	0.72658199999999995	2.4653999999999998	-6.122369	8.0918189999999992	0.080241000000000007	-0.69984800000000003	-0.10861999999999999	0.054961999999999997	-0.72354399999999996	0.21242800000000001	1.03668	-3.157273	14.482284999999999	11.609999999999999	-0.03109	0.032759000000000003	0.016017	-0.0070879999999999997	0.0053959999999999998	-0.0070879999999999997	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587777	2025-05-11 20:17:00	0	7.1478229999999998	7.1315200000000001	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.13570299999999999	-0.15618199999999999	34.816028594970703	34.680326000000001	34.659846000000002	4.212216854095459	4.2110989999999999	4.2047689999999998	93.240036010742188	93.175467999999995	93.240036000000003	177.77699279785156	175.791561	175.57882799999999	null	0.241092	0.26794400000000002	7.2234983444213876	7.4645900000000003	7.4914420000000002	203.9468994140625	204.813132	204.85772499999999	0.32550159096717834	0.33465600000000001	0.33539999999999998	11.609999656677246	11.609999999999999	15.139459	15.271734	3909.841552734375	3893.8475210000001	3898.3962139999999	2664.072509765625	2658.6133580000001	2657.694798	-11998581.214776	-11998481.180407001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.767971	1.767674	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.167552000000001	24.13448	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.93552299999999	180.902154	1	1	1	1	1	0	null	null	9.7443860000000004	13.202147999999999	0.56216600000000005	2.8100139999999998	-2.8599329999999998	7.8778410000000001	0.101497	-0.63875999999999999	0.077816999999999997	-0.011780000000000001	-0.74787300000000001	0.230491	1.101207	-2.9589249999999998	14.456296	11.609999999999999	-0.031192000000000001	0.060214999999999998	0.025055000000000001	0.00069399999999999996	-0.005398	0.00069399999999999996	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587778	2025-05-11 20:17:30	0	7.1226700000000003	7.1215250000000001	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.14791199999999999	-0.152975	34.846603393554688	34.698690999999997	34.693627999999997	2.9469225406646729	2.9398879999999998	2.9394749999999998	93.243965148925781	93.239431999999994	93.243965000000003	179.9765625	177.897705	177.80293399999999	null	0.276617	0.27812900000000002	6.924135684967041	7.2007529999999997	7.2022649999999997	204.19940185546875	205.090913	205.104546	0.36779496073722839	0.38922000000000001	0.389291	11.609999656677246	11.609999999999999	15.260460999999999	15.125094000000001	3922.41162109375	3911.3174760000002	3911.2814239999998	2306.55029296875	2300.5438210000002	2300.3165800000002	-11998581.152102999	-11998481.184667001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.766119	1.7660290000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.137298000000001	24.171144000000002	10	10	10	10	10	10	10	10	10	10	10	10	7.9694320000000003	7.9692420000000004	180.87285	180.90641400000001	1	1	1	1	1	1	null	null	10.510732000000001	-2.7487910000000002	0.025004999999999999	2.6794570000000002	-0.95523800000000003	9.2225900000000003	0.12382899999999999	-0.56280699999999995	-0.077538999999999997	-0.023552	-0.72971399999999997	0.25837900000000003	1.167432	-2.715255	14.405198	11.609999999999999	-0.031579999999999997	0.056132000000000001	0.0061330000000000004	0.0074850000000000003	0.015918000000000002	0.0074850000000000003	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587779	2025-05-11 20:18:57	0	7.2048329999999998	7.1798330000000004	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.121993	-0.15101500000000001	34.834793090820312	34.712800000000001	34.683777999999997	3.4735724925994873	3.475848	3.4661249999999999	93.18115234375	93.082132000000001	93.181151999999997	190.41094970703125	188.530428	188.25232500000001	null	0.24232799999999999	0.28372399999999998	6.9957709312438965	7.2380990000000001	7.2794939999999997	203.98939514160156	204.82547600000001	204.888214	0.38166525959968567	0.38778299999999999	0.388905	11.609999656677246	11.609999999999999	14.973587	15.605878000000001	3902.176513671875	3884.0385179999998	3891.2389899999998	2769.802734375	2764.9570760000001	2763.6570400000001	-11998581.256166	-11998481.096658999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.767889	1.767471	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.209023999999999	24.050936	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.976913	180.81840600000001	1	1	1	1	1	0	null	null	11.689266	26.080833999999999	-0.54727300000000001	2.8407339999999999	-9.8830589999999994	7.9495519999999997	0.14181099999999999	-0.49129299999999998	0.22562299999999999	-0.058883999999999999	-0.71936100000000003	0.29303000000000001	1.2292970000000001	-2.4620690000000001	14.266052	11.609999999999999	-0.032349999999999997	0.063957	0.0050540000000000003	0.018038999999999999	0.018686000000000001	0.018038999999999999	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587780	2025-05-11 20:19:27	0	7.1421070000000002	7.1276419999999998	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.13023999999999999	-0.14902299999999999	35.216606140136719	35.086365999999998	35.067582999999999	2.7539682388305664	2.7521330000000002	2.746521	93.289108276367188	93.231818000000004	93.289107999999999	176.455322265625	174.51168899999999	174.311938	null	0.26729000000000003	0.29106900000000002	6.8500323295593262	7.1173219999999997	7.1411020000000001	204.06732177734375	204.91553999999999	204.956718	0.36765429377555847	0.37789400000000001	0.37855800000000001	11.609999656677246	11.609999999999999	15.516931	15.238367999999999	3912.009765625	3897.2900979999999	3901.2679520000002	2625.7041015625	2620.4895200000001	2619.6477960000002	-11998581.119074	-11998481.185672	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7672890000000001	1.7670140000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.073174999999999	24.142821999999999	10	10	10	10	10	10	10	10	10	10	10	10	7.999358	7.9975820000000004	180.839821	180.907419	1	1	1	1	1	1	null	null	13.145754	28.081507999999999	-0.69049099999999997	1.827151	-11.196937	7.6706989999999999	0.16381499999999999	-0.42973600000000001	0.076955999999999997	0.045143000000000003	-0.70547400000000005	0.33185999999999999	1.2857149999999999	-2.1815639999999998	14.215633	11.609999999999999	-0.032946000000000003	0.053226000000000002	-0.00060999999999999997	0.027005000000000001	0.025256000000000001	0.027005000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587781	2025-05-11 20:19:00	0	7.1479140000000001	7.1316160000000002	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.125555	-0.14639099999999999	35.014255523681641	34.888700999999998	34.867863999999997	3.7456321716308594	3.7445119999999998	3.7381850000000001	93.255744934082031	93.191198	93.255745000000005	187.25100708007812	185.34322900000001	185.127759	null	0.26997399999999999	0.29681600000000002	6.7696123123168945	7.0395859999999999	7.0664280000000002	203.33241271972656	204.171763	204.216814	0.4130326509475708	0.43268400000000001	0.43344199999999999	11.609999656677246	11.609999999999999	15.138673000000001	15.272263000000001	3904.20751953125	3889.2117640000001	3893.7242470000001	2334.174560546875	2329.1696259999999	2328.2363169999999	-11998581.193425	-11998481.156695999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7722469999999999	1.7719469999999999	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.167749000000001	24.134347999999999	10	10	10	10	10	10	10	10	10	10	10	10	7.9741759999999999	7.9721489999999999	180.91417200000001	180.878444	1	1	1	1	1	0	null	null	14.767435000000001	-6.5113000000000003	-0.90178599999999998	2.8755259999999998	-10.429933	6.5198200000000002	0.183977	-0.39428999999999997	-0.225517	0.074593000000000007	-0.676091	0.36609999999999998	1.3424640000000001	-1.8743810000000001	14.258174	11.609999999999999	-0.033345	0.034048000000000002	-0.014988	0.035219	0.041182000000000003	0.035219	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
