998245	2025-04-30 04:52:34	50.284579999999998	71.178629999999998	19.024370000000001	230.11529999999999	2585.1390000000001	17.174119999999998	62.318910000000002	41.241950000000003	91.526539999999997	32.264240000000001	4298	1.7	48.219560000000001	48.25	95.893100000000004	96.5	1.9604269999999999	1.75	3.8989859999999998	3.5	0.10459350000000001	0	0	0	80	0.34313139999999998	32.146120000000003	86.516570000000002	54.607889999999998	28.500389999999999	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.027482000000006	19.024370000000001	19.074369999999998	230.11529999999999	230.5153	2580.0880889999999	20.045088	62.401936999999997	53.163224999999997	110.016063	31.122751000000001	4284.7041399999998	2.653168	575.68346899999995	791499.42785700003	0	0	0	20	19.90044	100	0	4.1299029999999997	0	0	0	100	100	100	0	0.963059	50	60	1	2671.4691819999998	53.322738000000001	-792075.612326	2579.0038979999999	17.300048	62.409784000000002	41.536203	91.971434000000002	31.086410999999998	4293.328227	2.0137019999999999	791312.52309499995	0	0	0	20	19.895019000000001	100	0	4.1295109999999999	0	0	0	100	96.394287000000006	100	0	0.96133400000000002	50	60	1	2669.3519970000002	53.387039999999999	-791885.40324699995	62	52	1	75	68	1	25	22	1	260	250	1	572.38015099999996	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	0	1
998246	2025-04-30 04:53:04	50.488	71.091819999999998	19.024370000000001	231.73849999999999	2584.5859999999998	16.654879999999999	64.610519999999994	41.046709999999997	91.534710000000004	31.417290000000001	4298	1.7	48.422510000000003	48.25	95.913960000000003	96.5	1.958035	1.75	3.874009	3.5	0.10746070000000001	0	0	0	80	0.28043889999999999	32.146120000000003	86.574439999999996	53.826659999999997	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.027361999999997	19.024370000000001	19.074369999999998	231.73849999999999	232.13849999999999	2580.0466080000001	19.522438000000001	64.693489999999997	52.952730000000003	110.000737	31.147404999999999	4291.318542	2.1186210000000001	575.57189900000003	792040.49452399998	0	0	0	20	19.900233	100	0	4.015326	0	0	0	100	100	100	0	0.96173600000000004	50	60	1	2673.5429549999999	53.364131	-792616.567423	2578.9620799999998	16.78105	64.701393999999993	41.341940000000001	91.981121999999999	31.110545999999999	4288.8149240000002	2.3766729999999998	791853.58976200002	0	0	0	20	19.89481	100	0	4.0149299999999997	0	0	0	100	96.396224000000004	100	0	0.96223700000000001	50	60	1	2671.426481	53.428530000000002	-792426.35796399997	62	52	1	75	68	1	25	22	1	260	250	1	572.26820199999997	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998247	2025-04-30 04:53:34	50.496369999999999	71.091819999999998	19.024370000000001	231.643	2580.8539999999998	16.641729999999999	64.546859999999995	41.072920000000003	91.569289999999995	30.591570000000001	4272	1.5000009999999999	48.436950000000003	48.25	95.923360000000002	96.5	1.9512430000000001	1.75	3.8626209999999999	3.5	0.1081756	0	0	0	80	0.27901579999999998	32.146120000000003	86.574439999999996	53.592289999999998	28.500389999999999	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.027242999999999	19.024370000000001	19.074369999999998	231.643	232.04300000000001	2580.4604880000002	19.505474	64.629773	52.961879000000003	110.00903700000001	31.092157	4272	1.5000009999999999	575.57523300000003	792008.66119000001	0	0	0	20	19.902301999999999	100	0	4.0185110000000002	0	0	0	100	100	100	0	0.96560000000000001	50	60	0.98999999999999999	2673.8485639999999	53.370230999999997	-792584.73742300004	2579.3756250000001	16.767538999999999	64.637733999999995	41.366695	92.013441	31.054784000000001	4272	1.5000009999999999	791821.75642899994	0	0	0	20	19.896878000000001	100	0	4.0181129999999996	0	0	0	100	96.402687999999998	100	0	0.96560000000000001	50	60	0.98999999999999999	2671.7327340000002	53.434654999999999	-792394.52970800002	62	52	1	75	68	1	25	22	1	260	250	1	572.27328	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998248	2025-04-30 04:54:04	50.235570000000003	71.149690000000007	18.836290000000002	229.6379	2579.3510000000001	16.489080000000001	64.928790000000006	41.414740000000002	91.650300000000001	30.315149999999999	4272	1.5	48.161670000000001	48.25	95.870230000000006	96.5	1.966275	1.75	3.915187	3.5	0.10762090000000001	0	0	0	80	0.31745790000000002	32.146120000000003	86.516570000000002	53.201680000000003	28.500389999999999	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.026882999999998	18.836290000000002	18.886289999999999	229.6379	230.03790000000001	2580.314226	19.341934999999999	65.011531000000005	53.255003000000002	110.015038	31.037837	4272	1.5	575.55474000000004	791246.25452399999	0	0	0	20	19.901571000000001	100	0	3.9994230000000002	0	0	0	100	100	100	0	0.96560000000000001	50	60	0.98999999999999999	2673.9859179999999	53.372971999999997	-791822.31026399997	2579.2283520000001	16.614704	65.019664000000006	41.707771000000001	92.093294	30.998908	4272	1.5	791059.34976200003	0	0	0	20	19.896142000000001	100	0	3.9990169999999998	0	0	0	100	96.418659000000005	100	0	0.96560000000000001	50	60	0.98999999999999999	2671.8721310000001	53.437443000000002	-791632.11917900003	62	52	1	75	68	1	25	22	1	260	250	1	572.26941699999998	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998249	2025-04-30 04:54:34	50.628810000000001	71.178629999999998	19.024370000000001	230.11529999999999	2578.3780000000002	16.880949999999999	61.746009999999998	41.40757	92.036379999999994	29.99457	4272	1.5	48.532960000000003	48.25	95.856780000000001	96.5	1.9901629999999999	1.75	3.9343379999999999	3.5	0.1056913	0	0	0	80	0.2399937	32.146120000000003	86.545500000000004	54.451639999999998	28.500389999999999	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.024959999999993	19.024370000000001	19.074369999999998	230.11529999999999	230.5153	2580.5298039999998	19.677527999999999	61.827835999999998	52.996523000000003	110.013957	31.050826000000001	4272	1.5	575.72361999999998	791499.42785700003	0	0	0	20	19.902649	100	0	4.1586080000000001	0	0	0	100	100	100	0	0.96560000000000001	50	60	0.98999999999999999	2671.1509689999998	53.316386999999999	-792075.65247800003	2579.4385339999999	17.008495	61.836883999999998	41.708329999999997	92.491387000000003	31.003596999999999	4272	1.5	791312.52309499995	0	0	0	20	19.897193000000001	100	0	4.158156	0	0	0	100	96.498277000000002	100	0	0.96560000000000001	50	60	0.98999999999999999	2669.0484839999999	53.380969999999998	-791885.53232100001	62	52	1	75	68	1	25	22	1	260	250	1	572.50922600000001	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998250	2025-04-30 04:55:04	50.298250000000003	71.207560000000001	19.530719999999999	231.0701	2575.9389999999999	16.868099999999998	60.281930000000003	41.320770000000003	91.619020000000006	29.8245	4272	1.5	48.233510000000003	48.25	95.892009999999999	96.5	1.9611620000000001	1.75	3.9019740000000001	3.5	0.103585	0	0	0	80	0.26574150000000002	32.175049999999999	86.545500000000004	53.904789999999998	28.500389999999999	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.027002999999993	19.530719999999999	19.580719999999999	231.0701	231.4701	2580.0671619999998	19.724930000000001	60.364727999999999	53.178806999999999	110.01113700000001	30.979458000000001	4272	1.5	575.793046	792070.86952399998	0	0	0	20	19.900335999999999	100	0	4.2317640000000001	0	0	0	100	100	100	0	0.96560000000000001	50	60	0.98999999999999999	2669.1933130000002	53.277312000000002	-792647.16356999998	2578.9816249999999	16.994268999999999	60.372804000000002	41.615994999999998	92.065423999999993	30.941047000000001	4272	1.5	791883.96476200002	0	0	0	20	19.894908000000001	100	0	4.2313599999999996	0	0	0	100	96.413084999999995	100	0	0.96560000000000001	50	60	0.98999999999999999	2667.0788950000001	53.341577999999998	-792456.959715	62	52	1	75	68	1	25	22	1	260	250	1	572.49495300000001	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998251	2025-04-30 04:55:34	50.572989999999997	71.178629999999998	19.0533	230.78370000000001	2577.451	17.261150000000001	60.918489999999998	41.454250000000002	92.027240000000006	33.296320000000001	4272	1.5	48.510669999999998	48.25	95.91592	96.5	1.954728	1.75	3.871467	3.5	0.1075969	0	0	0	80	0.27143349999999999	32.146120000000003	86.545500000000004	54.373519999999999	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.024958999999996	19.0533	19.103300000000001	230.78370000000001	231.18369999999999	2579.5567179999998	20.056788000000001	61.000315999999998	53.039009999999998	109.998356	31.205646999999999	4269.9132719999998	1.603372	575.74708899999996	791736.69285700005	0	0	0	20	19.897784000000001	100	0	4.1999839999999997	0	0	0	100	99.999671000000006	100	0	0.96601700000000001	50	60	0.99206700000000003	2669.5979520000001	53.285387999999998	-792312.94094600005	2578.4654430000001	17.387471999999999	61.009363999999998	41.750092000000002	92.474603000000002	31.158411999999998	4272.7851680000003	1.4360790000000001	791549.78809499997	0	0	0	20	19.892327000000002	100	0	4.1995319999999996	0	0	0	100	96.494921000000005	100	0	0.96544300000000005	50	60	0.98872199999999999	2667.4953529999998	53.349907000000002	-792122.82903899997	62	52	1	75	68	1	25	22	1	260	250	1	572.54094399999997	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998252	2025-04-30 04:56:04	50.537779999999998	71.178629999999998	18.749490000000002	230.68819999999999	2577.3339999999998	17.521249999999998	61.746009999999998	41.30585	91.843630000000005	32.992890000000003	4272	1.5	48.476239999999997	48.25	95.915629999999993	96.5	1.9533	1.75	3.869491	3.5	0.10823290000000001	0	0	0	80	0.2674493	32.146120000000003	86.545500000000004	53.982909999999997	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.025919000000002	18.749490000000002	18.799489999999999	230.68819999999999	231.0882	2579.3448400000002	20.346271999999999	61.828293000000002	53.021751000000002	110.016791	31.439779999999999	4270.7365680000003	1.5386610000000001	575.71462599999995	791552.95452399994	0	0	0	20	19.896723999999999	100	0	4.1585850000000004	0	0	0	100	100	100	0	0.96585299999999996	50	60	0.99077300000000001	2670.4833720000001	53.303061	-792129.17014900001	2578.256261	17.648275000000002	61.836883999999998	41.604517999999999	92.295385999999993	31.396692000000002	4273.0486689999998	1.4148579999999999	791366.04976199998	0	0	0	20	19.891280999999999	100	0	4.158156	0	0	0	100	96.459076999999994	100	0	0.96538999999999997	50	60	0.98829699999999998	2668.375274	53.367505000000001	-791939.01196399995	62	52	1	75	68	1	25	22	1	260	250	1	572.46220200000005	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998253	2025-04-30 04:56:34	50.249090000000002	71.207560000000001	19.125640000000001	231.73849999999999	2577.4099999999999	17.43234	60.281930000000003	41.52816	91.777249999999995	30.474160000000001	4272	1.5	48.190159999999999	48.25	95.914699999999996	96.5	1.9520770000000001	1.75	3.8729149999999999	3.5	0.1068605	0	0	0	80	0.3116215	32.146120000000003	86.545500000000004	54.217280000000002	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.026159000000007	19.125640000000001	19.175640000000001	231.73849999999999	232.13849999999999	2578.7662580000001	20.265564999999999	60.364327000000003	53.280703000000003	110.006861	31.494171000000001	4270.996091	1.5203979999999999	575.77218500000004	792091.12952399999	0	0	0	20	19.893830999999999	100	0	4.2317840000000002	0	0	0	100	100	100	0	0.96580100000000002	50	60	0.99040799999999996	2668.4486459999998	53.262447999999999	-792667.40270900005	2577.6783519999999	17.560769000000001	60.372804000000002	41.832476999999997	92.237785000000002	31.452117000000001	4270.1203450000003	1.6516569999999999	791904.22476200003	0	0	0	20	19.888392	100	0	4.2313599999999996	0	0	0	100	96.447557000000003	100	0	0.96597599999999995	50	60	0.99303300000000005	2666.3393070000002	53.326785999999998	-792477.25107899995	62	52	1	75	68	1	25	22	1	260	250	1	572.52631799999995	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998254	2025-04-30 04:57:04	50.28143	71.149690000000007	19.0533	230.97460000000001	2579.9259999999999	17.009599999999999	61.68235	41.511569999999999	91.793000000000006	30.144819999999999	4272	1.5	48.206359999999997	48.25	95.866569999999996	96.5	1.9700169999999999	1.75	3.92428	3.5	0.1050547	0	0	0	80	0.34012300000000001	32.146120000000003	86.516570000000002	53.904789999999998	28.500389999999999	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.026038999999997	19.0533	19.103300000000001	230.97460000000001	231.37459999999999	2578.9262319999998	19.839407000000001	61.764690000000002	53.248849999999997	109.99909700000001	31.540202000000001	4268.0743419999999	1.7549999999999999	575.71991000000003	791800.32619000005	0	0	0	20	19.894631	100	0	4.1617660000000001	0	0	0	100	99.999819000000002	100	0	0.96638500000000005	50	60	0.99509999999999998	2669.8831949999999	53.291082000000003	-792376.54710099997	2577.8379890000001	17.138283000000001	61.773223999999999	41.816912000000002	92.255127999999999	31.497629	4272.2379419999997	1.4788950000000001	791613.42142899998	0	0	0	20	19.889189999999999	100	0	4.1613389999999999	0	0	0	100	96.451025999999999	100	0	0.96555199999999997	50	60	0.98957799999999996	2667.7745759999998	53.355491999999998	-792186.37811299996	62	52	1	75	68	1	25	22	1	260	250	1	572.45668499999999	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998255	2025-04-30 04:57:34	50.430970000000002	71.149690000000007	18.980969999999999	233.55269999999999	2577.8139999999999	16.949069999999999	63.401060000000001	40.866210000000002	91.297169999999994	30.40268	4272	1.5	48.331119999999999	48.25	95.83605	96.5	1.994961	1.75	3.9554969999999998	3.5	0.1048828	0	0	0	80	0.34169310000000003	32.146120000000003	86.574439999999996	53.67042	28.500389999999999	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.028561999999994	18.980969999999999	19.03097	233.55269999999999	233.95269999999999	2578.0379680000001	19.852471000000001	63.4846	52.932702999999997	110.01035	31.149864000000001	4270.2716350000001	1.5881540000000001	575.612123	792623.52785700001	0	0	0	20	19.89019	100	0	4.0757700000000003	0	0	0	100	100	100	0	0.96594599999999997	50	60	0.99176299999999995	2670.4492409999998	53.302379999999999	-793199.64098000003	2576.956807	17.075461000000001	63.491934000000001	41.162329	91.744963999999996	31.118183999999999	4265.0817209999996	2.0762179999999999	792436.62309500005	0	0	0	20	19.884784	100	0	4.0754029999999997	0	0	0	100	96.348992999999993	100	0	0.96698399999999995	50	60	1	2668.325973	53.366518999999997	-793009.39925899997	62	52	1	75	68	1	25	22	1	260	250	1	572.27616399999999	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998256	2025-04-30 04:58:04	50.053649999999998	71.149690000000007	18.749490000000002	230.21080000000001	2576.2130000000002	16.601189999999999	62.955469999999998	40.899560000000001	90.953199999999995	30.41301	4272	1.5	47.985970000000002	48.25	95.866330000000005	96.5	1.962934	1.75	3.924747	3.5	0.1047439	0	0	0	80	0.32086330000000002	32.146120000000003	86.516570000000002	53.904789999999998	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.030246000000005	18.749490000000002	18.799489999999999	230.21080000000001	230.61080000000001	2577.2217879999998	19.553075	63.039811999999998	53.183498999999998	110.001216	30.974301000000001	4263.1689530000003	2.175529	575.64028699999994	791393.82119000005	0	0	0	20	19.886109000000001	100	0	4.0980090000000002	0	0	0	100	100	100	0	0.96736599999999995	50	60	1	2668.9558619999998	53.272571999999997	-791969.96247799997	2576.145352	16.725763000000001	63.046343999999998	41.188364999999997	91.389626000000007	30.949891000000001	4274.3563320000003	1.3097099999999999	791206.91642899998	0	0	0	20	19.880727	100	0	4.097683	0	0	0	100	96.277924999999996	100	0	0.96512900000000001	50	60	0.98619400000000002	2666.8229430000001	53.336458999999998	-791779.62408600003	62	52	1	75	68	1	25	22	1	260	250	1	572.20765800000004	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998257	2025-04-30 04:58:34	50.2395	71.178629999999998	18.677160000000001	231.16560000000001	2579.8919999999998	16.673690000000001	61.173110000000001	40.649520000000003	90.889020000000002	30.920290000000001	4272	1.5	48.17201	48.25	95.888019999999997	96.5	1.961444	1.75	3.900976	3.5	0.1060405	0	0	0	80	0.19935919999999999	32.146120000000003	86.545500000000004	54.451639999999998	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.030631	18.677160000000001	18.727160000000001	231.16560000000001	231.56559999999999	2576.793979	19.635442000000001	61.257635000000001	52.977758999999999	110.00524299999999	30.927454000000001	4272.4606670000003	1.4114180000000001	575.71424200000001	791675.92285700003	0	0	0	20	19.883970000000001	100	0	4.1871179999999999	0	0	0	100	100	100	0	0.96550800000000003	50	60	0.988228	2666.7438959999999	53.228420999999997	-792252.13809899997	2575.718625	16.796175999999999	61.263984000000001	40.929926999999999	91.312394999999995	30.904709	4271.7105689999999	1.521738	791489.01809499995	0	0	0	20	19.878592999999999	100	0	4.186801	0	0	0	100	96.262478999999999	100	0	0.96565800000000002	50	60	0.99043499999999995	2664.6086049999999	53.292172000000001	-792061.80206100002	62	52	1	75	68	1	25	22	1	260	250	1	572.28396599999996	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998258	2025-04-30 04:59:04	50.379899999999999	71.178629999999998	19.024370000000001	231.4521	2582.0430000000001	16.420999999999999	62.318910000000002	40.950780000000002	91.283360000000002	30.557269999999999	4272	1.5	48.26717	48.25	95.904820000000001	96.5	1.9582079999999999	1.75	3.8827669999999999	3.5	0.1071935	0	0	0	80	0.20226669999999999	32.146120000000003	86.574439999999996	53.045430000000003	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.028683999999998	19.0533	19.103300000000001	230.49719999999999	230.8972	2576.9075349999998	19.325011	62.402507999999997	53.019987	110.00072	30.932744	4269.7408189999996	1.622628	575.66405499999996	791641.19285700005	0	0	0	20	19.884537999999999	100	0	4.1298750000000002	0	0	0	100	100	100	0	0.96605200000000002	50	60	0.99245300000000003	2667.8911309999999	53.25132	-792217.35791200004	2575.826716	16.543198	62.409784000000002	41.230026000000002	91.704930000000004	30.901591	4273.5571929999996	1.3727849999999999	791454.28809499997	0	0	0	20	19.879134000000001	100	0	4.1295109999999999	0	0	0	100	96.340986000000001	100	0	0.96528899999999995	50	60	0.987456	2665.7667339999998	53.315334999999997	-792027.09047000005	62	52	1	75	68	1	25	22	1	260	250	1	572.30237499999998	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	1	1
998259	2025-04-30 04:59:34	50.403590000000001	71.178629999999998	19.024370000000001	231.92949999999999	2588.788	16.868919999999999	60.21828	41.025480000000002	91.504919999999998	30.929099999999998	4272	1.5	48.416370000000001	48.25	95.902079999999998	96.5	1.9556180000000001	1.75	3.8848660000000002	3.5	0.10746070000000001	0	0	0	80	0.19323170000000001	32.146120000000003	86.545500000000004	54.607889999999998	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.027602000000002	19.024370000000001	19.074369999999998	232.69329999999999	233.0933	2577.7684789999998	19.741334999999999	60.301364	52.953215999999998	110.004396	30.993226	4271.5577929999999	1.4802	575.77789900000005	792358.76118999999	0	0	0	20	19.888842	100	0	4.2349319999999997	0	0	0	100	100	100	0	0.96568799999999999	50	60	0.98960400000000004	2666.8468739999998	53.230477	-792935.04009000002	2576.6846249999999	16.991892	60.309153999999999	41.307839999999999	91.931331	30.957404	4267.4571429999996	1.8727640000000001	792171.85642900004	0	0	0	20	19.883423000000001	100	0	4.2345420000000003	0	0	0	100	96.386266000000006	100	0	0.96650899999999995	50	60	0.99745499999999998	2664.7286979999999	53.294573999999997	-792744.824624	62	52	1	75	68	1	25	22	1	260	250	1	572.46819500000004	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	0	1
998260	2025-04-30 05:00:04	50.287170000000003	71.149690000000007	19.096699999999998	230.68819999999999	2583.152	17.046430000000001	62.000630000000001	40.843299999999999	91.071470000000005	30.0337	4272	1.5	48.142699999999998	48.25	95.859009999999998	96.5	1.981122	1.75	3.9328319999999999	3.5	0.1043617	0	0	0	80	0.2770165	32.146120000000003	86.545500000000004	53.904789999999998	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.029764999999998	19.096699999999998	19.146699999999999	230.68819999999999	231.0882	2578.19641	19.982388	62.084743000000003	53.055746999999997	110.009407	30.987447	4265.530436	1.9735959999999999	575.693445	791726.55952400004	0	0	0	20	19.890982000000001	100	0	4.1457629999999996	0	0	0	100	100	100	0	0.96689400000000003	50	60	0.99947200000000003	2669.1433699999998	53.276314999999997	-792302.75396899995	2577.1186250000001	17.168554	62.091504	41.122250999999999	91.492581999999999	30.960961999999999	4273.0228669999997	1.4151450000000001	791539.65476199996	0	0	0	20	19.885593	100	0	4.1454250000000004	0	0	0	100	96.298516000000006	100	0	0.965395	50	60	0.98830300000000004	2667.012878	53.340257999999999	-792112.43799500004	62	52	1	75	68	1	25	22	1	260	250	1	572.283233	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	1	1
998261	2025-04-30 05:00:34	50.299100000000003	71.149690000000007	18.763960000000001	231.16560000000001	2581.3719999999998	17.23021	62.509880000000003	41.266199999999998	91.565290000000005	29.75468	4272	1.5	48.227820000000001	48.25	95.881379999999993	96.5	1.9676199999999999	1.75	3.9118750000000002	3.5	0.10365770000000001	0	0	0	80	0.37421969999999999	32.146120000000003	86.574439999999996	53.826659999999997	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.027362999999994	18.763960000000001	18.813960000000002	231.16560000000001	231.56559999999999	2578.6970609999998	20.094702000000002	62.592849999999999	53.15849	110.01016799999999	30.991472000000002	4271.020391	1.5183979999999999	575.66853900000001	791719.32285700005	0	0	0	20	19.893484999999998	100	0	4.1203580000000004	0	0	0	100	100	100	0	0.96579599999999999	50	60	0.99036800000000003	2670.1964720000001	53.297334999999997	-792295.49239599996	2577.6125339999999	17.352105999999999	62.600754000000002	41.544232999999998	91.984975000000006	30.954613999999999	4271.6973049999997	1.521887	791532.41809499997	0	0	0	20	19.888062999999999	100	0	4.1199620000000001	0	0	0	100	96.396995000000004	100	0	0.96566099999999999	50	60	0.99043800000000004	2668.0795539999999	53.361590999999997	-792105.27921299997	62	52	1	75	68	1	25	22	1	260	250	1	572.36111800000003	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	0	1
998262	2025-04-30 05:01:04	50.215690000000002	71.207560000000001	19.125640000000001	231.0701	2587.4920000000002	17.255220000000001	60.21828	41.10707	91.322749999999999	30.610140000000001	4272	1.5	48.163150000000002	48.25	95.910790000000006	96.5	1.9479960000000001	1.75	3.8814739999999999	3.5	0.1045425	0	0	0	80	0.30522159999999998	32.146120000000003	86.574439999999996	54.373519999999999	28.500389999999999	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.028564000000003	19.125640000000001	19.175640000000001	232.8843	233.2843	2579.606507	20.154772999999999	60.301820999999997	53.156300000000002	110.009345	30.742086	4269.7244199999996	1.6294090000000001	575.78643999999997	792473.06285700004	0	0	0	20	19.898033000000002	100	0	4.234909	0	0	0	100	100	100	0	0.966055	50	60	0.99258800000000003	2668.6643370000002	53.266753000000001	-793049.35029700003	2578.5253520000001	17.376152000000001	60.309153999999999	41.381224000000003	91.736407	30.710415999999999	4266.9192279999997	1.917716	792286.15809499996	0	0	0	20	19.892627000000001	100	0	4.2345420000000003	0	0	0	100	96.347280999999995	100	0	0.96661600000000003	50	60	0.99835399999999996	2666.5404840000001	53.33081	-792859.09751600004	62	52	1	75	68	1	25	22	1	260	250	1	572.43942100000004	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	1	1
998263	2025-04-30 05:01:34	50.325650000000003	71.149690000000007	18.952030000000001	231.73849999999999	2584.826	17.39207	63.08278	40.665489999999998	90.963329999999999	29.88653	4272	1.5	48.246389999999998	48.25	95.916600000000003	96.5	1.9472259999999999	1.75	3.8731680000000002	3.5	0.1058746	0	0	0	80	0.13615189999999999	32.146120000000003	86.545500000000004	53.826659999999997	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.030366000000001	18.952030000000001	19.002030000000001	230.0198	230.41980000000001	2580.2825400000002	20.344939	63.167178999999997	52.953831999999998	110.018125	30.451909000000001	4265.00612	2.016492	575.65339500000005	791431.42452400003	0	0	0	20	19.901413000000002	100	0	4.0916410000000001	0	0	0	100	100	100	0	0.96699900000000005	50	60	1	2672.0750480000002	53.334831000000001	-792007.57891899999	2579.206443	17.513031000000002	63.173653999999999	40.939760999999997	91.377167999999998	30.42802	4274.8653960000001	1.268187	791244.51976199995	0	0	0	20	19.896032000000002	100	0	4.0913170000000001	0	0	0	100	96.275434000000004	100	0	0.96502699999999997	50	60	0.98536400000000002	2669.9410699999999	53.398820999999998	-791817.23293599999	62	52	1	75	68	1	25	22	1	260	250	1	572.21317399999998	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	0	1
