1292455	2025-02-04 07:32:01	257.31781005859375	25.882352828979492	146.99296569824219	100	52.549018859863281	100	96.078430175781236	64.034996032714844	4.652463436126709	255.935181	256.23492900000002	256.23492900000002	24.999949999999998	24.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	64.023239000000004	64.073165000000003	55.000087999999998	55.000087999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14.100000381469728	14.077954	14.102	-0.053918000000000001	-0.053917	-0.029871999999999999	-0.029871999999999999	59.427070617675781	59.367792000000001	59.312367000000002	0.97728586196899403	0.98345499999999997	0.98265899999999995	45.9163818359375	46.841240999999997	61.458637000000003	55.210278000000002	1854.7198486328125	1832.5630289999999	1835.059031	1833.5280110000001	1349.8416748046875	1356.4124449999999	1355.753847	1355.976768	36.084705352783203	35.588149000000001	35.971739999999997	35.861722999999998	2.755063533782959	2.7376390000000002	2.789739	2.7853910000000002	91.692672729492188	91.419426000000001	91.419426000000001	1	1	1000	1000	1000	1000	40	40	50	50	20	20	0	0	30	30	90	90	0	0	100	100	50	50	89.929840999999996	89.908199999999994	10	10	40	40	10	10	30	30	30	30	49.145142999999997	49.145142999999997	10	10	10	10	0	0	0	0	0	0	0	0	3639.0749850000002	3639.0533439999999	2.7545480000000002	2.7545480000000002	12.531444	12.593071	12.602278999999999	256.23492900000002	255.935181	0.327457	0.32738	14	14	-17639.402441999999	-17639.380723999999	0.183334	0.183334
1292456	2025-02-04 07:33:01	254.66653442382812	25.882352828979492	146.7928466796875	99.607841491699219	52.549018859863281	100	96.078430175781236	64.050003051757812	4.6181907653808594	256.234894	256.53464200000002	256.53464200000002	24.999949999999998	24.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	64.073166000000001	64.123092	55.000087999999998	55.000087999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14.100000381469728	14.048083	14.048083	-0.053917	-0.053917	-0.053917	-0.053917	57.143997192382812	57.085901	57.030476	0.92375570535659801	0.93100899999999998	0.93021399999999999	59.950038909912109	51.674379000000002	50.154870000000003	43.024951000000001	1804.6376953125	1804.6376949999999	1806.7490330000001	1805.2178730000001	1352.0291748046875	1354.614075	1353.845992	1354.0689050000001	37.186283111572266	35.954310999999997	36.271306000000003	36.161275000000003	2.8374264240264893	2.7962449999999999	2.738356	2.7339519999999999	92.163192749023438	91.950225000000003	91.950225000000003	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	89.956725000000006	89.956726000000003	10	10	40	40	10	10	30	30	30	30	49.012444000000002	49.012444000000002	10	10	10	10	0	0	0	0	0	0	0	0	3638.969169	3638.9691699999998	2.8140960000000002	2.8140960000000002	12.647213000000001	12.461733000000001	12.470776000000001	256.53464200000002	256.234894	0.33108799999999999	0.331011	14	14	-17639.300256999999	-17639.300179999998	0.183334	0.183334
1292457	2025-02-04 07:34:01	259.08465576171875	25.882352828979492	146.43653869628906	100	52.549018859863281	100	96.470588684082031	64.104995727539062	4.653566837310791	256.53463699999998	256.93463700000001	256.93463700000001	24.999949999999998	24.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	64.123092999999997	64.168173999999993	55.000087999999998	55.000087999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	1	1	1	1	0	0	14.100000381469728	13.999980000000001	13.994165000000001	-0.048103	-0.046096999999999999	-0.053918000000000001	-0.053918000000000001	57.275978088378906	57.237596000000003	57.163639000000003	0.68721067905426025	0.69645100000000004	0.69538999999999995	56.390819549560547	54.085746999999998	73.099001999999999	65.066689999999994	1725.8472900390625	1725.8472899999999	1727.7365629999999	1725.8051849999999	1352.00146484375	1354.796051	1353.7047689999999	1354.002207	36.733104705810547	36.346091000000001	36.808653999999997	36.709328999999997	2.696444034576416	2.7669350000000001	2.8561580000000002	2.8507500000000001	92.658889770507812	92.476224000000002	92.476224000000002	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.880944	48.880944	10	10	10	10	0	0	0	0	0	0	0	0	1638.880944	1638.880944	2.7854559999999999	2.7854559999999999	12.297950999999999	12.136355	12.148522	256.93463700000001	256.53463699999998	0.329594	0.32949200000000001	14	14	-15639.210537999999	-15639.210435999999	0.183334	0.183334
1292458	2025-02-04 07:35:01	259.99810791015625	25.882352828979492	146.09019470214844	100	52.549018859863281	100	96.078430175781236	64.150001525878906	4.658684253692627	256.934662	257.234283	257.234283	24.999949999999998	24.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	64.168175000000005	64.168468000000004	55.000087999999998	55.000087999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14.100000381469728	13.999807000000001	13.940246999999999	0.0056429999999999996	0.00564	-0.053917	-0.053917	57.779777526855469	57.722524	57.667124000000001	1.0279223918914795	1.0386359999999999	1.037841	55.617938995361328	57.319598999999997	87.481468000000007	82.327399999999997	1757.6505126953125	1757.650513	1758.383517	1757.110723	1366.307373046875	1355.044922	1353.7466469999999	1353.969425	36.080978393554688	36.521267999999999	37.025005	37.024357999999999	2.6959218978881836	2.696183	2.8992290000000001	2.8958170000000001	93.177757263183594	93.022683000000001	93.022683000000001	1	1	1000	1000	1000	1000	40	40	50	50	20	20	19.527781999999998	19.635158000000001	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.744329	48.744329	10	10	10	10	0	0	0	0	0	0	0	0	3638.7443290000001	3638.7443290000001	2.7133430000000001	2.7133430000000001	12.131926999999999	12.242362	12.252549	257.234283	256.934662	0.32543299999999997	0.32535599999999998	14	14	-17639.069763	-17639.069685999999	0.183334	0.183334
1292459	2025-02-04 07:36:01	259.11865234375	25.882352828979492	146.57632446289062	100	52.156864166259766	100	96.078430175781236	64.120002746582031	4.6521258354187012	257.234283	257.53383700000001	257.53383700000001	24.999949999999998	24.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	64.168464999999998	64.125428999999997	55.000087999999998	55.000087999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	0	1	0	0	0	14.100000381469728	13.999891	13.894149000000001	0.059643000000000002	0.057633999999999998	-0.046098	-0.046098	58.805938720703125	58.748199999999997	58.692812000000004	0.75376158952713013	0.76546700000000001	0.76467200000000002	66.251014709472656	59.419924000000002	75.231341	69.492379	1778.619873046875	1754.039225	1753.7445170000001	1752.6972820000001	1349.338134765625	1354.9190369999999	1353.240354	1353.4630529999999	37.683681488037109	36.921011999999997	37.387016000000003	37.481816999999999	2.7298581600189209	2.7128899999999998	2.8046129999999998	2.8019509999999999	93.630615234375	93.487987000000004	93.487987000000004	1	1	1000	1000	1000	1000	40	40	50	50	20	20	18.964485	19.084047000000002	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.628003	48.628003	10	10	10	10	0	0	0	0	0	0	0	0	3638.6280029999998	3638.6280029999998	2.7325210000000002	2.7325210000000002	12.140689999999999	12.209549000000001	12.220929999999999	257.53383700000001	257.234283	0.32666600000000001	0.32658900000000002	14	14	-17638.954668999999	-17638.954591999998	0.183334	0.183334
1292460	2025-02-04 07:37:01	255.97877502441409	25.882352828979492	147.47933959960938	100	52.549018859863281	100	96.078430175781236	64.125	4.6521363258361816	257.53384399999999	257.83339699999999	257.83339699999999	24.999949999999998	24.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	64.125427000000002	64.075439000000003	55.000087999999998	55.000087999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	0	1	0	0	0	14.100000381469728	13.960127999999999	13.899794	0.065978999999999996	0.065976999999999994	0.0056449999999999998	0.0056449999999999998	58.366691589355469	58.309347000000002	58.253959000000002	0.84490740299224854	0.85717399999999999	0.856379	54.366855621337891	58.745269999999998	68.313822999999999	62.277515000000001	1830.3009033203125	1788.857096	1788.333108	1787.3220200000001	1341.9525146484375	1352.399872	1350.486398	1350.7090780000001	37.135608673095703	36.908343000000002	37.395072999999996	37.505184999999997	2.8278636932373047	2.778861	2.8321800000000001	2.829634	93.964019775390625	93.841554000000002	93.841554000000002	1	1	1000	1000	1000	1000	40	40	50	50	20	20	19.036446000000002	19.162202000000001	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.539611999999998	48.539611999999998	10	10	10	10	0	0	0	0	0	0	0	0	3638.539612	3638.539612	2.7904420000000001	2.7904420000000001	12.415737999999999	12.318864	12.330558999999999	257.83339699999999	257.53384399999999	0.33014399999999999	0.330067	14	14	-17638.869756	-17638.869677999999	0.183334	0.183334
1292461	2025-02-04 07:38:01	256.090087890625	25.882352828979492	146.34457397460938	100	52.156864166259766	100	96.078430175781236	64.080001831054688	4.6822376251220703	257.83340500000003	258.13295799999997	258.13295799999997	24.999949999999998	24.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	64.075439000000003	64.025450000000006	55.000087999999998	55.000087999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	1	0	1	0	0	0	14.100000381469728	13.965771999999999	13.95743	0.065977999999999995	0.065977999999999995	0.057636	0.057636	55.92950439453125	55.870348	55.814959000000002	0.75665503740310669	0.76853099999999996	0.76773599999999997	75.881828308105469	65.499899999999997	78.296490000000006	72.442547000000005	1712.2449951171875	1712.244995	1711.2593830000001	1710.2481949999999	1357.1033935546875	1353.675354	1351.56573	1351.7883939999999	36.374687194824219	36.818739000000001	37.367688999999999	37.477789000000001	2.8117597103118896	2.8198120000000002	2.9022109999999999	2.8996689999999998	94.271881103515625	94.214285000000004	94.214285000000004	1	1	1000	1000	1000	1000	40	40	50	50	20	20	19.245467000000001	19.367424	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.446429000000002	48.446429000000002	10	10	10	10	0	0	0	0	0	0	0	0	3638.4464290000001	3638.4464290000001	2.8290860000000002	2.8290860000000002	12.355871	12.010062	12.021383999999999	258.13295799999997	257.83340500000003	0.33257199999999998	0.33249499999999999	14	14	-17638.779000999999	-17638.778923999998	0.183334	0.183334
1292462	2025-02-04 07:39:02	260.45880126953125	25.882352828979492	147.76130676269531	99.607841491699219	52.549018859863281	100	96.078430175781236	64.010002136230469	4.6460251808166504	258.13296500000001	258.43251800000002	258.43251800000002	24.999949999999998	24.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	64.025452000000001	63.995077000000002	55.000087999999998	55.000087999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	1	0	1	0	0	0	14.100000381469728	13.999871000000001	14.023407000000001	0.042441	0.042439999999999999	0.065976999999999994	0.065976999999999994	57.813766479492195	57.751615999999999	57.696226000000003	0.84780091047286987	0.85842399999999996	0.85762899999999997	55.800258636474609	62.016314000000001	82.348225999999997	76.816157000000004	1711.4368896484375	1711.4368899999999	1710.855873	1709.742657	1346.8046875	1348.799683	1346.7535150000001	1346.9761840000001	38.134159088134766	37.332034	37.983561000000002	38.050448000000003	2.8228592872619629	2.8173089999999998	2.9622069999999998	2.9593229999999999	94.515983581542983	94.517675999999994	94.517675999999994	1	1	1000	1000	1000	1000	40	40	50	50	20	20	19.153682	19.268933000000001	30	30	90	90	0	0	100	100	50	50	90	89.978933999999995	10	10	40	40	10	10	30	30	30	30	48.370581000000001	48.370581000000001	10	10	10	10	0	0	0	0	0	0	0	0	3638.3705810000001	3638.3495149999999	2.8327369999999998	2.8327369999999998	12.045895	11.978341	11.989051	258.43251800000002	258.13296500000001	0.33288400000000001	0.33280700000000002	14	14	-17638.703464999999	-17638.682322000001	0.183334	0.183334
1292463	2025-02-04 07:40:02	255.10809326171875	25.882352828979492	147.07260131835938	100	52.549018859863281	100	96.078430175781236	64.074996948242188	4.6118927001953125	258.432526	258.732214	258.732214	24.999949999999998	29.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	63.995078999999997	64.019623999999993	55.000087999999998	55.000087999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	0	1	0	0	0	14.100000381469728	13.999943999999999	14.089383	-0.023463000000000001	-0.023460999999999999	0.065976999999999994	0.065976999999999994	59.779777526855469	59.716864000000001	59.661448999999998	0.76822906732559204	0.77761800000000003	0.77682300000000004	59.514217376708984	63.732101	68.154398999999998	61.462874999999997	1820.432373046875	1748.038086	1747.6174530000001	1746.217772	1337.4879150390625	1345.8371279999999	1343.772256	1343.9950240000001	38.286800384521491	37.482813999999998	38.285017000000003	38.230977000000003	2.8176171779632568	2.8202379999999998	2.8418540000000001	2.8379300000000001	94.610198974609375	94.285996999999995	94.670541999999998	1	1	1000	1000	1000	1000	40	40	50	50	20	20	19.284371	19.423777000000001	30	30	90	90	0	0	100	100	50	50	90	89.919555000000003	10	10	40	40	10	10	30	30	30	30	48.428500999999997	48.332363999999998	10	10	10	10	0	0	0	0	0	0	0	0	3638.4285009999999	3638.2519200000002	2.843118	2.843118	12.274632	12.096193	12.105456999999999	258.732214	258.432526	0.333534	0.33347700000000002	14	14	-17638.762035	-17638.585395999999	0.183334	0.183334
1292464	2025-02-04 07:41:02	261.63748168945312	30.588233947753903	146.55717468261719	100	52.549018859863281	100	96.078430175781236	63.985000610351562	4.652888298034668	258.73223899999999	259.03198700000002	259.03198700000002	29.999949999999998	29.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	64.019622999999996	64.069548999999995	55.000087999999998	55.000087999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14.100000381469728	14.035463	14.131822	-0.053920000000000003	-0.053917	0.042437999999999997	0.042437999999999997	58.804122924804688	58.741613999999998	58.686188000000001	0.83333325386047363	0.84146900000000002	0.84067400000000003	55.324745178222656	56.879739999999998	74.445543999999998	68.330375000000004	1905.89892578125	1812.5893960000001	1812.3688119999999	1810.8368109999999	1323.517822265625	1341.2284549999999	1339.1634839999999	1339.386295	37.937824249267578	37.683368000000002	38.576568000000002	38.466661999999999	2.8550379276275635	2.836328	2.9595919999999998	2.955244	94.594276428222656	94.695905999999994	94.695905999999994	1	1	1000	1000	1000	1000	40	40	50	50	20	20	19.449479	19.576879000000002	30	30	90	90	0	0	100	100	50	50	89.968082999999993	89.881360999999998	10	10	40	40	10	10	30	30	30	30	48.326022999999999	48.326022999999999	10	10	10	10	0	0	0	0	0	0	0	0	3638.2941070000002	3638.2073839999998	2.864023	2.864023	12.198180000000001	12.315502	12.324285	259.03198700000002	258.73223899999999	0.33481499999999997	0.33473900000000001	14	14	-17638.628922	-17638.542122999999	0.183334	0.183334
1292465	2025-02-04 07:42:02	261.03335571289062	30.196079254150391	148.72900390625	99.607841491699219	52.156864166259766	100	96.078430175781236	64.084999084472656	4.6684684753417969	259.03201300000001	258.73201299999999	258.73201299999999	29.999949999999998	29.999949999999998	147	147	null	null	53	53	null	null	95.999923999999993	95.999923999999993	64.069550000000007	64.169550000000001	55.000087999999998	55.000087999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14.100000381469728	14.017816	14.108363000000001	-0.114006	-0.126	-0.023458	-0.023458	61.64886474609375	61.477094000000001	61.532584999999997	0.73423033952713013	0.74067899999999998	0.74147600000000002	58.2366943359375	57.691885999999997	60.835512999999999	66.623380999999995	1885.5352783203125	1870.622192	1868.856712	1869.609408	1321.12548828125	1332.233978	1330.7484830000001	1330.525453	39.928848266601562	38.571908000000001	39.589306999999998	39.369205999999998	2.8208889961242676	2.8379629999999998	2.9356909999999998	2.937325	94.472244262695312	94.653548999999998	94.653548999999998	0	0	0	0	0	0	40	40	50	50	20	20	20	19.897365000000001	30	30	89.434298999999996	89.411717999999993	0	0	100	100	50	50	89.983965999999995	89.902473000000001	10	10	40	40	10	10	30	30	30	30	48.336613	48.336613	10	10	10	10	0	0	0	0	0	0	0	0	1637.7548770000001	1637.6508040000001	2.874787	2.874787	12.417678	12.519496	12.506192	258.73201299999999	259.03201300000001	0.33533099999999999	0.33540799999999998	14	14	-15638.090208	-15637.986212	0.183334	0.183334
