1293597	2025-02-05 02:34:32	247.69432067871097	41.960784912109375	145.97198486328125	100	52.156864166259766	100	96.078430175781236	64.334999084472656	4.6371674537658691	245.99707000000001	245.69707	245.69707	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.349379999999996	64.449380000000005	55.000056999999998	55.000056999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.751977999999999	13.883604999999999	-0.128022	-0.126	0.0036050000000000001	0.0036050000000000001	60.354209899902344	60.174160000000001	60.229653999999996	0.69589120149612427	0.70092900000000002	0.70172500000000004	45.501010894775391	47.938211000000003	40.438443999999997	46.727595999999998	1956.8472900390625	1886.8372400000001	1884.7884240000001	1885.5411670000001	1367.2767333984375	1358.3864140000001	1354.6321720000001	1354.40933	39.955375671386719	37.104925999999999	37.211986000000003	36.991478999999998	3.081557035446167	3.072721	3.0678999999999998	3.0695350000000001	93.547584533691406	95.144901000000004	95.144901000000004	0	0	0	0	0	0	40	40	50	50	20	20	0	0	30	30	88.956346999999994	88.933764999999994	0	0	100	100	50	50	89.773219999999995	89.654754999999994	10	10	40	40	10	10	30	30	30	30	48.213774999999998	48.213774999999998	10	10	10	10	0	0	0	0	0	0	0	0	1636.943342	1636.802295	3.0669	3.0669	13.251529	13.336067	13.321061	245.69707	245.99707000000001	0.34323399999999998	0.34331200000000001	14	14	-15637.286576	-15637.145607	0.183334	0.183334
1293598	2025-02-05 02:35:32	244.10285949707031	41.960784912109375	145.87947082519531	100	52.156864166259766	100	96.078430175781236	64.275001525878906	4.653080940246582	246.19546500000001	245.895465	245.895465	39.999954000000002	39.999954000000002	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.279015000000001	64.379014999999995	55.000056999999998	55.000056999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.765628	13.860982	-0.117978	-0.126	-0.022623999999999998	-0.022623999999999998	59.588264465332031	59.409869999999998	59.465364000000001	0.64525467157363892	0.64980700000000002	0.65060300000000004	39.882904052734375	42.379103000000001	34.6892	40.983322999999999	1938.7003173828125	1905.4918210000001	1903.2711320000001	1904.0239019999999	1356.4619140625	1351.7646789999999	1347.76054	1347.5377189999999	38.851921081542969	37.597378999999997	37.747996999999998	37.527507999999997	3.1709704399108887	3.1262639999999999	3.1234419999999998	3.1250770000000001	93.160636901855469	94.825974000000002	94.825974000000002	0	0	0	0	0	0	40	40	50	50	20	20	0	0	30	30	88.401865999999998	88.379283000000001	0	0	100	100	50	50	89.760935000000003	89.675117	10	10	40	40	10	10	30	30	30	30	48.293506000000001	48.293506000000001	10	10	10	10	0	0	0	0	0	0	0	0	1636.456308	1636.347906	3.1140690000000002	3.1140690000000002	13.497809	13.374706	13.359666000000001	245.895465	246.19546500000001	0.34603400000000001	0.34611199999999998	14	14	-15636.802342000001	-15636.694018	0.183334	0.183334
1293599	2025-02-05 02:36:32	246.25344848632812	41.960784912109375	144.99627685546875	99.607841491699219	52.156864166259766	100	96.078430175781236	64.450004577636719	4.6657938957214355	245.697067	245.39706699999999	245.39706699999999	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.449378999999993	64.549379000000002	55.000056999999998	55.000056999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.744949	13.949389	-0.116032	-0.126	0.088406999999999999	0.088406999999999999	58.684944152832031	58.510728999999998	58.566220999999999	0.89048033952713013	0.89553899999999997	0.89633499999999999	48.174976348876953	44.519629999999999	40.850228999999999	46.992823999999999	1882.7086181640625	1882.7086179999999	1880.0913929999999	1880.8442259999999	1363.0966796875	1356.0614619999999	1351.719728	1351.496934	36.502029418945312	37.767052999999997	37.936059	37.715575999999999	3.0675597190856938	3.119265	3.1388600000000002	3.1404930000000002	92.519996643066406	94.306533000000002	94.306533000000002	0	0	0	0	0	0	40	40	50	50	20	20	0	0	30	30	89.097257999999997	89.074673000000004	0	0	100	100	50	50	89.779544999999999	89.595550000000003	10	10	40	40	10	10	30	30	30	30	48.423366999999999	48.423366999999999	10	10	10	10	0	0	0	0	0	0	0	0	1637.30017	1637.0935899999999	3.1055470000000001	3.1055470000000001	13.481695	13.324312000000001	13.309303	245.39706699999999	245.697067	0.34539300000000001	0.34547099999999997	14	14	-15637.645563	-15637.439060999999	0.183334	0.183334
1293600	2025-02-05 02:37:32	243.7615966796875	41.568626403808594	145.85136413574219	99.607841491699219	52.156864166259766	100	96.078430175781236	64.375	4.6629271507263184	245.89546200000001	246.195211	246.195211	39.999954000000002	39.999954000000002	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.379013	64.428939	55.000056999999998	55.000056999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.879509000000001	13.734983	-0.069879999999999998	-0.053917	-0.21440500000000001	-0.21440500000000001	58.509666442871094	58.448655000000002	58.393228999999998	1.09375	1.100608	1.099812	42.979076385498047	43.678986000000002	44.992463999999998	37.967799999999997	1816.7327880859375	1816.732788	1816.1146429999999	1814.582498	1377.6290283203125	1366.1160890000001	1361.1076029999999	1361.3301710000001	37.239063262939453	38.137096999999997	38.207929	38.097841000000003	3.016279935836792	3.0419200000000002	3.013944	3.0095510000000001	92.139442443847642	94.093282000000002	94.093282000000002	1	1	1000	1000	1000	1000	40	40	50	50	20	20	0	0	30	30	90	90	0	0	100	100	50	50	89.658441999999994	89.788515000000004	10	10	40	40	10	10	30	30	30	30	48.476680000000002	48.476680000000002	10	10	10	10	0	0	0	0	0	0	0	0	3638.1351209999998	3638.2651949999999	3.028073	3.028073	13.470677	13.06049	13.070638000000001	246.195211	245.89546200000001	0.34107700000000002	0.34100000000000003	14	14	-17638.476198	-17638.606195	0.183334	0.183334
1293601	2025-02-05 02:38:32	242.06320190429688	41.960784912109375	144.46099853515625	100	52.156864166259766	100	96.078430175781236	64.529998779296875	4.642484188079834	245.397064	245.09706399999999	245.09706399999999	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.549377000000007	64.649377000000001	55.000056999999998	55.000056999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.618950999999999	13.82339	-0.116032	-0.126	0.088406999999999999	0.088406999999999999	58.368690490722656	58.202517	58.258006999999999	0.85431134700775146	0.86036299999999999	0.86116000000000004	47.671314239501953	46.275122000000003	40.828259000000003	47.081631999999999	1861.3011474609375	1853.5808509999999	1850.0719690000001	1850.8249450000001	1341.71728515625	1359.7262270000001	1354.9361590000001	1354.7134000000001	38.206806182861328	37.699955000000003	37.895217000000002	37.674742000000002	3.0410993099212646	3.0286900000000001	3.0354909999999999	3.0371260000000002	92.355087280273438	94.476742999999999	94.476742999999999	0	0	0	0	0	0	40	40	50	50	20	20	0	0	30	30	89.997840999999994	89.975251999999998	0	0	100	100	50	50	89.892944	89.708949000000004	10	10	40	40	10	10	30	30	30	30	48.380814000000001	48.380814000000001	10	10	10	10	0	0	0	0	0	0	0	0	1638.2715989999999	1638.0650149999999	3.012804	3.012804	13.430406	13.231097999999999	13.216184999999999	245.09706399999999	245.397064	0.339889	0.33996700000000002	14	14	-15638.611488	-15638.404982	0.183334	0.183334
1293602	2025-02-05 02:39:32	245.52801513671875	41.568626403808594	145.46995544433594	100	52.156864166259766	100	96.078430175781236	64.394996643066406	4.6430091857910156	245.09707599999999	245.39682500000001	245.39682500000001	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.649376000000004	64.699302000000003	55.000056999999998	55.000056999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.753511	13.608985000000001	-0.069879999999999998	-0.053917	-0.21440500000000001	-0.21440500000000001	58.870460510253906	58.816775999999997	58.761353	0.98379629850387573	0.99233899999999997	0.99154399999999998	53.593910217285149	48.081434000000002	50.070504	43.044800000000002	1835.724853515625	1835.7248540000001	1834.3702599999999	1832.8378439999999	1346.61865234375	1357.2654110000001	1351.979165	1352.201712	37.699451446533203	37.411838000000003	37.463233000000002	37.353138000000001	3.012737512588501	3.0269180000000002	3.0002740000000001	2.9958809999999998	92.758018493652358	94.951127999999997	94.951127999999997	1	1	1000	1000	1000	1000	40	40	50	50	20	20	0	0	30	30	90	90	0	0	100	100	50	50	89.771839999999997	89.901912999999993	10	10	40	40	10	10	30	30	30	30	48.262217999999997	48.262217999999997	10	10	10	10	0	0	0	0	0	0	0	0	3638.0340580000002	3638.164131	3.0131839999999999	3.0131839999999999	13.165898	13.137141	13.147413999999999	245.39682500000001	245.09707599999999	0.34002900000000003	0.33995199999999998	14	14	-17638.374088	-17638.504084	0.183334	0.183334
1293603	2025-02-05 02:40:32	245.50973510742188	41.960784912109375	145.51791381835938	99.607841491699219	52.156864166259766	100	96.078430175781236	64.650001525878906	4.6359119415283203	245.09707599999999	245.39682500000001	245.39682500000001	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.649376000000004	64.699302000000003	55.000056999999998	55.000056999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.543074000000001	13.482987	-0.065910999999999997	-0.053917	-0.125998	-0.125998	59.071754455566406	59.023743000000003	58.968322000000001	0.72410303354263317	0.73466600000000004	0.73387000000000002	50.616485595703125	50.627237000000001	56.354007000000003	49.480485000000002	1808.2415771484375	1808.241577	1806.7256689999999	1805.1931890000001	1362.591064453125	1357.1390080000001	1351.9082470000001	1352.1307979999999	37.747825622558594	37.723286999999999	37.806849	37.696761000000002	2.9638617038726807	2.9883000000000002	2.9796939999999998	2.975311	92.710159301757812	95.005041000000006	95.005041000000006	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	89.961234000000005	90	10	10	40	40	10	10	30	30	30	30	48.248739999999998	48.248739999999998	10	10	10	10	0	0	0	0	0	0	0	0	3638.209973	3638.24874	2.9751479999999999	2.9751479999999999	13.156103999999999	13.025600000000001	13.035736	245.39682500000001	245.09707599999999	0.33781699999999998	0.33773999999999998	14	14	-17638.547790000001	-17638.586479000001	0.183334	0.183334
1293604	2025-02-05 02:41:32	244.59518432617188	41.568626403808594	146.31053161621094	100	52.156864166259766	100	96.078430175781236	64.709999084472656	4.6394486427307129	245.39683500000001	245.69638800000001	245.69638800000001	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.699303	64.685134000000005	55.000056999999998	55.000056999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.499988999999999	13.482987	0.017002	0.022993	0	0	59.908454895019531	59.867497999999998	59.812114999999999	0.87745958566665649	0.89032199999999995	0.88952699999999996	48.547397613525391	50.919263999999998	63.930903999999998	57.802864	1847.5206298828125	1830.4956870000001	1828.8419510000001	1827.6440600000001	1366.1387939453125	1354.266449	1349.2700150000001	1349.4924410000001	38.166847229003906	37.955233	37.949291000000002	37.980533999999999	2.9971599578857422	2.9805109999999999	3.0228299999999999	3.019641	92.476608276367188	94.872315	94.872315	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.281920999999997	48.281920999999997	10	10	10	10	0	0	0	0	0	0	0	0	3638.2819209999998	3638.2819209999998	2.96685	2.96685	13.175719000000001	13.089575	13.101705000000001	245.69638800000001	245.39683500000001	0.33738400000000002	0.33730700000000002	14	14	-17638.619305	-17638.619228	0.183334	0.183334
1293605	2025-02-05 02:42:32	249.4146423339844	41.960784912109375	145.44047546386719	99.607841491699219	52.156864166259766	100	96.078430175781236	64.709999084472656	4.6492695808410645	245.39683500000001	245.69638800000001	245.69638800000001	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.699303	64.690127000000004	55.000056999999998	55.000056999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.499993	13.429069999999999	0.017006	0.017002	-0.053917	-0.053917	58.877197265625	58.842306000000001	58.786924999999997	0.88614004850387573	0.900667	0.89987200000000001	50.187210083007805	49.783698000000001	62.888007000000002	56.742641999999996	1877.8555908203125	1844.539266	1842.830424	1841.6065160000001	1356.4842529296875	1357.9581909999999	1353.1562300000001	1353.3786729999999	38.155399322509766	37.942380999999997	38.001218999999999	38.021450000000002	3.0028307437896729	2.9999950000000002	3.042227	3.0389469999999998	92.328636169433594	94.787660000000002	94.787660000000002	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.303085000000003	48.303085000000003	10	10	10	10	0	0	0	0	0	0	0	0	3638.303085	3638.303085	2.9854729999999998	2.9854729999999998	12.992179999999999	13.162537	13.174606000000001	245.69638800000001	245.39683500000001	0.33846100000000001	0.33838299999999999	14	14	-17638.641545999999	-17638.641468000002	0.183334	0.183334
1293606	2025-02-05 02:43:32	245.81053161621097	41.568626403808594	145.22111511230469	100	52.156864166259766	100	96.078430175781236	64.674995422363281	4.6232385635375977	245.69636499999999	245.99591799999999	245.99591799999999	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.685135000000002	64.635305000000002	55.000056999999998	55.000056999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.488866	13.429069999999999	0.059796000000000002	0.065786999999999998	0	0	57.970138549804688	57.941077	57.885697999999998	0.9765625	0.99282899999999996	0.992035	56.511402130126953	51.748669999999997	63.126789000000002	57.102209999999999	1811.0657958984375	1811.0657960000001	1808.731438	1807.7191130000001	1368.2587890625	1363.3682249999999	1358.65353	1358.875982	37.969535827636719	38.009901999999997	37.990119	38.099995	2.9685349464416504	2.9856829999999999	3.0096080000000001	3.0070670000000002	92.146507263183594	94.653274999999994	94.653274999999994	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.336680999999999	48.336680999999999	10	10	10	10	0	0	0	0	0	0	0	0	3638.3366810000002	3638.3366810000002	2.970507	2.970507	13.208786	13.030196	13.043315	245.99591799999999	245.69636499999999	0.337675	0.33759699999999998	14	14	-17638.674356	-17638.674278999999	0.183334	0.183334
1293607	2025-02-05 02:44:32	242.7935791015625	41.960784912109375	145.11088562011719	100	52.156864166259766	100	96.078430175781236	64.730003356933594	4.6472043991088867	245.69636499999999	245.396365	245.396365	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.690124999999995	64.636066	55.000056999999998	55.000056999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.499931	13.452062	0.070860999999999993	0.058869999999999999	0.022991999999999999	0.022991999999999999	59.30401611328125	59.169612000000001	59.225090999999999	0.87673604488372803	0.89296500000000001	0.89376199999999995	48.6685791015625	51.789064000000003	43.659120999999999	50.904392000000001	1879.11767578125	1856.013021	1850.9992990000001	1852.555112	1378.465576171875	1367.336853	1363.2195529999999	1362.9967329999999	37.939357757568359	38.057785000000003	38.011245000000002	38.130450000000003	2.920382022857666	2.944458	2.913818	2.9182809999999999	91.915061950683594	94.445350000000005	94.445350000000005	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	89.970021000000003	89.923347000000007	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.388663000000001	48.388663000000001	10	10	10	10	0	0	0	0	0	0	0	0	1638.358684	1638.312009	2.9323429999999999	2.9323429999999999	13.432841	13.252967999999999	13.242696	245.396365	245.69636499999999	0.335225	0.33530199999999999	14	14	-15638.693909	-15638.647311000001	0.183334	0.183334
1293608	2025-02-05 02:45:32	245.92970275878903	41.960784912109375	144.94097900390625	99.607841491699219	52.156864166259766	100	96.078430175781236	64.635002136230469	4.6060590744018555	245.99591100000001	246.29546300000001	246.29546300000001	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.635306999999997	64.595462999999995	55.000056999999998	55.000056999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.499874999999999	13.446075	0.047813000000000001	0.053803999999999998	-0.0059880000000000003	-0.0059880000000000003	58.166572570800781	58.147199999999998	58.091824000000003	0.76099532842636108	0.77993900000000005	0.77914399999999995	57.408306121826179	54.196095999999997	62.515842999999997	56.291688999999998	1828.080810546875	1828.080811	1825.672208	1824.607849	1353.8514404296875	1364.2650149999999	1359.8751749999999	1360.0976559999999	37.242771148681641	37.826765999999999	37.823988999999997	37.911845	2.9313561916351318	2.9258690000000001	2.925322	2.922593	92.061149597167969	94.567744000000005	94.567744000000005	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.358063999999999	48.358063999999999	10	10	10	10	0	0	0	0	0	0	0	0	3638.358064	3638.358064	2.9098869999999999	2.9098869999999999	13.180649000000001	13.087417	13.100288000000001	246.29546300000001	245.99591100000001	0.33416800000000002	0.33409100000000003	14	14	-17638.692232000001	-17638.692155000001	0.183334	0.183334
1293609	2025-02-05 02:46:32	246.21867370605469	41.568626403808594	144.56398010253906	100	52.156864166259766	100	96.078430175781236	64.674995422363281	4.6430644989013672	245.39636200000001	245.096362	245.096362	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.636062999999993	64.596121999999994	55.000056999999998	55.000056999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.499995	13.517846	0.053920000000000003	0.041929000000000001	0.071772000000000002	0.071772000000000002	58.576972961425781	58.449584000000002	58.505060999999998	0.95703125	0.97565800000000003	0.97645400000000004	43.868808746337891	49.981898000000001	44.574148000000001	51.599626000000001	1881.6605224609375	1862.9530030000001	1858.359944	1859.842069	1363.0504150390625	1365.906555	1362.2096790000001	1361.9868240000001	37.185630798339837	37.584324000000002	37.601764000000003	37.689830000000001	2.8969511985778809	2.9141539999999999	2.9049770000000001	2.9091740000000001	92.380554199218764	94.759919999999994	94.759919999999994	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	89.749201999999997	89.704738000000006	0	0	100	100	50	50	90	89.983937999999995	10	10	40	40	10	10	30	30	30	30	48.310020000000002	48.310020000000002	10	10	10	10	0	0	0	0	0	0	0	0	1638.0592220000001	1637.9986960000001	2.8933249999999999	2.8933249999999999	13.266434	13.293430000000001	13.282669	245.096362	245.39636200000001	0.33286300000000002	0.33294000000000001	14	14	-15638.392083999999	-15638.331636000001	0.183334	0.183334
1293610	2025-02-05 02:47:32	247.95875549316409	41.568626403808594	145.06904602050781	100	51.764705657958984	100	96.078430175781236	64.590003967285156	4.6244874000549316	246.29542499999999	246.595046	246.595046	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.595466999999999	64.600379000000004	55.000056999999998	55.000056999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.499961000000001	13.504949	-0.017885000000000002	9.7999999999999997e-05	-0.012897	-0.012897	59.151298522949219	59.134616000000001	59.079228999999998	0.64091432094573975	0.66203000000000001	0.66123600000000005	44.984588623046875	48.753900999999999	59.375253999999998	53.042709000000002	1838.4306640625	1838.430664	1836.8523990000001	1835.5548690000001	1372.7427978515625	1367.0275569999999	1363.0959190000001	1363.3184879999999	36.003013610839844	37.092692999999997	37.191915999999999	37.181086000000001	2.8537893295288086	2.8753700000000002	2.8940760000000001	2.890533	92.708396911621094	94.896963999999997	94.896963999999997	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	89.995546000000004	10	10	40	40	10	10	30	30	30	30	48.275759000000001	48.275759000000001	10	10	10	10	0	0	0	0	0	0	0	0	3638.2757590000001	3638.2713050000002	2.8523559999999999	2.8523559999999999	13.121178	13.127352999999999	13.138914	246.595046	246.29542499999999	0.33086700000000002	0.33078999999999997	14	14	-17638.606626000001	-17638.602094999998	0.183334	0.183334
1293611	2025-02-05 02:48:32	245.30360412597656	41.960784912109375	145.283935546875	100	51.764705657958984	100	96.078430175781236	64.580001831054688	4.6474194526672363	245.09637499999999	245.396063	245.396063	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.596123000000006	64.615297999999996	55.000056999999998	55.000056999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.499919999999999	13.571645	-0.0050289999999999996	-0.017017000000000001	0.066696000000000005	0.066696000000000005	57.602691650390625	57.585234	57.529834000000001	0.89048033952713013	0.91255200000000003	0.91175700000000004	49.244892120361328	46.032763000000003	54.111725999999997	47.576425	1808.1082763671875	1808.1082759999999	1807.035772	1805.663832	1350.4981689453125	1360.0357059999999	1356.375898	1356.5985390000001	36.999507904052734	36.857731000000001	36.986970999999997	36.944696	2.8149538040161133	2.8343720000000001	2.831747	2.8279359999999998	92.910530090332031	94.935384999999997	94.935384999999997	1	1	1000	1000	1000	1000	40	40	50	50	20	20	0	0	30	30	90	90	0	0	100	100	50	50	90	89.935518999999999	10	10	40	40	10	10	30	30	30	30	48.266154	48.266154	10	10	10	10	0	0	0	0	0	0	0	0	3638.2661539999999	3638.201673	2.8073079999999999	2.8073079999999999	13.2066	13.041767999999999	13.052853000000001	245.396063	245.09637499999999	0.32793699999999998	0.32785999999999998	14	14	-17638.594090999999	-17638.529533000001	0.183334	0.183334
1293612	2025-02-05 02:49:32	249.49609375	41.960784912109375	145.79862976074219	100	52.156864166259766	100	96.078430175781236	64.639999389648438	4.6218905448913574	246.595032	246.894746	246.894746	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.600380000000001	64.640122000000005	55.000056999999998	55.000056999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.499974	13.546877	-0.071670999999999999	-0.041695999999999997	-0.024767999999999998	-0.024767999999999998	59.280784606933594	59.262228999999998	59.206823999999997	0.78848379850387573	0.81139799999999995	0.81060299999999996	44.805511474609375	46.344996999999999	56.712285000000001	50.177436999999998	1810.748291015625	1810.7482910000001	1809.8621700000001	1808.3830820000001	1363.7772216796875	1362.517151	1359.121506	1359.344188	38.074863433837891	37.065753999999998	37.255460999999997	37.167848999999997	2.8033041954040527	2.809129	2.8195540000000001	2.8153730000000001	92.667381286621094	94.495203000000004	94.495203000000004	1	1	1000	1000	1000	1000	40	40	50	50	20	20	0	0	30	30	90	90	0	0	100	100	50	50	90	89.957811000000007	10	10	40	40	10	10	30	30	30	30	48.376199	48.376199	10	10	10	10	0	0	0	0	0	0	0	0	3638.3761989999998	3638.33401	2.7828840000000001	2.7828840000000001	12.900717999999999	12.986259	12.996592	246.894746	246.595032	0.32686399999999999	0.32678699999999999	14	14	-17638.703063000001	-17638.660797	0.183334	0.183334
1293613	2025-02-05 02:50:32	242.03399658203125	41.960784912109375	145.76145935058594	100	52.156864166259766	100	96.078430175781236	64.680000305175781	4.6416611671447754	245.39605700000001	245.695806	245.695806	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.615295000000003	64.665222	55.000056999999998	55.000056999999998	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.516939000000001	13.571740999999999	-0.029937999999999999	-0.053917	0.024865000000000002	0.024865000000000002	60.418144226074219	60.399044000000004	60.343631999999999	0.66044557094573975	0.68491500000000005	0.68411999999999995	37.254444122314453	43.768282999999997	48.492486	41.592832999999999	1920.6441650390625	1846.5002440000001	1846.012381	1844.4802589999999	1350.785888671875	1359.4510190000001	1356.4624080000001	1356.6851489999999	39.922115325927734	37.749875000000003	37.921585	37.811515999999997	2.9505987167358398	2.876951	2.842571	2.8381829999999999	92.272705078125	93.916475000000005	93.916475000000005	1	1	1000	1000	1000	1000	40	40	50	50	20	20	0	0	30	30	90	90	0	0	100	100	50	50	89.984755000000007	89.935433000000003	10	10	40	40	10	10	30	30	30	30	48.520881000000003	48.520881000000003	10	10	10	10	0	0	0	0	0	0	0	0	3638.5056370000002	3638.456314	2.8529040000000001	2.8529040000000001	13.401840999999999	13.188651999999999	13.198976999999999	245.695806	245.39605700000001	0.33061400000000002	0.33053700000000003	14	14	-17638.83625	-17638.786851000001	0.183334	0.183334
1293614	2025-02-05 02:51:32	247.03846740722656	41.568626403808594	145.81913757324219	99.607841491699219	52.156864166259766	100	96.078430175781236	64.670005798339844	4.6757388114929199	246.894745	247.19445899999999	247.19445899999999	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999954000000002	95.999954000000002	64.640120999999994	64.680042	55.000056999999998	55.000056999999998	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	13.880000114440918	13.499858	13.529863000000001	-0.071884000000000003	-0.041910000000000003	-0.041877999999999999	-0.041877999999999999	60.624168395996094	60.598996	60.543588999999997	0.74291092157363892	0.76846599999999998	0.76767099999999999	44.997119903564453	42.352359	50.426730999999997	43.798381999999997	1848.5938720703125	1848.5938719999999	1848.444933	1846.9651739999999	1355.236572265625	1355.0744629999999	1352.5466260000001	1352.7693790000001	38.533050537109375	38.382384000000002	38.561045	38.473039999999997	3.014164924621582	2.9823819999999999	2.9786709999999998	2.9744799999999998	91.862762451171875	93.333720999999997	93.333720999999997	1	1	1000	1000	1000	1000	40	40	50	50	20	20	0	0	30	30	90	90	0	0	100	100	50	50	90	89.973123000000001	10	10	40	40	10	10	30	30	30	30	48.66657	48.66657	10	10	10	10	0	0	0	0	0	0	0	0	3638.6665699999999	3638.6396930000001	2.955047	2.955047	13.169821000000001	13.10528	13.115741	247.19445899999999	246.894745	0.33698400000000001	0.33690700000000001	14	14	-17639.003553999999	-17638.976600000002	0.183334	0.183334
