442557	2025-03-31 08:28:27	85.099250793457017	54.296791076660163	95.849998474121094	4912	57.961372375488281	3200.14892578125	50.760215759277344	23.153593063354492	5.158355712890625	55	55	55.266330718994141	55	55.379764556884766	55	55.724349975585938	2	55.166809000000001	27.239585876464844	33.779106140136719	8.1981029510498047	8.0641651153564453	0	1	0	1	0	1	3537.7969840000001	58.110340999999998	0	0	0	1	85.493317000000005	85.593258000000006	85.593258000000006	55	55.249960000000002	95.675402000000005	4828.7739279999996	3545.5493839999999	50.765625	23.15616	5.1742049999999997	95.712896000000001	4841.2719340000003	58.377634	3545.4742110000002	50.764175999999999	23.158643999999999	5.1746809999999996	59.072791000000002	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	0.066484000000000001	0	-12.03262	0	0.066484000000000001	0.465387	-0.014367	-0.044490000000000002	0.068115999999999996	-0.163603	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	85.593258000000006	3676.9731400000001	0.42796600000000001	-400800.332291	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	800	4	85.493317000000005	3676.9211989999999	0.42746699999999999	-400800.33175399998	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442558	2025-03-31 08:29:28	85.711761474609375	54.296791076660163	95.849998474121094	4912	58.180747985839837	3783.542236328125	51.254619598388672	23.069051742553711	5.4153027534484863	55	55	55.270610809326179	55	55.386184692382812	55	55.745750427246094	2	55.174833999999997	27.44517707824707	33.513389587402344	8.151667594909668	8.1104717254638672	0	1	1	0	0	1	3570.5430500000002	58.161864000000001	0	0	0	1	85.531738000000004	85.631679000000005	85.631679000000005	55	55.249957999999999	95.678059000000005	4826.2609110000003	3577.7594020000001	51.260103000000001	23.071729999999999	5.4306140000000003	95.715552000000002	4838.7588159999996	58.699730000000002	3577.6842259999999	51.258654	23.074214999999999	5.4310900000000002	59.395077000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.35901699999999998	0	-15.011024000000001	0	-0.35901699999999998	-2.513118	0.0026559999999999999	-0.044490000000000002	0.0043959999999999997	-0.227386	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	85.631679000000005	3709.6550219999999	0.42815799999999998	-400800.33247999998	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	800	4	85.531738000000004	3709.6030820000001	0.42765900000000001	-400800.33194300003	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442559	2025-03-31 08:30:28	84.092742919921875	54.292510986328125	95.849998474121094	4912	57.753196716308594	3369.65771484375	52.586929321289062	23.102226257324219	5.3741912841796875	55	55	55.259910583496094	55	55.375484466552734	55	55.726486206054688	2	55.163598	26.980022430419918	34.318328857421875	8.1395702362060547	8.191563606262207	0	1	0	1	0	1	3519.0340169999999	58.123544000000003	0	0	0	1	85.730789000000001	85.830730000000003	85.830730000000003	55	55.249958999999997	95.669747000000001	4823.2262860000001	3525.1170849999999	52.592134000000001	23.104821000000001	5.3890849999999997	95.707240999999996	4835.7242569999999	58.236851999999999	3525.0418989999998	52.590685000000001	23.107306000000001	5.3895609999999996	58.931958000000002	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-0.433508	0	-15.53253	0	-0.433508	-3.0345580000000001	-0.0083119999999999999	-0.044490000000000002	-0.095752000000000004	-0.32745400000000002	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	85.830730000000003	3658.3478490000002	0.42915399999999998	-400800.333484	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	800	4	85.730789000000001	3658.295901	0.42865399999999998	-400800.33294699999	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442560	2025-03-31 08:31:28	85.395950317382812	54.292510986328125	95.849998474121094	4912	57.685062408447266	3823.479248046875	51.903114318847656	23.08082389831543	5.3136658668518066	55	55	55.266330718994141	55	55.37762451171875	55	55.722206115722656	2	55.164667999999999	26.981117248535156	34.236793518066406	8.1554603576660156	8.2088956832885742	0	1	1	0	0	1	3522.7865940000002	58.007084999999996	0	0	0	1	85.781502000000003	85.856178	85.856178	55	55.249993000000003	95.661000000000001	4821.3650239999997	3528.649371	51.907907999999999	23.084364000000001	5.330368	95.698498999999998	4833.8646930000004	59.789811	3528.5615429999998	51.906835000000001	23.086220000000001	5.330724	59.998694999999998	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.265652	0	-14.359234000000001	0	-0.265652	-1.859564	-0.0087419999999999998	-0.042726	0.33513500000000002	0.26550699999999999	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	85.856178	3661.0219999999999	0.42928100000000002	-400800.33361999999	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	800	4	85.781502000000003	3660.961542	0.42890800000000001	-400800.333209	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442561	2025-03-31 08:32:28	85.803085327148438	54.292510986328125	95.849998474121094	4912	57.886722564697266	3663.088134765625	52.394309997558594	23.278797149658203	5.2211647033691406	55	55	55.259910583496094	55	55.381904602050781	55	55.713645935058594	2	55.161993000000002	26.904806137084961	35.091468811035156	8.1507244110107422	8.1812992095947266	0	1	0	1	0	1	3551.4946829999999	57.893419999999999	0	0	0	1	86.197792000000007	86.297732999999994	86.297732999999994	55	55.249958999999997	95.644660000000002	4821.1799819999997	3557.5877690000002	52.399939000000003	23.283272	5.2339510000000002	95.682153999999997	4833.6779239999996	58.285603999999999	3557.5125870000002	52.398490000000002	23.285755999999999	5.2344270000000002	58.980955000000002	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-0.026681	0	-12.684711	0	-0.026681	-0.18676899999999999	-0.016344999999999998	-0.044490000000000002	0.29948000000000002	0.067696000000000006	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	86.297732999999994	3690.614951	0.43148900000000001	-400800.33584399999	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	800	4	86.197792000000007	3690.5630249999999	0.43098900000000001	-400800.33530699997	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442562	2025-03-31 08:33:28	85.261573791503906	54.294651031494141	95.849998474121094	4912	58.248569488525391	3716.38037109375	52.047584533691406	23.018754959106445	5.2040348052978516	55	55	55.268470764160163	55	55.384048461914062	55	55.743610382080078	2	55.172694999999997	26.148590087890625	34.489967346191406	8.1965494155883789	8.1629819869995117	0	1	1	0	0	1	3556.0890840000002	57.950859999999999	0	0	0	1	85.910506999999996	86.010447999999997	86.010447999999997	55	55.249957999999999	95.640145000000004	4821.9358050000001	3561.5552990000001	52.054105999999997	23.023399999999999	5.2132449999999997	95.677638999999999	4834.433704	58.183349	3561.4801130000001	52.052657000000004	23.025884999999999	5.2137209999999996	58.878715999999997	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	0.107969	0	-11.742119000000001	0	0.107969	0.75578100000000004	-0.0045149999999999999	-0.044490000000000002	0.356348	0.12456	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	86.010447999999997	3694.1025030000001	0.43005199999999999	-400800.33441200003	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	800	4	85.910506999999996	3694.0506030000001	0.42955300000000002	-400800.33387500001	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442563	2025-03-31 08:34:28	84.387504577636719	54.294651031494141	95.849998474121094	4912	58.233875274658203	3803.57470703125	52.179210662841797	23.161083221435547	5.2931103706359863	55	55	55.268470764160163	55	55.384048461914062	55	55.737190246582031	2	55.17109	27.647504806518555	33.798828125	8.1740379333496094	8.2737293243408203	0	1	0	1	0	1	3567.1042750000001	57.961485000000003	0	0	0	1	86.051017999999999	86.150959	86.150959	55	55.249958999999997	95.645281999999995	4821.9363469999998	3572.0147940000002	52.186266000000003	23.165606	5.2932819999999996	95.682776000000004	4834.4343179999996	58.640534000000002	3571.939605	52.184817000000002	23.168089999999999	5.2937580000000004	59.336481999999997	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	8.7999999999999998e-05	0	-12.497356999999999	0	8.7999999999999998e-05	0.00061300000000000005	0.0051370000000000001	-0.044490000000000002	0.19794900000000001	-0.034033000000000001	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	86.150959	3705.0216019999998	0.430755	-400800.33510999999	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	800	4	86.051017999999999	3704.9697729999998	0.430255	-400800.33457200002	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442564	2025-03-31 08:35:28	87.46624755859375	54.294651031494141	95.849998474121094	4912	57.853122711181641	3235.077880859375	51.495399475097656	22.928863525390625	5.3616294860839844	55	55	55.259910583496094	55	55.379764556884766	55	55.711505889892578	2	55.161458000000003	28.112682342529297	34.935955047607422	8.6285829544067383	8.240321159362793	0	1	1	0	0	1	3549.3115229999999	57.981470000000002	0	0	0	1	86.028808999999995	86.054519999999997	86.054519999999997	55	55.249961999999996	95.641141000000005	4822.4047810000002	3553.1112330000001	51.501643000000001	22.934947000000001	5.3588370000000003	95.678635	4834.902873	60.738790000000002	3552.9989529999998	51.501296000000004	22.935587000000002	5.3589589999999996	59.998038000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	0.066935999999999996	0	-12.029536999999999	0	0.066935999999999996	0.468555	-0.0041409999999999997	-0.039294000000000003	0.603406	0.85032300000000005	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	86.054519999999997	3685.2738749999999	0.43027300000000002	-400800.33463100001	100	100	0	0	15	15	59.557321999999999	30	60	20	40	10	30	10	70	40	1	100	100	799.557322	4	86.028808999999995	3685.1972019999998	0.43014400000000003	-400799.891787	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442565	2025-03-31 08:36:28	86.56500244140625	54.294651031494141	95.849998474121094	4912	58.090229034423821	3361.952880859375	51.511447906494141	23.18034553527832	5.2325849533081055	55	55	55.268470764160163	55	55.379764556884766	55	55.720069885253906	2	55.165739000000002	27.617425918579105	34.411331176757812	8.8213577270507812	8.2617244720458984	0	1	0	1	0	1	3550.7669000000001	58.062503999999997	0	0	0	1	86.207108000000005	86.275970999999998	86.275970999999998	55	55.249949999999998	95.635679999999994	4821.7339419999998	3553.0641460000002	51.518602999999999	23.185790999999998	5.2251159999999999	95.673171999999994	4834.2314319999996	59.899597999999997	3552.973418	51.517614999999999	23.187503	5.2254440000000004	59.997084000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-0.095920000000000005	0	-13.168931000000001	0	-0.095920000000000005	-0.67144099999999995	-0.005463	-0.042313000000000003	1.0658799999999999	1.0333840000000001	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	700	4	86.275970999999998	3685.6697140000001	0.43137999999999999	-400700.33574399998	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	0	0	0	700	4	86.207108000000005	3685.6075289999999	0.43103599999999997	-400700.33536199998	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442566	2025-03-31 08:37:28	86.242988586425781	54.294651031494141	95.849998474121094	4912	57.782203674316406	3699.4296875	52.01226806640625	23.362268447875977	5.2017507553100586	55	55	55.259910583496094	55	55.375484466552734	55	55.707225799560547	2	55.159317999999999	28.005252838134769	33.838699340820312	8.8450937271118164	8.1803512573242188	0	1	1	0	0	1	3606.2425400000002	58.041600000000003	0	0	0	1	86.364540000000005	86.464481000000006	86.464481000000006	55	55.249960000000002	95.623928000000006	4820.1414109999996	3608.9611060000002	52.020333000000001	23.366869999999999	5.1885500000000002	95.661422000000002	4832.6394170000003	59.091678000000002	3608.8858989999999	52.018884	23.369354000000001	5.1890260000000001	59.788279000000003	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.22743099999999999	0	-14.090021	0	-0.22743099999999999	-1.592015	-0.011750999999999999	-0.044490000000000002	1.318335	1.0861350000000001	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	86.464481000000006	3742.342134	0.43232199999999998	-400800.33669800003	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	800	4	86.364540000000005	3742.2903959999999	0.43182300000000001	-400800.33616100001	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442567	2025-03-31 08:38:28	86.3555908203125	54.301071166992195	95.849998474121094	4912	58.405124664306641	3957.674072265625	51.777912139892578	23.062631607055664	5.1309480667114258	55	55	55.272750854492195	55	55.379764556884766	55	55.726486206054688	2	55.170017999999999	27.519962310791016	34.227676391601562	8.8392887115478516	8.3764743804931641	0	1	0	1	0	1	3625.590522	58.072910999999998	0	0	0	1	86.551413999999994	86.651356000000007	86.651356000000007	55	55.249958999999997	95.611877000000007	4819.9571880000003	3627.8285470000001	51.786411999999999	23.067049000000001	5.1126620000000003	95.649371000000002	4832.4551259999998	59.145871999999997	3627.753338	51.784962999999998	23.069534000000001	5.1131380000000002	59.842621999999999	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-0.026327	0	-12.682230000000001	0	-0.026327	-0.18429100000000001	-0.012050999999999999	-0.044490000000000002	1.385554	1.1533040000000001	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	86.651356000000007	3760.8057520000002	0.433257	-400800.33764500002	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	800	4	86.551413999999994	3760.754054	0.432757	-400800.33710800001	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442568	2025-03-31 08:39:28	87.428047180175781	54.298931121826179	95.849998474121094	4912	58.417423248291016	3585.01123046875	52.179210662841797	22.997352600097656	5.1492195129394531	55	55	55.268470764160163	55	55.386184692382812	55	55.717926025390625	2	55.167878000000002	27.585103988647461	35.168182373046875	8.7925052642822266	8.2748136520385742	0	1	1	0	0	1	3649.5186899999999	58.109620999999997	0	0	0	1	86.526413000000005	86.525473000000005	86.525473000000005	55	55.249893	95.606221000000005	4823.575331	3650.883464	52.186450000000001	23.003895	5.1302219999999998	95.643704999999997	4836.0699850000001	61.256954	3650.7579030000002	52.186498999999998	23.003871	5.130217	59.997917999999999	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	0.51640799999999998	0	-8.8797949999999997	0	0.51640799999999998	3.614859	-0.005666	-0.037418	1.4946299999999999	1.914309	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	800	4	86.525473000000005	3784.2395820000002	0.43262699999999998	-400800.33702099998	100	100	0	0	15	15	59.246420000000001	30	60	20	40	10	30	10	70	40	1	100	100	799.24641999999994	4	86.526413000000005	3784.154207	0.43263200000000002	-400799.58340800001	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
442569	2025-03-31 08:40:28	86.622291564941406	54.296791076660163	95.849998474121094	4912	58.107765197753906	3697.50341796875	51.928802490234375	22.843254089355469	5.355919361114502	55	55	55.262050628662109	55	55.37762451171875	55	55.724349975585938	2	55.165204000000003	27.425331115722656	34.636054992675781	8.8342828750610352	8.3077564239501953	0	1	0	1	0	1	3635.5213760000001	58.160549000000003	0	0	0	1	86.386047000000005	86.540542000000002	86.540542000000002	55	55.249920000000003	95.612004999999996	4828.0312389999999	3636.2359759999999	51.938656000000002	22.845925000000001	5.3350090000000003	95.649493000000007	4840.5272640000003	58.257463999999999	3636.1880150000002	51.936396000000002	22.849765000000001	5.3357450000000002	59.997577	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	0.63675400000000004	0	-8.0387459999999997	0	0.63675400000000004	4.4572779999999996	0.0057879999999999997	-0.048302999999999999	1.6548	1.074762	100	100	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	700	4	86.540542000000002	3769.2870509999998	0.432703	-400700.33709099999	100	100	0	0	15	15	60	30	60	20	40	10	30	10	70	40	0	0	0	700	4	86.386047000000005	3769.2535929999999	0.43192999999999998	-400700.336281	3.5	9.5999999999999996	9.6009419999999999	95	94.999142000000006	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	-622001.855033	-622001.85530699999	1.981133	1.981282	0	2200	2800	2340	2122.9188960000001	2126.0115310000001	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.6555580000000001	2.6411950000000002	4912	4911.6622459999999	-0.21160999999999999	null	0	-0.12614300000000001	0	-0.014363000000000001	5.7400000000000002	5.7403760000000004	5.7399997711181641	81.800000999999995	81.849059999999994	81.800000999999995	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	0	0	0	20000	20000	1	1	1	1	8.5500000000000007	8.5999999999999996	0	0	0	-1.786756	0	0	0	-3.092635	6596.4061769999998	6594.6194210000003	0.98113300000000003	1	0.98128199999999999	1	0	1	1	5970	6370	6750	6750	6750
