10359433	2025-03-31 06:45:00	1	1	0	0.5	1	1	-10000181.477791	-10000181.477791	15.00732	15.007353999999999	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.790256999999997	37.789541999999997	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.261173999999997	88.261971000000003	-0.0019559999999999998	-0.0011590000000000001	1026.4022216796875	1023.942507	1023.942507	12.485002517700195	12.275212	12.28021	26.867218017578125	26.781497000000002	26.781497000000002	-0.26812200000000003	-0.26812200000000003	4.597620964050293	4.5578000000000003	4.5578139999999996	-0.085096000000000005	-0.085093000000000002	81	81.184273000000005	81.184273000000005	0.50092099999999995	0.50092099999999995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.495808	11.495808	12	12	0	0	0	0	7.9834829999999997	7.9834829999999997	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.47929199999999	181.47929199999999	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	144.5130615234375	7.8357548713684082	35	495.56207275390625	99.635215759277344	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359434	2025-03-31 06:45:30	1	1	1	0.5	1	1	-10000181.539399	-10000181.539399	15.080220000000001	15.080220000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.789543000000002	37.789543000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.261979999999994	88.261184	9.0000000000000002e-06	-0.00078799999999999996	1037.7138671875	1035.2172410000001	1035.2172410000001	11.776778221130373	11.571771	11.571771	27.334390640258789	27.247834000000001	27.247834000000001	-0.15831400000000001	-0.15831400000000001	4.8290133476257324	4.8909450000000003	4.8909450000000003	0.025406999999999999	0.025406999999999999	81	81.190224999999998	81.190224999999998	0.50095100000000004	0.50095100000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.540907000000001	11.540907000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.540907	181.540907	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	145.78050231933594	7.8357548713684082	35	495.50320434570313	99.633255004882813	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359435	2025-03-31 06:46:00	1	1	0	0.5	1	1	-10000181.57567	-10000181.57567	15.148785	15.148819	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.789543000000002	37.788829	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.275580000000005	88.276377999999994	0.014397	0.015193999999999999	1046.7816162109375	1044.2866220000001	1044.2866220000001	12.654791831970217	12.444879999999999	12.449878	27.340280532836911	27.254086000000001	27.254086000000001	-0.215166	-0.215166	4.9502019882202148	5.0247570000000001	5.0247279999999996	0.14372699999999999	0.14372099999999999	81	81.195849999999993	81.195849999999993	0.50097899999999995	0.50097899999999995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.577185	11.577185	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.57718499999999	181.57718499999999	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	144.88240051269531	7.8079605102539054	35	495.50320434570313	99.631286621093764	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359436	2025-03-31 06:46:30	1	1	1	0.5	1	1	-10000181.545667	-10000181.545667	15.09712	15.097155000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.788829999999997	37.788116000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.279954000000004	88.279955000000001	0.0035760000000000002	0.0035769999999999999	1039.29296875	1036.784449	1036.784449	12.66478157043457	12.455213000000001	12.460212	27.408000946044918	27.323148	27.323148	-0.28742099999999998	-0.28742099999999998	4.5227179527282715	4.5849310000000001	4.5849019999999996	-0.019685999999999999	-0.019691	81	81.201391999999998	81.201391999999998	0.50100699999999998	0.50100699999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.547176	11.547176	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.54717600000001	181.54717600000001	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	145.53878784179688	7.7999510765075684	35	495.5325927734375	99.623435974121094	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359437	2025-03-31 06:47:00	1	1	0	0.5	1	1	-10000181.422626	-10000181.422626	14.902867000000001	14.902901999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.788116000000002	37.787402	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.280958999999996	88.280959999999993	0.001005	0.001005	1011.2200317382813	1008.670445	1008.670445	12.610378265380859	12.400601	12.405599	26.941808700561523	26.85614	26.85614	-0.59426199999999996	-0.59426199999999996	4.7232561111450195	4.7752249999999998	4.7751950000000001	0.046918000000000001	0.046912000000000002	81	81.206850000000003	81.206850000000003	0.50103399999999998	0.50103399999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.43472	11.43472	12	12	0	0	0	0	7.9893960000000002	7.9893960000000002	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.424116	181.424116	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	144.15238952636719	7.7966547012329102	35	495.5325927734375	99.629325866699219	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359438	2025-03-31 06:47:30	1	1	1	0.5	1	1	-10000181.268621	-10000181.268621	14.615690000000001	14.615724	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.787402999999998	37.786689000000003	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.279399999999995	88.279400999999993	-0.00156	-0.00156	970.09777832031239	967.51122299999997	967.51122299999997	12.126564025878906	11.916281	11.921279	27.535591125488281	27.447949000000001	27.447949000000001	-0.38384699999999999	-0.38384699999999999	4.6529850959777832	4.7276049999999996	4.727576	0.058814999999999999	0.058809	81	81.212388000000004	81.212388000000004	0.50106200000000001	0.50106200000000001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.270082	11.270082	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.270082	181.270082	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	144.21440124511719	7.7980670928955069	35	495.47372436523438	99.615585327148438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359439	2025-03-31 06:48:00	1	1	0	0.5	1	1	-10000181.531482	-10000181.531482	15.069063999999999	15.069063999999999	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.78669	37.78669	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.268066000000005	88.267268999999999	-0.011335	-0.012130999999999999	1035.8717041015625	1033.2375280000001	1033.2375280000001	12.139784812927246	11.933755	11.933755	27.566015243530273	27.475470999999999	27.475470999999999	-0.32557900000000001	-0.32557900000000001	4.4523682594299316	4.37967	4.37967	-0.0044359999999999998	-0.0044359999999999998	81	81.217923999999996	81.217923999999996	0.50109000000000004	0.50109000000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.532989000000001	11.532989000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.53298899999999	181.53298899999999	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	145.88786315917969	7.818795680999755	35	495.50320434570313	99.6195068359375	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359440	2025-03-31 06:48:30	1	1	1	0.5	1	1	-10000181.608775999	-10000181.608775999	15.206201999999999	15.206201999999999	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.78669	37.78669	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.28877	88.28877	0.021500999999999999	0.021500999999999999	1055.2509765625	1052.5644689999999	1052.5644689999999	12.699580192565918	12.493057	12.493057	27.215635299682617	27.123169000000001	27.123169000000001	-0.340084	-0.340084	4.4994168281555176	4.4300920000000001	4.4300920000000001	-0.087913000000000005	-0.087913000000000005	80.999519348144531	81.223222000000007	81.223222000000007	0.50111899999999998	0.50111899999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.610296999999999	11.610296999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.610297	181.610297	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	144.15286254882813	7.7794589996337891	35	495.50320434570313	99.623435974121094	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359441	2025-03-31 06:49:00	1	1	0	0.5	1	1	-10000181.537062	-10000181.537062	15.075663	15.075663	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.78669	37.78669	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.293910999999994	88.293910999999994	0.0051409999999999997	0.0051409999999999997	1037.357421875	1034.632685	1034.632685	11.702131271362305	11.495524	11.495524	27.101785659790039	27.008990000000001	27.008990000000001	-0.31818400000000002	-0.31818400000000002	4.7685489654541016	4.8427939999999996	4.8427939999999996	-0.040479000000000001	-0.040479000000000001	81	81.229804999999999	81.229804999999999	0.50114899999999996	0.50114899999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.538569000000001	11.538569000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.538569	181.538569	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	145.27484130859375	7.770036220550538	35	495.56207275390625	99.617546081542983	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359442	2025-03-31 06:49:30	1	1	1	0.5	1	1	-10000181.414799999	-10000181.414799999	14.870001	14.870001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.78669	37.78669	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.285028999999994	88.285028999999994	-0.0088830000000000003	-0.0088830000000000003	1006.8367919921876	1004.062262	1004.062262	12.449989318847656	12.242933000000001	12.242933000000001	27.510072708129883	27.415528999999999	27.415528999999999	-0.04879	-0.04879	4.8193697929382324	4.8992680000000002	4.8992680000000002	0.051433	0.051433	80.999923706054688	81.235828999999995	81.235828999999995	0.50117999999999996	0.50117999999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.416287000000001	11.416287000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.41628700000001	181.41628700000001	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	144.64016723632813	7.7862896919250497	35	495.56207275390625	99.625396728515625	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359443	2025-03-31 06:50:01	1	1	0	0.5	1	1	-10000181.433823001	-10000181.433823001	14.903085000000001	14.903119999999999	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.78669	37.785975999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.287321000000006	88.288117999999997	0.0022929999999999999	0.0030899999999999999	1011.671142578125	1008.818832	1008.818832	12.49644660949707	12.283860000000001	12.288855999999999	27.38739013671875	27.290766000000001	27.290766000000001	-0.045110999999999998	-0.045110999999999998	4.7009124755859375	4.6243550000000004	4.6243699999999999	0.019706000000000001	0.019709000000000001	81	81.242002999999997	81.242002999999997	0.50121000000000004	0.50121000000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.435313000000001	11.435313000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.43531300000001	181.43531300000001	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	144.55747985839844	7.7806363105773917	35	495.56207275390625	99.615585327148438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359444	2025-03-31 06:50:31	1	1	1	0.5	1	1	-10000181.677072	-10000181.677072	15.329347	15.329347	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.785975999999998	37.785975999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.296357	88.295561000000006	0.0082380000000000005	0.0074419999999999998	1073.6160888671875	1070.7164049999999	1070.7164049999999	12.406519889831545	12.19849	12.19849	27.034065246582031	26.935728000000001	26.935728000000001	-0.137763	-0.137763	4.7989287376403809	4.7265610000000002	4.7265610000000002	0.121972	0.121972	80.999900817871094	81.247755999999995	81.247755999999995	0.50123899999999999	0.50123899999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.682905	11.682905	12	12	0	0	0	0	7.9957010000000004	7.9957010000000004	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.678605	181.678605	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	143.98347473144531	7.765561580657959	35	495.56207275390625	99.621475219726563	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359445	2025-03-31 06:51:01	1	1	0	0.5	1	1	-10000181.659220999	-10000181.659220999	15.294494	15.294494	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.785975999999998	37.785975999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.303788999999995	88.303788999999995	0.0082290000000000002	0.0082290000000000002	1068.097900390625	1065.1778509999999	1065.1778509999999	12.89112377166748	12.682888999999999	12.682888999999999	27.184228897094727	27.085093000000001	27.085093000000001	-0.10097399999999999	-0.10097399999999999	4.6993618011474609	4.6336909999999998	4.6336909999999998	0.078344999999999998	0.078344999999999998	81	81.253461999999999	81.253461999999999	0.50126700000000002	0.50126700000000002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.66075	11.66075	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.66075000000001	181.66075000000001	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	146.62759399414065	7.7504863739013663	35	495.6209716796875	99.631286621093764	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359446	2025-03-31 06:51:31	1	1	1	0.5	1	1	-10000181.429242	-10000181.429242	14.897633000000001	14.897633000000001	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.785975999999998	37.785975999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.299671000000004	88.299671000000004	-0.0041190000000000003	-0.0041190000000000003	1010.5794677734376	1007.673437	1007.673437	12.846651077270508	12.638595	12.638595	27.375612258911133	27.277172	27.277172	-0.00042499999999999998	-0.00042499999999999998	4.3439946174621582	4.2717530000000004	4.2717530000000004	-0.047406999999999998	-0.047406999999999998	81	81.258741000000001	81.258741000000001	0.50129400000000002	0.50129400000000002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.430732000000001	11.430732000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.43073200000001	181.43073200000001	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	145.04014587402344	7.758023738861084	35	495.6209716796875	99.623435974121094	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359447	2025-03-31 06:52:01	1	1	0	0.5	1	1	-10000181.616062	-10000181.616062	15.218040999999999	15.218040999999999	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.785975999999998	37.785975999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.299152000000007	88.299152000000007	-0.00051900000000000004	-0.00051900000000000004	1057.3720703125	1054.491507	1054.491507	12.490482330322266	12.282926	12.282926	27.081174850463867	26.984681999999999	26.984681999999999	-0.16009799999999999	-0.16009799999999999	4.3936586380004883	4.3320619999999996	4.3320619999999996	-0.047945000000000002	-0.047945000000000002	81	81.263613000000007	81.263613000000007	0.50131800000000004	0.50131800000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.618005	11.618005	12	12	0	0	0	0	7.9995789999999998	7.9995789999999998	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.617583	181.617583	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	144.19723510742188	7.7589659690856925	35	495.65042114257818	99.609695434570327	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359448	2025-03-31 06:52:31	1	1	1	0.5	1	1	-10000181.674943	-10000181.674943	15.322215	15.32225	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.785975999999998	37.785262000000003	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.259467999999998	88.260266000000001	-0.039683000000000003	-0.038885999999999997	1072.0003662109375	1069.1091570000001	1069.1091570000001	12.984067916870115	12.771476	12.776472	27.141044616699219	27.044397	27.044397	-0.20343700000000001	-0.20343700000000001	4.4923076629638672	4.4343890000000004	4.4344029999999997	-0.038739000000000003	-0.038737000000000001	81	81.268240000000006	81.268240000000006	0.50134100000000004	0.50134100000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.676475999999999	11.676475999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.67647600000001	181.67647600000001	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	143.53950500488281	7.8301024436950684	35	495.67984008789063	99.623435974121094	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359449	2025-03-31 06:53:01	1	1	0	0.5	1	1	-10000181.414403001	-10000181.414403001	14.868353000000001	14.868353000000001	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.785263	37.785263	885	885	1139.9918210000001	1139.9918210000001	190	190	88.279999000000004	88	88.231542000000005	88.230744999999999	-0.028724	-0.029520000000000001	1006.8533325195313	1003.962922	1003.962922	12.31096363067627	12.103222000000001	12.103222000000001	27.103748321533203	27.006536000000001	27.006536000000001	-0.16534599999999999	-0.16534599999999999	4.9202346801757813	4.8648499999999997	4.8648499999999997	0.0035860000000000002	0.0035860000000000002	80.999435424804688	81.272301999999996	81.272301999999996	0.50136400000000003	0.50136400000000003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.415889999999999	11.415889999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.41588999999999	181.41588999999999	4.297947883605957	5.9176003421206361e-20	3.6728909015655522	2.0582726001739502	89.97088623046875	143.33808898925781	7.8826298713684082	35	495.67984008789063	99.621475219726563	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
