10361944	2025-04-01 03:40:55	1	1	1	0.5	1	1	-10000181.428905001	-10000181.428772001	14.894703	14.896542999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.641537	35.641537	885	885	1141.6942140000001	1141.3942139999999	190	189.90000000000001	87.190002000000007	88	87.363744999999994	87.363746000000006	-0.0099939999999999994	-0.0099939999999999994	1010.4185791015624	1007.5891769999999	1007.555973	11.076278686523438	10.895602	10.895607999999999	27.380519866943359	27.329322999999999	27.329346000000001	-0.33555299999999999	-0.33554899999999999	3.6711859703063969	3.6834060000000002	3.684552	0.0080300000000000007	0.0082590000000000007	71.823532104492188	72.048456999999999	72.018241000000003	0.50112500000000004	0.50097400000000003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.430395000000001	11.430262000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.430395	181.430262	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	145.50564575195313	7.731877326965332	35	491.79324340820313	99.574363708496094	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361945	2025-04-01 03:41:25	1	1	0	0.5	1	1	-10000181.644343	-10000181.644211	15.262103	15.263944	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.641537	35.641537	885	885	1141.3941649999999	1141.094165	190	189.90000000000001	87.190002000000007	88	87.388857999999999	87.388858999999997	0.025111999999999999	0.025113	1064.2725830078125	1061.457496	1061.4245390000001	10.784551620483398	10.603927000000001	10.603933	27.735807418823239	27.684816999999999	27.684840999999999	-0.32330199999999998	-0.323297	3.6535618305206294	3.6626910000000001	3.663837	0.019262999999999999	0.019491999999999999	71.721145629882813	71.942509999999999	71.912289999999999	0.50110699999999997	0.50095599999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.645868999999999	11.645737	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.645869	181.645737	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	146.78141784667969	7.6939544677734366	35	491.82272338867182	99.564544677734375	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361946	2025-04-01 03:41:55	1	1	1	0.5	1	1	-10000181.627583001	-10000181.627454	15.230620999999999	15.232492000000001	145.009872	145.009872	1	0	1	0	145.009872	145.009872	35.641537	35.641032000000003	885	885	1141.094116	1140.794116	190	189.905202	87.190002000000007	88	87.386954000000003	87.387540999999999	-0.001905	-0.0013179999999999999	1060.078857421875	1057.2668719999999	1057.234569	10.713686943054199	10.529489999999999	10.533033	27.528720855712891	27.477596999999999	27.477615	-0.446573	-0.44657000000000002	3.5721757411956787	3.5706720000000001	3.571482	-0.019800000000000002	-0.019637999999999999	71.655235290527344	71.871171000000004	71.842732999999996	0.50107999999999997	0.50093699999999997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.629106	11.628977000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.62910600000001	181.62897699999999	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	144.04800415039065	7.7026700973510733	35	491.881591796875	99.572402954101563	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361947	2025-04-01 03:42:25	1	1	0	0.5	1	1	-10000181.515393	-10000181.515264999	15.035945999999999	15.037794	145.009872	145.009872	1	0	1	0	145.009872	145.009872	35.641033	35.641033	885	885	1140.794067	1140.4940670000001	190	190	87.190002000000007	88	87.399169000000001	87.398584999999997	0.011627999999999999	0.011044	1032.033203125	1029.2145419999999	1029.1824839999999	10.83297634124756	10.651994	10.65197	27.831989288330082	27.779595	27.779499999999999	-0.51361299999999999	-0.51363199999999998	3.7710890769958496	3.7593420000000002	3.758921	0.0057819999999999998	0.0056979999999999999	71.617156982421875	71.796901000000005	71.801087999999993	0.50089899999999998	0.50092000000000003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.516897	11.516768000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.516897	181.51676800000001	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	145.49301147460938	7.6885361671447763	35	491.94049072265625	99.576324462890625	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361948	2025-04-01 03:42:56	1	1	1	0.5	1	1	-10000181.563089	-10000181.562960001	15.118639999999999	15.120488	145.009872	145.009872	1	0	1	0	145.009872	145.009872	35.641033	35.641033	885	885	1140.494019	1140.194019	190	190	87.190002000000007	88	87.423286000000004	87.423287000000002	0.024701000000000001	0.024702000000000002	1043.96435546875	1041.1405500000001	1041.108489	11.198798179626465	11.017512	11.017488	27.68379020690918	27.630203000000002	27.630109000000001	-0.54078300000000001	-0.54080099999999998	3.8041257858276367	3.7964190000000002	3.795998	0.106623	0.10653899999999999	71.598884582519531	71.775220000000004	71.779410999999996	0.50088200000000005	0.50090299999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.564601	11.564473	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.56460100000001	181.56447299999999	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	145.68984985351565	7.6513199806213379	35	491.99935913085938	99.568473815917969	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361949	2025-04-01 03:43:26	1	1	0	0.5	1	1	-10000181.603053	-10000181.60297	15.185574000000001	15.186762	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.641033	35.641030999999998	885	885	1140.19397	1140.0011509999999	190	190	87.190002000000007	88	87.446960000000004	87.448258999999993	0.023673	0.024972000000000001	1053.9415283203125	1051.1331359999999	1051.1125320000001	11.105087280273438	10.923909	10.923908000000001	28.103853225708008	28.050744999999999	28.050684	-0.42698199999999997	-0.42699399999999998	3.6497528553009033	3.6775000000000002	3.6776409999999999	0.104953	0.104981	71.612411499023438	71.787081999999998	71.789775000000006	0.50087300000000001	0.50088699999999997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.604571	11.604488999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.60457099999999	181.604489	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	146.27742004394531	7.6136317253112802	35	491.99935913085938	99.574363708496094	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361950	2025-04-01 03:43:56	1	1	1	0.5	1	1	-10000181.504698999	-10000181.504698999	15.016095	15.016095	145.009872	145.009872	1	0	1	0	145.009872	145.009872	35.641029000000003	35.641029000000003	885	885	1140.0010990000001	1140.0010990000001	190	190	87.190002000000007	88	87.449591999999996	87.451920000000001	0.0013339999999999999	0.0036610000000000002	1029.31640625	1026.5406230000001	1026.5406230000001	11.121238708496094	10.940229	10.940229	27.919338226318359	27.866834999999998	27.866834999999998	-0.465642	-0.465642	4.0001211166381836	3.9923860000000002	3.9923860000000002	0.24024499999999999	0.24024499999999999	71.640800476074219	71.815000999999995	71.815000999999995	0.50087099999999996	0.50087099999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.506201000000001	11.506201000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.506201	181.506201	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	143.09725952148438	7.6112766265869132	35	491.99935913085938	99.566513061523438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361951	2025-04-01 03:44:26	1	1	0	0.5	1	1	-10000181.559703	-10000181.559703	15.111485	15.111485	145.009872	145.009872	1	0	1	0	145.009872	145.009872	35.641029000000003	35.641029000000003	885	885	1140.0010990000001	1140.0010990000001	190	190	87.190002000000007	88	87.449522999999999	87.449522999999999	-0.0023969999999999998	-0.0023969999999999998	1043.044677734375	1040.2938429999999	1040.2938429999999	11.20046329498291	11.019511	11.019511	28.113668441772461	28.061391	28.061391	-0.247753	-0.247753	3.631722211837769	3.6327630000000002	3.6327630000000002	0.17538200000000001	0.17538200000000001	71.695175170898438	71.866698999999997	71.866698999999997	0.50085800000000003	0.50085800000000003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.561214	11.561214	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.56121400000001	181.56121400000001	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	145.1397705078125	7.6155166625976563	35	491.96994018554688	99.584182739257813	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361952	2025-04-01 03:44:56	1	1	1	0.5	1	1	-10000181.616581	-10000181.616581	15.20871	15.20871	145.009872	145.009872	1	0	1	0	145.009872	145.009872	35.641029000000003	35.641029000000003	885	885	1140.0010990000001	1140.0010990000001	190	190	87.190002000000007	88	87.473258999999999	87.473258999999999	0.023736	0.023736	1057.2406005859375	1054.5157919999999	1054.5157919999999	11.076873779296877	10.896203999999999	10.896203999999999	27.446277618408203	27.395108	27.395108	-0.29583199999999998	-0.29583199999999998	3.7219829559326176	3.7346430000000002	3.7346430000000002	0.20222499999999999	0.20222499999999999	71.74951171875	71.919008000000005	71.919008000000005	0.50084700000000004	0.50084700000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.618102	11.618102	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.61810199999999	181.61810199999999	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	144.72952270507813	7.5735878944396973	35	491.99935913085938	99.572402954101563	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361953	2025-04-01 03:45:26	1	1	0	0.5	1	1	-10000181.600959999	-10000181.600958001	15.180343000000001	15.180341	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.641029000000003	35.641029000000003	885	885	1140.0010990000001	1140.0010990000001	190	189.90000000000001	87.190002000000007	88	87.452603999999994	87.452603999999994	-0.020655	-0.020655	1053.303955078125	1050.609727	1050.609391	10.869082450866699	10.688734999999999	10.688765999999999	27.927192687988281	27.877291	27.877410000000001	-0.025336999999999998	-0.025312999999999999	3.6454079151153569	3.6412469999999999	3.6421739999999998	0.19411700000000001	0.194302	71.818374633789063	72.020827999999995	71.986410000000006	0.50101200000000001	0.50083999999999995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.602478	11.602475999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.60247799999999	181.602476	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	145.05830383300781	7.6100983619689933	35	491.881591796875	99.5704345703125	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361954	2025-04-01 03:45:56	1	1	1	0.5	1	1	-10000181.549071999	-10000181.549068	15.093021	15.093049000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.641029000000003	35.640315000000001	885	885	1140.0010990000001	1140.0010990000001	190	189.90000000000001	87.190002000000007	88	87.493397000000002	87.494225	0.040793999999999997	0.041621999999999999	1040.23779296875	1037.635644	1037.6346980000001	11.184700012207031	11.000279000000001	11.005314	27.618032455444336	27.571784999999998	27.571905999999998	-0.073220999999999994	-0.073196999999999998	3.7202422618865967	3.724723	3.7256209999999998	0.19613700000000001	0.19631699999999999	71.93927001953125	72.140590000000003	72.106170000000006	0.50100699999999998	0.500834	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.550580999999999	11.550577000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.55058099999999	181.550577	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	144.9833984375	7.536607265472413	35	491.76385498046869	99.566513061523438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361955	2025-04-01 03:46:26	1	1	0	0.5	1	1	-10000181.618257999	-10000181.618257999	15.213141999999999	15.213176000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.640315999999999	35.639601999999996	885	885	1140.0010990000001	1140.0010990000001	190	190	87.190002000000007	88	87.463924000000006	87.463925000000003	-0.030301999999999999	-0.030300000000000001	1057.5181884765625	1054.9350870000001	1054.9350870000001	11.303868293762209	11.119577	11.124580999999999	28.405160903930664	28.359423	28.359423	0.20047899999999999	0.20047899999999999	3.6575067043304439	3.6546219999999998	3.6545930000000002	0.097883999999999999	0.097878000000000007	72.075355529785156	72.241444000000001	72.241444000000001	0.50083	0.50083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.619778999999999	11.619778999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.61977899999999	181.61977899999999	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	145.89393615722656	7.5886635780334482	35	491.79324340820313	99.564544677734375	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361956	2025-04-01 03:46:56	1	1	1	0.5	1	1	-10000181.493349999	-10000181.493349999	14.997068000000001	14.997066999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.639603000000001	35.639603000000001	885	885	1140.0010990000001	1140.0010990000001	190	189.942849	87.190002000000007	88	87.436584999999994	87.435758000000007	-0.02734	-0.028167999999999999	1026.34423828125	1023.702889	1023.702791	11.19894313812256	11.018882	11.018898999999999	27.919338226318359	27.870559	27.870626999999999	0.156837	0.15684999999999999	3.8045980930328369	3.808751	3.8092809999999999	0.10465000000000001	0.104756	72.22705078125	72.412498999999997	72.392814999999999	0.50092700000000001	0.50082899999999997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.49485	11.494849	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.49485000000001	181.49484899999999	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	145.30323791503906	7.6369514465332031	35	491.76385498046869	99.576324462890625	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361957	2025-04-01 03:47:26	1	1	0	0.5	1	1	-10000181.584958	-10000181.584958	15.15222	15.15222	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.639603000000001	35.639603000000001	885	885	1140.0010990000001	1140.0010990000001	190	190	87.190002000000007	88	87.430154000000002	87.430154000000002	-0.0056030000000000003	-0.0056030000000000003	1049.3612060546875	1046.6086359999999	1046.6086359999999	10.792978286743164	10.611755	10.611755	27.701456069946289	27.648115000000001	27.648115000000001	0.13763700000000001	0.13763700000000001	3.8618400096893311	3.8698380000000001	3.8698380000000001	0.099249000000000004	0.099249000000000004	72.402702331542983	72.568385000000006	72.568385000000006	0.50082800000000005	0.50082800000000005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.586473	11.586473	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.58647300000001	181.58647300000001	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	143.06607055664065	7.6468443870544434	35	491.76385498046869	99.568473815917969	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361958	2025-04-01 03:47:56	1	1	1	0.5	1	1	-10000181.458124001	-10000181.458122	14.93238	14.932376	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.639603000000001	35.639603000000001	885	885	1140.0010990000001	1140.0010990000001	190	189.90000000000001	87.190002000000007	88	87.459233999999995	87.459233999999995	0.029079000000000001	0.029079000000000001	1017.7706909179688	1014.894814	1014.894154	10.62916088104248	10.446597000000001	10.446626	27.731880187988281	27.673275	27.673390000000001	0.083937999999999999	0.083960999999999994	3.6619994640350342	3.6880929999999998	3.6890200000000002	0.021596000000000001	0.021781999999999999	72.587455749511719	72.787803999999994	72.753382000000002	0.50100199999999995	0.50083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.459617	11.459614999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.45961700000001	181.45961500000001	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	142.21916198730469	7.5954947471618652	35	491.76385498046869	99.576324462890625	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361959	2025-04-01 03:48:26	1	1	0	0.5	1	1	-10000181.502770999	-10000181.502766	15.01254	15.012530999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.639603000000001	35.639603000000001	885	885	1140.0010990000001	1140.0010990000001	190	189.90000000000001	87.190002000000007	88	87.439492999999999	87.439492999999999	-0.019741000000000002	-0.019741000000000002	1029.0810546875	1026.0585470000001	1026.057307	11.090866088867188	10.906807000000001	10.906836	27.835914611816406	27.771443000000001	27.771556	0.18079899999999999	0.18082100000000001	3.5349702835083008	3.5684070000000001	3.569334	-0.042327999999999998	-0.042141999999999999	72.765151977539063	72.965581999999998	72.931158999999994	0.50100199999999995	0.50083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.504273	11.504268	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.50427300000001	181.504268	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	146.82028198242188	7.6303558349609375	35	491.76385498046869	99.566513061523438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361960	2025-04-01 03:48:56	1	1	1	0.5	1	1	-10000181.646594999	-10000181.646592	15.255894	15.255922	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.639603000000001	35.638888999999999	885	885	1140.0010990000001	1140.0010990000001	190	189.90000000000001	87.190002000000007	88	87.453208000000004	87.454036000000002	0.013715	0.014543	1065.1627197265625	1062.020552	1062.019677	10.423690795898438	10.233532	10.238561000000001	27.817268371582031	27.748484000000001	27.748595000000002	0.066767999999999994	0.066790000000000002	3.8136730194091801	3.8577949999999999	3.8586930000000002	0.05815	0.058328999999999999	72.883888244628906	73.084479999999999	73.050058000000007	0.50100299999999998	0.50083100000000003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.648121	11.648118	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.648121	181.64811800000001	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	144.76104736328125	7.6046810150146484	35	491.734375	99.566513061523438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361961	2025-04-01 03:49:26	1	1	0	0.5	1	1	-10000181.531785	-10000181.531780999	15.059616999999999	15.059645	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.638888999999999	35.638174999999997	885	885	1140.0010990000001	1140.0010990000001	190	189.90000000000001	87.190002000000007	88	87.459343000000004	87.459344000000002	0.0053070000000000001	0.0053080000000000002	1036.5550537109375	1033.313105	1033.31222	10.670127868652344	10.478899999999999	10.483928000000001	28.07539176940918	28.002410999999999	28.002520000000001	0.088869000000000004	0.088890999999999998	3.8413617610931392	3.8912710000000001	3.892169	0.11346299999999999	0.11364299999999999	73.081657409667969	73.282572999999999	73.248152000000005	0.50100500000000003	0.50083200000000005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.533291	11.533287	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.53329099999999	181.533287	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	144.9462890625	7.5938458442687988	35	491.734375	99.566513061523438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361962	2025-04-01 03:49:56	1	1	1	0.5	1	1	-10000181.642829999	-10000181.642825	15.253234000000001	15.253259	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.638176000000001	35.637461999999999	885	885	1140.0010990000001	1140.0010990000001	190	189.90000000000001	87.190002000000007	88	87.447181999999998	87.447182999999995	-0.012161999999999999	-0.012161	1064.3836669921875	1061.0791340000001	1061.077812	10.981198310852053	10.789244	10.794271	27.454128265380859	27.378295999999999	27.378405000000001	-0.12509000000000001	-0.12506800000000001	3.7045414447784424	3.7500149999999999	3.7509139999999999	0.103975	0.104154	73.288925170898438	73.490650000000002	73.456231000000002	0.50100900000000004	0.50083699999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.644354999999999	11.644349999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.64435499999999	181.64435	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	144.88763427734375	7.6138677597045907	35	491.7049560546875	99.572402954101563	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361963	2025-04-01 03:50:26	1	1	0	0.5	1	1	-10000181.463788999	-10000181.463788999	14.987730000000001	14.987764	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.637462999999997	35.636747999999997	885	885	1140.0010990000001	1140.0010990000001	190	190	87.190002000000007	88	87.439950999999994	87.439952000000005	-0.0072309999999999996	-0.0072300000000000003	1025.8082275390625	1022.46699	1022.46699	11.093214988708496	10.900689	10.905688	26.757293701171875	26.679217999999999	26.679217999999999	-0.46058900000000003	-0.46058900000000003	3.6264722347259521	3.6801550000000001	3.680126	0.15612899999999999	0.15612300000000001	73.48681640625	73.655176999999995	73.655176999999995	0.50084200000000001	0.50084200000000001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.489906	11.489906	12	12	0	0	0	0	7.9753809999999996	7.9753809999999996	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.46528699999999	181.46528699999999	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	144.70765686035156	7.6251735687255859	35	491.7049560546875	99.574363708496094	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10361964	2025-04-01 03:50:56	1	1	1	0.5	1	1	-10000181.605796	-10000181.60579	15.188793	15.188817999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	35.636749000000002	35.636035	885	885	1140.0010990000001	1140.0010990000001	190	189.90000000000001	87.190002000000007	88	87.457263999999995	87.457265000000007	0.017312000000000001	0.017312999999999999	1055.1197509765625	1051.818966	1051.8175639999999	10.897161483764648	10.704859000000001	10.709885999999999	27.176376342773441	27.099177999999998	27.099285999999999	-0.495863	-0.495842	3.5183765888214111	3.5700159999999999	3.5709149999999998	0.18768499999999999	0.187864	73.667564392089844	73.871635999999995	73.837222999999994	0.50102000000000002	0.50084799999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.607315	11.607309000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.607315	181.60730899999999	4.4099054336547852	5.5414619305471677e-20	3.9005584716796871	2.1373486518859863	89.55218505859375	143.87113952636719	7.5931391716003427	35	491.7049560546875	99.574363708496094	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
